circo;Inscrits;Exprimés;%_Exp/Ins;LFI;voix;%_Voix/Ins;%_Voix/Exp;PCF;voix;%_Voix/Ins;%_Voix/Exp;EELV;voix;%_Voix/Ins;%_Voix/Exp;PS;voix;%_Voix/Ins;%_Voix/Exp;EM;voix;%_Voix/Ins;%_Voix/Exp;UDI;voix;%_Voix/Ins;%_Voix/Exp;LR;voix;%_Voix/Ins;%_Voix/Exp;DLF;voix;%_Voix/Ins;%_Voix/Exp;FN;voix;%_Voix/Ins;%_Voix/Exp
1_1;82652;39180;47.4;Fabrine MARTIN ZEMLIK;3874;4.69;9.89;Jacques FONTAINE;656;0.79;1.67;Laurane RAIMONDO;562;0.68;1.43;Florence BLATRIX-CONTAT;3687;4.46;9.41;Laurent MALLET;13534;16.37;34.54;;0;0.0;0.0;Xavier BRETON;10693;12.94;27.29;;0;0.0;0.0;Jérôme BUISSON;6174;7.47;15.76
1_2;93332;43552;46.66;Sylviane THIEBAUT;4896;5.25;11.24;Guy BRULLAND;676;0.72;1.55;Albane COLIN;2874;3.08;6.6;;0;0.0;0.0;Marie Jeanne BEGUET;16371;17.54;37.59;;0;0.0;0.0;Charles DE LA VERPILLIÈRE;11182;11.98;25.68;;0;0.0;0.0;Anne MICHAUD;7553;8.09;17.34
1_3;75427;32953;43.69;Christian JOLIE;3064;4.06;9.3;Jean Sébastien BLOCH;431;0.57;1.31;Jean MERCIER;1496;1.98;4.54;Géraldine SACCHI-HASSANEIN;1468;1.95;4.45;Olga GIVERNET;15405;20.42;46.75;;0;0.0;0.0;Stéphanie PERNOD BEAUDON;7281;9.65;22.1;;0;0.0;0.0;Gaëtan NOBLET;3808;5.05;11.56
1_4;89262;31785;35.61;Line HUGUET;3426;3.84;10.78;Catherine LATTARD;348;0.39;1.09;Anne PARTENSKY-LEIBMAN;1391;1.56;4.38;;0;0.0;0.0;Stéphane TROMPILLE;15492;17.36;48.74;;0;0.0;0.0;Muriel LUGA GIRAUD;3164;3.54;9.95;;0;0.0;0.0;Blanche CHAUSSAT;7964;8.92;25.06
1_5;75213;34142;45.39;Bertrand JACQUIER;3759;5.0;11.01;Mylène FERRI;809;1.08;2.37;Carole PONTIER;1051;1.4;3.08;Elodie SCHWANDER;1032;1.37;3.02;Hélène DE MEIRE;9149;12.16;26.8;;0;0.0;0.0;Damien ABAD;12743;16.94;37.32;;0;0.0;0.0;Pénélope CHALON;5599;7.44;16.4
2_1;72292;28289;39.13;Jean-Marc CHAMBLAY;2479;3.43;8.76;;0;0.0;0.0;Brigitte FOURNIÉ TURQUIN;1306;1.81;4.62;Fawaz KARIMET;4856;6.72;17.17;Aude BONO-VANDORME;10043;13.89;35.5;;0;0.0;0.0;Jacques FERRAND;491;0.68;1.74;;0;0.0;0.0;Damien PHILIPPOT;9114;12.61;32.22
2_2;73948;16137;21.82;Sarah LEMPEREUR;3457;4.67;21.42;Corinne BECOURT;694;0.94;4.3;Michel MAGNIEZ;721;0.98;4.47;Karl PINCHERELLE;2309;3.12;14.31;;0;0.0;0.0;;0;0.0;0.0;Jean-Christophe SEUBE;607;0.82;3.76;;0;0.0;0.0;Sylvie SAILLARD-MEUNIER;8349;11.29;51.74
2_3;68126;29997;44.03;Alexandra MORTET;2352;3.45;7.84;Aurélien GALL;613;0.9;2.04;Christophe PARENT;767;1.13;2.56;Jean-Louis BRICOUT;7556;11.09;25.19;Alain HUSILLOS-CRESPO;5755;8.45;19.19;;0;0.0;0.0;Laurent MARLOT;4841;7.11;16.14;;0;0.0;0.0;Paul-Henry HANSEN-CATTA;8113;11.91;27.05
2_4;79155;30695;38.78;Sylvie HEYVAERTS;2995;3.78;9.76;Michel CARREAU;2427;3.07;7.91;Francis MEULEY;611;0.77;1.99;;0;0.0;0.0;Marc DELATTE;9683;12.23;31.55;;0;0.0;0.0;Isabelle LÉTRILLART;6969;8.8;22.7;;0;0.0;0.0;Jean MESSIHA;8010;10.12;26.1
2_5;82231;31446;38.24;Omar FENARDJI;3939;4.79;12.53;;0;0.0;0.0;Dominique JOURDAIN;2426;2.95;7.71;;0;0.0;0.0;Jacques KRABAL;14206;17.28;45.18;;0;0.0;0.0;Michelle SAPORI;764;0.93;2.43;;0;0.0;0.0;François DE VOYER;10111;12.3;32.15
3_1;89715;33193;37.0;;0;0.0;0.0;Jean-Paul DUFRÈGNE;10351;11.54;31.18;Luderce POINAMBALOM;894;1.0;2.69;Magali ALEXANDRE;3079;3.43;9.28;Pauline RIVIERE;13267;14.79;39.97;;0;0.0;0.0;Corentin BLACHE;896;1.0;2.7;;0;0.0;0.0;Michèle CIUCH;4706;5.25;14.18
3_2;84644;29239;34.54;Sylvain BOURDIER;7510;8.87;25.68;;0;0.0;0.0;Philippe BUVAT;1325;1.57;4.53;Nicolas BRIEN;4725;5.58;16.16;Laurence VANCEUNEBROCK-MIALON;10827;12.79;37.03;;0;0.0;0.0;Jean DEMASSE;707;0.84;2.42;;0;0.0;0.0;Elisabeth CAMUS;4145;4.9;14.18
3_3;79149;24990;31.57;Marie-Thérèse DUPUIS;3311;4.18;13.25;;0;0.0;0.0;Pascal DEVOS;1982;2.5;7.93;;0;0.0;0.0;Bénédicte PEYROL;13562;17.13;54.27;;0;0.0;0.0;Marie-Laure BECOUZE;909;1.15;3.64;;0;0.0;0.0;Jean-Pierre SIGAUD;5226;6.6;20.91
4_1;61220;25378;41.45;Emmanuelle GAZIELLO;4736;7.74;18.66;Gérard ESMIOL;1580;2.58;6.23;Colette CHARRIAU;1621;2.65;6.39;;0;0.0;0.0;Delphine BAGARRY;10640;17.38;41.93;;0;0.0;0.0;Marie-Anne BAUDOUI MAUREL;1299;2.12;5.12;;0;0.0;0.0;Odile BRUN;5502;8.99;21.68
4_2;65358;27387;41.9;Léo WALTER;5622;8.6;20.53;Isabelle THIBAULT;877;1.34;3.2;Claudine RAZEAU;786;1.2;2.87;;0;0.0;0.0;Christophe CASTANER;14957;22.88;54.61;;0;0.0;0.0;Noël CHUISANO;534;0.82;1.95;;0;0.0;0.0;Christian GIRARD;4611;7.05;16.84
5_1;57744;25459;44.09;Éléonore FLANDIN;3548;6.14;13.94;Pierre VILLARD;884;1.53;3.47;Chantal SARRUT;427;0.74;1.68;Karine BERGER;3320;5.75;13.04;Pascale BOYER;9258;16.03;36.36;;0;0.0;0.0;Catherine ASSO;4084;7.07;16.04;;0;0.0;0.0;Patrick DEROIN;3938;6.82;15.47
5_2;52163;24210;46.41;Christophe TASSAUX;3357;6.44;13.87;;0;0.0;0.0;Agnès ANTOINE;2224;4.26;9.19;;0;0.0;0.0;Joël GIRAUD;12566;24.09;51.9;;0;0.0;0.0;Chantal EYMEOUD;3029;5.81;12.51;;0;0.0;0.0;Laurence LEGUEM;3034;5.82;12.53
6_1;80459;36827;45.77;Robert INJEY;4116;5.12;11.18;;0;0.0;0.0;Moussa BA;388;0.48;1.05;Yann LIBRATI;1229;1.53;3.34;Caroline REVERSO-MEINIETTI;12599;15.66;34.21;;0;0.0;0.0;Eric CIOTTI;13630;16.94;37.01;;0;0.0;0.0;Jean-Pierre DAUGREILH;4865;6.05;13.21
6_2;85688;31299;36.53;Sonia NAFFATI;3942;4.6;12.59;Jean-Louis FIORI;1545;1.8;4.94;Brigitte REYNARD;1511;1.76;4.83;;0;0.0;0.0;Loîc DOMBREVAL;14364;16.76;45.89;;0;0.0;0.0;Eliette TROUCHE;771;0.9;2.46;;0;0.0;0.0;Jérôme COCHET;9166;10.7;29.29
6_3;89098;35122;39.42;Bruno COULET;4459;5.0;12.7;;0;0.0;0.0;;0;0.0;0.0;Raphaël GALMICHE;1284;1.44;3.66;Cédric ROUSSEL;12727;14.28;36.24;;0;0.0;0.0;Rudy SALLES;8176;9.18;23.28;;0;0.0;0.0;Philippe VARDON;8476;9.51;24.13
6_4;85748;33206;38.73;Zohra BRIAND;2637;3.08;7.94;Michaël ALBIN;2310;2.69;6.96;;0;0.0;0.0;;0;0.0;0.0;Alexandra VALETTA ARDISSON;11045;12.88;33.26;;0;0.0;0.0;Xavier BECK;8075;9.42;24.32;;0;0.0;0.0;Olivier BETTATI;9139;10.66;27.52
6_5;87923;15877;18.06;Philippe PELLEGRINI;3978;4.52;25.06;;0;0.0;0.0;Christine BEYL;611;0.69;3.85;Jacqueline DEVIER;1472;1.67;9.27;;0;0.0;0.0;;0;0.0;0.0;Thibault DELHEZ;868;0.99;5.47;;0;0.0;0.0;Chantal AGNELY;8948;10.18;56.36
6_6;78084;33843;43.34;Prune HELFTER-NOAH;2416;3.09;7.14;Jean-François TÉALDI;590;0.76;1.74;Antoine MARCHESE;686;0.88;2.03;Michel GAILLARD;568;0.73;1.68;Nathalie AUDIN;12047;15.43;35.6;;0;0.0;0.0;Laurence TRASTOUR-ISNART;10010;12.82;29.58;;0;0.0;0.0;Yoann SALIBA;7526;9.64;22.24
6_7;92847;27762;29.9;Philippe CARENZO;3182;3.43;11.46;Cécile DUMAS;1138;1.23;4.1;Elisabeth DEBORDE;1535;1.65;5.53;;0;0.0;0.0;Khaled BEN ABDERRAHMANE;14225;15.32;51.24;;0;0.0;0.0;Sophie MORI;964;1.04;3.47;;0;0.0;0.0;Lionel TIVOLI;6718;7.24;24.2
6_8;82014;33472;40.81;Maddy VARD;2264;2.76;6.76;Christine SCHOUVER;388;0.47;1.16;Fabien TORRES;675;0.82;2.02;Antoine BABU;664;0.81;1.98;Philippe BUERCH;11199;13.65;33.46;;0;0.0;0.0;Bernard BROCHAND;10919;13.31;32.62;;0;0.0;0.0;Anne KESSLER;7363;8.98;22.0
6_9;79900;34426;43.09;Denis LEBLANC;2580;3.23;7.49;Odile CLEMENTE;489;0.61;1.42;;0;0.0;0.0;Louis ACACIO;761;0.95;2.21;Dominique FILLEBEEN;12869;16.11;37.38;;0;0.0;0.0;Michèle TABAROT;10912;13.66;31.7;;0;0.0;0.0;Nathalie PAVARD;6815;8.53;19.8
7_1;77905;36812;47.25;Luisa GAILLARD SANCHEZ;5117;6.57;13.9;Francois JACQUART;1812;2.33;4.92;Olivier KELLER;1410;1.81;3.83;Hervé SAULIGNAC;7422;9.53;20.16;André DUPONT;9203;11.81;25.0;;0;0.0;0.0;François ARSAC;5972;7.67;16.22;;0;0.0;0.0;Céline PORQUET;5876;7.54;15.96
7_2;93041;44076;47.37;Samia HASNAOUI;4897;5.26;11.11;Daniel BABAROSSA;859;0.92;1.95;Nadia SENNI;1460;1.57;3.31;Olivier DUSSOPT;11531;12.39;26.16;Laurette GOUYET-POMMARET;12718;13.67;28.85;;0;0.0;0.0;Marc-Antoine QUENETTE;6585;7.08;14.94;;0;0.0;0.0;Odile LASFARGUES-BOUYON;6026;6.48;13.67
7_3;78312;40883;52.21;Alain JOFFRE;5970;7.62;14.6;Carole DAUDAN;1114;1.42;2.72;Guillaume VERMOREL;1881;2.4;4.6;Sabine BUIS;7741;9.88;18.93;Matthieu PEYRAUD;10748;13.72;26.29;;0;0.0;0.0;Fabrice BRUN;8365;10.68;20.46;;0;0.0;0.0;Thierry ARSAC;5064;6.47;12.39
8_1;73335;33148;45.2;Françoise VERLHAC;2040;2.78;6.15;Sylvain DALLA-ROSA;1282;1.75;3.87;Christophe DUMONT;1491;2.03;4.5;;0;0.0;0.0;Jean-Pierre MORALI;8004;10.91;24.15;;0;0.0;0.0;Bérengère POLETTI;13053;17.8;39.38;;0;0.0;0.0;Sophie LORENZO;7278;9.92;21.96
8_2;63879;27494;43.04;Michel CARTIAUX;2971;4.65;10.81;Igor NIVELET;609;0.95;2.22;Jean PIERRARD;397;0.62;1.44;Christophe LEONARD;4612;7.22;16.77;Mario IGLESIAS;6269;9.81;22.8;;0;0.0;0.0;Pierre CORDIER;7212;11.29;26.23;;0;0.0;0.0;Guillaume LUCZKA;5424;8.49;19.73
8_3;57165;27513;48.13;Sophie PERRIN;2528;4.42;9.19;Dalila MAOUCHE;328;0.57;1.19;Cédric SAUVAGE;155;0.27;0.56;Didier HERBILLON;2591;4.53;9.42;Christelle VORILLION;4063;7.11;14.77;;0;0.0;0.0;Jean-Luc WARSMANN;12931;22.62;47.0;;0;0.0;0.0;Amandine BLOMME;4917;8.6;17.87
9_1;56738;25859;45.58;Bénédicte TAURINE;6125;10.8;23.69;José NAVARRO;929;1.64;3.59;;0;0.0;0.0;Martine ESTEBAN;4093;7.21;15.83;Jérôme AZEMA;9478;16.7;36.65;;0;0.0;0.0;Marie-Noëlle SAMARCQ;1616;2.85;6.25;;0;0.0;0.0;Laurence LEFORT;3618;6.38;13.99
9_2;60671;26447;43.59;Michel LARIVE;5977;9.85;22.6;Vincent HEREDIA;671;1.11;2.54;Jérôme BROSSERON;1272;2.1;4.81;Alain FAURÉ;5602;9.23;21.18;Huguette BERTRAND-VINZERICH;8161;13.45;30.86;;0;0.0;0.0;Bernadette DEDIEU-COUMENAY;327;0.54;1.24;;0;0.0;0.0;Bernard GONDRAN;4437;7.31;16.78
10_1;64362;29266;45.47;Michel BACH;2500;3.88;8.54;Marie GATARD-LAFOND;558;0.87;1.91;;0;0.0;0.0;;0;0.0;0.0;Grégory BESSON-MOREAU;9730;15.12;33.25;;0;0.0;0.0;Nicolas DHUICQ;8369;13.0;28.6;;0;0.0;0.0;Bruno SUBTIL;8109;12.6;27.71
10_2;73837;32610;44.16;Elise GEHIN;2829;3.83;8.68;Gisèle MALAVAL;566;0.77;1.74;;0;0.0;0.0;Virgil HENNEQUIN;976;1.32;2.99;Djamila HADDAD;11251;15.24;34.5;;0;0.0;0.0;Valérie BAZIN-MALGRAS;8947;12.12;27.44;;0;0.0;0.0;Jean-Christophe LEFEVRE;8041;10.89;24.66
10_3;65648;23078;35.15;Yves BOUTEILLER;3182;4.85;13.79;Arnaud PACOT;622;0.95;2.7;Nelly COLLOT-TOUZÉ;624;0.95;2.7;David BLANCHON;1184;1.8;5.13;Pascal LANDRÉAT;10180;15.51;44.11;;0;0.0;0.0;Laurent STOCCO;589;0.9;2.55;;0;0.0;0.0;Angélique RANC;6697;10.2;29.02
11_1;95107;39156;41.17;Marine TORO;6964;7.32;17.79;Mylène VESENTINI;1462;1.54;3.73;Nicole ESCOURBIAC;578;0.61;1.48;Alain GINIES;4868;5.12;12.43;Danièle HÉRIN;13486;14.18;34.44;;0;0.0;0.0;Yamina MAMOU;599;0.63;1.53;;0;0.0;0.0;Christophe BARTHÈS;11199;11.78;28.6
11_2;88881;34158;38.43;Jean-Hugues SILBERMAN;5244;5.9;15.35;Xavier VERDEJO;1296;1.46;3.79;Marie-Laure ARRIPE;1025;1.15;3.0;Marie-Hélène FABRE;5786;6.51;16.94;Alain PEREA;11729;13.2;34.34;;0;0.0;0.0;André JACQUES;586;0.66;1.72;;0;0.0;0.0;Jean-François DARAUD;8492;9.55;24.86
11_3;88707;46627;52.56;Manon LE BRETTON;7185;8.1;15.41;;0;0.0;0.0;Daniel DEDIES;1539;1.73;3.3;André VIOLA;9430;10.63;20.22;Mireille ROBERT;14223;16.03;30.5;;0;0.0;0.0;Catherine VERGÉ;5197;5.86;11.15;;0;0.0;0.0;Christelle DE L'EPINOIS;9053;10.21;19.42
12_1;76555;42746;55.84;Pierre DEFONTAINES;4756;6.21;11.13;Anne MINIER;367;0.48;0.86;Christian LAMMENS;937;1.22;2.19;Sarah VIDAL;3569;4.66;8.35;Stéphane MAZARS;19962;26.08;46.7;;0;0.0;0.0;Yves CENSI;9923;12.96;23.21;;0;0.0;0.0;Matthieu DANEN;3232;4.22;7.56
12_2;69922;39680;56.75;Pascal MAZET;6478;9.26;16.33;;0;0.0;0.0;Guy PEZET;1750;2.5;4.41;Bertrand CAVALERIE;4567;6.53;11.51;Anne BLANC;15563;22.26;39.22;;0;0.0;0.0;André AT;8110;11.6;20.44;;0;0.0;0.0;Bruno LELEU;3212;4.59;8.09
12_3;71799;24272;33.81;Catherine LAUR;5124;7.14;21.11;Sophie TARROUX;1556;2.17;6.41;Thierry NOËL;529;0.74;2.18;;0;0.0;0.0;Jean-Louis AUSTRUY;13122;18.28;54.06;;0;0.0;0.0;Henri TEMPLE;465;0.65;1.92;;0;0.0;0.0;Muriel ABRIAC;3476;4.84;14.32
13_1;78383;31353;40.0;Bernard BORGIALLI;4205;5.36;13.41;Christine DIDON;839;1.07;2.68;;0;0.0;0.0;Gérard OREGGIA;883;1.13;2.82;Pascal CHAMASSIAN;10111;12.9;32.25;;0;0.0;0.0;Valérie BOYER;8481;10.82;27.05;;0;0.0;0.0;Franck ALLISIO;6834;8.72;21.8
13_2;78743;37427;47.53;Ariane GIL;4124;5.24;11.02;Audrey GARINO;1128;1.43;3.01;Christine JUSTE;1532;1.95;4.09;Annie LEVY-MOZZICONACCI;1326;1.68;3.54;Claire PITOLLAT;14372;18.25;38.4;;0;0.0;0.0;Dominique TIAN;9933;12.61;26.54;;0;0.0;0.0;Caroline SICARD;5012;6.37;13.39
13_3;73470;27288;37.14;Sarah SOILIHI;5403;7.35;19.8;;0;0.0;0.0;Karim MOUACI;493;0.67;1.81;Anne DI MARINO;1306;1.78;4.79;Alexandra LOUIS;7284;9.91;26.69;;0;0.0;0.0;Richard MIRON;3778;5.14;13.84;;0;0.0;0.0;Stéphane RAVIER;9024;12.28;33.07
13_4;59654;22834;38.28;Jean-Luc MÉLENCHON;8460;14.18;37.05;;0;0.0;0.0;Lydie GANDON;409;0.69;1.79;Patrick MENNUCCI;3065;5.14;13.42;Corinne VERSINI;5587;9.37;24.47;;0;0.0;0.0;Solange BIAGGI;2621;4.39;11.48;;0;0.0;0.0;Jeanne MARTI;2692;4.51;11.79
13_5;69043;22915;33.19;Hendrik DAVI;6296;9.12;27.48;Isabelle PASQUET;1035;1.5;4.52;Daniel VANETTI;833;1.21;3.64;;0;0.0;0.0;Cathy RACON-BOUZON;9621;13.93;41.99;;0;0.0;0.0;Mathilde GOUIN;366;0.53;1.6;;0;0.0;0.0;Jean-François LUC;4764;6.9;20.79
13_6;75634;23633;31.25;Annie GAL;3894;5.15;16.48;Anthony GONÇALVES;969;1.28;4.1;Hervé MENCHON;1115;1.47;4.72;;0;0.0;0.0;Eléonore LEPRETTRE;11169;14.77;47.26;;0;0.0;0.0;Véronique PUCCINI;315;0.42;1.33;;0;0.0;0.0;Eléonore BEZ;6171;8.16;26.11
13_7;65369;18063;27.63;Ouali BRINIS;3064;4.69;16.96;Jean-Marc COPPOLA;1661;2.54;9.2;Lydia FRENTZEL;551;0.84;3.05;Henri JIBRAYEL;3511;5.37;19.44;Saïd AHAMADA;4125;6.31;22.84;;0;0.0;0.0;Jean-Marc CORTEGGIANI;362;0.55;2.0;;0;0.0;0.0;Sophie GRECH;4789;7.33;26.51
13_8;99985;36153;36.16;Nadia GRAINDORGE;5103;5.1;14.12;Michel FRATE;931;0.93;2.58;Mathieu SAINTAGNE;1029;1.03;2.85;Clément ACAR;1202;1.2;3.32;Jean-Marc ZULESI;15850;15.85;43.84;;0;0.0;0.0;Christiane PUJOL;997;1.0;2.76;;0;0.0;0.0;Antoine BAUDINO;11041;11.04;30.54
13_9;96939;40319;41.59;Sylvie PILLE-LESOU;6918;7.14;17.16;;0;0.0;0.0;Boualam AKSIL;223;0.23;0.55;Stéphanie HARKANE;812;0.84;2.01;Sylvie BRUNET;13655;14.09;33.87;;0;0.0;0.0;Bernard DEFLESSELLES;10558;10.89;26.19;;0;0.0;0.0;Hervé ITRAC;8153;8.41;20.22
13_10;106026;42395;39.99;Jacques CHARTON;5317;5.01;12.54;Eric SORDET;2151;2.03;5.07;Rémy CARRODANO;1486;1.4;3.51;Vincent COULOMB;842;0.79;1.99;François-Michel LAMBERT;16122;15.21;38.03;;0;0.0;0.0;Bruno GENZANA;5615;5.3;13.24;;0;0.0;0.0;Laurent JACOBELLI;10862;10.24;25.62
13_11;90215;30842;34.19;Claudie HUBERT;4489;4.98;14.55;André MOLINO;2449;2.71;7.94;Dorian HISPA;1410;1.56;4.57;;0;0.0;0.0;Mohamed LAQHILA;14495;16.07;47.0;;0;0.0;0.0;Gérald UBAUD;586;0.65;1.9;;0;0.0;0.0;Maximilien FUSONE;7413;8.22;24.04
13_12;92147;26719;29.0;Damien MERONO;4044;4.39;15.14;Laurence JOUANAUD;1734;1.88;6.49;Nathalie SIRBEN;1031;1.12;3.86;Isabelle ROVARINO;1263;1.37;4.73;Camille BAL;9428;10.23;35.29;;0;0.0;0.0;Gérard FAISSAL;513;0.56;1.92;;0;0.0;0.0;Jean-Lin LACAPELLE;8706;9.45;32.58
13_13;93715;35548;37.93;;0;0.0;0.0;Pierre DHARRÉVILLE;12435;13.27;34.98;Eveline LELIEUR;1135;1.21;3.19;Lionel JAREMA;804;0.86;2.26;Magali SIREROLS;10159;10.84;28.58;;0;0.0;0.0;Audrey CORRAL;942;1.01;2.65;;0;0.0;0.0;Emmanuel FOUQUART;10073;10.75;28.34
13_14;97727;42868;43.87;Hélène LE CACHEUX;6024;6.16;14.05;Josiane DURRIEU;1081;1.11;2.52;Olivia FRANZI-LABIAD;59;0.06;0.14;Jean-David CIOT;4096;4.19;9.55;Anne-Laurence PETEL;17552;17.96;40.94;;0;0.0;0.0;Stéphane PAOLI;7937;8.12;18.51;;0;0.0;0.0;Nathalie CHEVILLARD;6119;6.26;14.27
13_15;104767;48600;46.39;Michèle JUNG;5448;5.2;11.21;Florence CASTANET;944;0.9;1.94;Hélène HAENSLER;1711;1.63;3.52;;0;0.0;0.0;Nathalie FARRO;15941;15.22;32.8;;0;0.0;0.0;Bernard REYNÈS;13488;12.87;27.75;;0;0.0;0.0;Jean-Alexandre MOUSSET-SEISSON;11068;10.56;22.77
13_16;90577;39106;43.17;Gérard GERON;6662;7.36;17.04;;0;0.0;0.0;Alice GREETHAM;961;1.06;2.46;Nora MEBAREK;2447;2.7;6.26;Monica MICHEL;11351;12.53;29.03;;0;0.0;0.0;Marie-Pierre CALLET;5734;6.33;14.66;;0;0.0;0.0;Valérie LAUPIES;11951;13.19;30.56
14_1;70096;33870;48.32;Karinne GUALBERT;4467;6.37;13.19;Marie-Jeanne GOBERT;949;1.35;2.8;Rudy L'ORPHELIN;2203;3.14;6.5;Eric VÈVE;3140;4.48;9.27;Fabrice LE VIGOUREUX;14196;20.25;41.91;;0;0.0;0.0;Sonia DE LA PROVÔTÉ;6163;8.79;18.2;;0;0.0;0.0;Chantal HENRY;2752;3.93;8.13
14_2;67569;28700;42.48;Etienne BRASSELET;4069;6.02;14.18;Gérard LENEVEU;1261;1.87;4.39;Noëlle LE MAULF;1269;1.88;4.42;Laurence DUMONT;6842;10.13;23.84;Eric HALPHEN;11522;17.05;40.15;;0;0.0;0.0;Christine BONNISSENT;386;0.57;1.34;;0;0.0;0.0;Sabrina JORET;3351;4.96;11.68
14_3;78941;30016;38.02;Didier CANU;3370;4.27;11.23;Serge LOISEAU;676;0.86;2.25;Jacques BESSIN;794;1.01;2.65;Clotilde VALTER;6251;7.92;20.83;Florence LEHERICY;11602;14.7;38.65;;0;0.0;0.0;Steven MAFIODO;621;0.79;2.07;;0;0.0;0.0;Christelle LECHEVALIER-LETARD;6702;8.49;22.33
14_4;101077;37873;37.47;Stéphane POUSSIER;2837;2.81;7.49;Pierre MOURARET;2814;2.78;7.43;Sophie BÖRNER;2113;2.09;5.58;Xavier MADELAINE;2927;2.9;7.73;Christophe BLANCHET;20338;20.12;53.7;;0;0.0;0.0;Alain ASTRESSE;960;0.95;2.53;;0;0.0;0.0;Philippe FOUCHÉ-SAILLENFEST;5884;5.82;15.54
14_5;89928;26347;29.3;;0;0.0;0.0;;0;0.0;0.0;Christophe SADY;1304;1.45;4.95;;0;0.0;0.0;Bertrand BOUYX;18388;20.45;69.79;;0;0.0;0.0;Eric BEAUDOIN;664;0.74;2.52;;0;0.0;0.0;Christine BISSON;5991;6.66;22.74
14_6;93542;29505;31.54;Paul DEMEILLIERS;4767;5.1;16.16;Virginie POIRIER;622;0.66;2.11;;0;0.0;0.0;;0;0.0;0.0;Alain TOURRET;17108;18.29;57.98;;0;0.0;0.0;Thomas GALLICE;746;0.8;2.53;;0;0.0;0.0;Jean-Philippe ROY;6262;6.69;21.22
15_1;63016;30047;47.68;Thierry BONHOURE;3407;5.41;11.34;Jean-François BARRIER;873;1.39;2.91;;0;0.0;0.0;;0;0.0;0.0;François DANEMANS;12411;19.69;41.31;;0;0.0;0.0;Vincent DESCOEUR;11165;17.72;37.16;;0;0.0;0.0;Marie-Claire NATHER;2191;3.48;7.29
15_2;54409;13120;24.11;;0;0.0;0.0;François BOISSET;1998;3.67;15.23;Elise BRUGIERE;818;1.5;6.23;Marc PETITJEAN;1258;2.31;9.59;Patricia ROCHES;6929;12.74;52.81;;0;0.0;0.0;Jérôme DUMAS;351;0.65;2.68;;0;0.0;0.0;Gilles LACROIX;1766;3.25;13.46
16_1;84955;36970;43.52;Martine BOUTIN;5331;6.28;14.42;Djillali MERIOUA;1822;2.14;4.93;Odile ACHARD;1605;1.89;4.34;Martine PINVILLE;4642;5.46;12.56;Thomas MESNIER;15228;17.92;41.19;;0;0.0;0.0;Elise VOUVET;4586;5.4;12.4;;0;0.0;0.0;Geoffray GOURRÉ;3756;4.42;10.16
16_2;84019;38084;45.33;Nathalie JABLI;4840;5.76;12.71;Claudine PONCY;549;0.65;1.44;Pascale LACOURARIE;1404;1.67;3.69;Marianne REYNAUD-JEANDIDIER;4048;4.82;10.63;Sandra MARSAUD;14773;17.58;38.79;;0;0.0;0.0;Daniel SAUVAITRE;6637;7.9;17.43;;0;0.0;0.0;Isabelle LASSALLE;5833;6.94;15.32
16_3;90980;37853;41.61;Véronique GRÉGORI-BACHELIER;4557;5.01;12.04;Christophe MAUVILLAIN;2065;2.27;5.46;Anabelle SICRE;1371;1.51;3.62;Jérôme LAMBERT;9844;10.82;26.01;Madeleine NGOMBET BITOO;13247;14.56;35.0;;0;0.0;0.0;Annie BRAGG;711;0.78;1.88;;0;0.0;0.0;Aurélie DE AZEVEDO;6058;6.66;16.0
17_1;103263;31355;30.36;Cedric RUFFIE;5703;5.52;18.19;Brahim JLALJI;712;0.69;2.27;Jean-Marc SOUBESTE;2040;1.98;6.51;;0;0.0;0.0;Otilia FERREIRA;14095;13.65;44.95;;0;0.0;0.0;Bruno LEAL;5134;4.97;16.37;;0;0.0;0.0;Jean Marc DE LACOSTE LAREYMONDIE;3671;3.56;11.71
17_2;104381;38752;37.13;Maud ASSILA;7915;7.58;20.42;Michele GRENIER;828;0.79;2.14;Brigitte DESVEAUX;3369;3.23;8.69;;0;0.0;0.0;Fréderique TUFFNELL;19612;18.79;50.61;;0;0.0;0.0;Dominique DROIN;736;0.71;1.9;;0;0.0;0.0;Jean-Louis LEYGONIE;6292;6.03;16.24
17_3;82245;33686;40.96;Remy CATROU;5450;6.63;16.18;Marie-France MOQUET;541;0.66;1.61;Joelle DE CORTE;372;0.45;1.1;Francoise MESNARD;4084;4.97;12.12;Jean-Philippe ARDOUIN;11543;14.03;34.27;;0;0.0;0.0;Frederic NEVEU;5979;7.27;17.75;;0;0.0;0.0;Rachel COINTET;5717;6.95;16.97
17_4;89933;42105;46.82;Lucie KIRCHNER;5324;5.92;12.64;Pascal PELLERIN;568;0.63;1.35;Laurence MARCILLAUD;1194;1.33;2.84;Fabienne DUGAS-RAVENEAU;2536;2.82;6.02;Raphaël GÉRARD;15055;16.74;35.76;;0;0.0;0.0;Loic GIRARD;9872;10.98;23.45;;0;0.0;0.0;Isabelle TEXIER;7556;8.4;17.95
17_5;111547;22167;19.87;Geoffrey LEBRETON PEREZ;4936;4.43;22.27;Jacques GUIARD;569;0.51;2.57;;0;0.0;0.0;Mickael VALLET;7355;6.59;33.18;;0;0.0;0.0;;0;0.0;0.0;Maurice MONTANGON;863;0.77;3.89;;0;0.0;0.0;Severine WERBROUCK;8444;7.57;38.09
