circo;Inscrits;Exprimés;%_Exp/Ins;LFI;voix;%_Voix/Ins;%_Voix/Exp;PCF;voix;%_Voix/Ins;%_Voix/Exp;EELV;voix;%_Voix/Ins;%_Voix/Exp;PS;voix;%_Voix/Ins;%_Voix/Exp;EM;voix;%_Voix/Ins;%_Voix/Exp;UDI;voix;%_Voix/Ins;%_Voix/Exp;LR;voix;%_Voix/Ins;%_Voix/Exp;DLF;voix;%_Voix/Ins;%_Voix/Exp;FN;voix;%_Voix/Ins;%_Voix/Exp
47_3;75695;36690;48.47;Rémy GARNIER;4833;6.38;13.17;Nicolas LUCMARIE;669;0.88;1.82;Lionel FEUILLAS;1424;1.88;3.88;Guillaume MOLIERAC;2437;3.22;6.64;Olivier DAMAISIN;11922;15.75;32.49;;0;0.0;0.0;Jean-Louis COSTES;7566;10.0;20.62;;0;0.0;0.0;Étienne BOUSQUET-CASSAGNE;7839;10.36;21.37
48_1;59508;26025;43.73;Christian CAUSSE;3335;5.6;12.81;Serge GAYSSOT;2294;3.85;8.81;;0;0.0;0.0;;0;0.0;0.0;Francis PALOMBI;7427;12.48;28.54;;0;0.0;0.0;Pierre MOREL A L'HUISSIER;10600;17.81;40.73;;0;0.0;0.0;Emmanuel GERSTNER;2369;3.98;9.1
49_1;83953;34293;40.85;Manon CANTIN;4939;5.88;14.4;Valentin BROUILLARD-DUSONG;409;0.49;1.19;Romain LAVEAU;2159;2.57;6.3;Luc BELOT;5971;7.11;17.41;Matthieu ORPHELIN;17058;20.32;49.74;;0;0.0;0.0;Géraldine ROBERT;508;0.61;1.48;;0;0.0;0.0;Marie BARON;3249;3.87;9.47
49_2;90343;40495;44.82;Tiphaine PRIER;5257;5.82;12.98;Alain PAGANO;1048;1.16;2.59;Romain DOLAIS;2510;2.78;6.2;Florence RAYMOND AUGIER;1582;1.75;3.91;Stella DUPONT;21473;23.77;53.03;;0;0.0;0.0;Maxence HENRY;5651;6.26;13.95;;0;0.0;0.0;Valentin BELHADJALI;2974;3.29;7.34
49_3;70395;28449;40.41;Georges CHABRIER;3400;4.83;11.95;Patrice DAVIAU;840;1.19;2.95;;0;0.0;0.0;;0;0.0;0.0;Anne BARRAULT;10417;14.8;36.62;;0;0.0;0.0;Jean-Charles TAUGOURDEAU;9448;13.42;33.21;;0;0.0;0.0;Patrice LANCIEN;4344;6.17;15.27
49_4;74248;33187;44.7;France MOREAU;3451;4.65;10.4;Marie-Loup LELIAS;340;0.46;1.02;Christelle CARDET;1324;1.78;3.99;Meriem BABA;1895;2.55;5.71;Laëtitia SAINT-PAUL;14496;19.52;43.68;;0;0.0;0.0;Éric TOURON;6937;9.34;20.9;;0;0.0;0.0;Aymeric MERLAUD;4744;6.39;14.29
49_5;77305;28534;36.91;Kévin CERTENAIS;3197;4.14;11.2;Claudie LECUYER;309;0.4;1.08;Franck LOISEAU;2101;2.72;7.36;Jean-Marc VACHER;1568;2.03;5.5;Denis MASSEGLIA;17966;23.24;62.96;;0;0.0;0.0;Martine CORDIER;640;0.83;2.24;;0;0.0;0.0;Lucie PINEAU;2753;3.56;9.65
49_6;95358;46460;48.72;Maryline FONTENEAU GRELET;5851;6.14;12.59;Pauline EMERY;646;0.68;1.39;;0;0.0;0.0;Serge BARDY;4666;4.89;10.04;Nicole DUBRE-CHIRAT;21153;22.18;45.53;;0;0.0;0.0;André MARTIN;9922;10.41;21.36;;0;0.0;0.0;Bernadette DE LA BOURDONNAYE;4222;4.43;9.09
49_7;77823;39803;51.15;Olivier DUPUIS;4736;6.09;11.9;Stéphanie DUPEYROUX;466;0.6;1.17;Hervé DUBOSCLARD;2252;2.89;5.66;Silvia CAMARA-TOMBINI;3262;4.19;8.2;Philippe BOLO;17126;22.01;43.03;;0;0.0;0.0;Étienne GLÉMOT;8398;10.79;21.1;;0;0.0;0.0;Aurore LAHONDÈS;3563;4.58;8.95
50_1;87002;43709;50.24;Aurélien MARION;3753;4.31;8.59;Corinne VAUTIER;733;0.84;1.68;Jérôme VIRLOUVET;1714;1.97;3.92;Clémence MAULAT;2421;2.78;5.54;Benoîte NOUET;15936;18.32;36.46;;0;0.0;0.0;Philippe GOSSELIN;13894;15.97;31.79;;0;0.0;0.0;Franck SIMON;5258;6.04;12.03
50_2;95573;48057;50.28;Patrick GRIMBERT;3236;3.39;6.73;Miloud MANSOUR;1610;1.68;3.35;Sophie NICKLAUS;1290;1.35;2.68;;0;0.0;0.0;Bertrand SORRE;22954;24.02;47.76;;0;0.0;0.0;Guenhaël HUET;13929;14.57;28.98;;0;0.0;0.0;Marie-Françoise KURDZIEL;5038;5.27;10.48
50_3;107881;53125;49.24;Bernard REBOLLE;5743;5.32;10.81;Chantal TAMBOUR;1678;1.56;3.16;Laurent HUET;2933;2.72;5.52;;0;0.0;0.0;Stéphane TRAVERT;25422;23.56;47.85;;0;0.0;0.0;Jean-Manuel COUSIN;10421;9.66;19.62;;0;0.0;0.0;Carmen MASSON;6928;6.42;13.04
50_4;88648;34308;38.7;Yvonne PECORARO;4574;5.16;13.33;Valérie VARENNE;1648;1.86;4.8;Jean-Sébastien HEDERER;1583;1.79;4.61;Arnaud CATHERINE;5588;6.3;16.29;Blaise MISTLER;10219;11.53;29.79;;0;0.0;0.0;Sophie GUYON;5016;5.66;14.62;;0;0.0;0.0;Jean-Jacques NOËL;5680;6.41;16.56
51_1;72050;21188;29.41;Laure MANESSE;3745;5.2;17.68;;0;0.0;0.0;Marie-Ange PETIT;1054;1.46;4.97;Alexandre TUNC;2045;2.84;9.65;;0;0.0;0.0;;0;0.0;0.0;Valérie BEAUVAIS;8837;12.27;41.71;;0;0.0;0.0;Sandrine VIGNOT;5507;7.64;25.99
51_2;73074;32747;44.81;Victorien PÂTÉ;3459;4.73;10.56;;0;0.0;0.0;Patricia CORADEL;913;1.25;2.79;Imane MANIANI;1869;2.56;5.71;Aina KURIC;11839;16.2;36.15;;0;0.0;0.0;Catherine VAUTRIN;9115;12.47;27.83;;0;0.0;0.0;Cindy DEMANGE;5552;7.6;16.95
51_3;80714;27364;33.9;Roland JACQUES;3550;4.4;12.97;Pierre MARTINET;2357;2.92;8.61;David NICANOR;786;0.97;2.87;;0;0.0;0.0;Éric GIRARDIN;11750;14.56;42.94;;0;0.0;0.0;Jacky BLAVIER;968;1.2;3.54;;0;0.0;0.0;Baptiste PHILIPPO;7953;9.85;29.06
51_4;78833;23207;29.44;Claudine LANG;3479;4.41;14.99;Dominique VATEL;645;0.82;2.78;Françoise BRUNEL;888;1.13;3.83;Rudy NAMUR;3291;4.17;14.18;;0;0.0;0.0;;0;0.0;0.0;Lise MAGNIER;7832;9.93;33.75;;0;0.0;0.0;Thierry BESSON;7072;8.97;30.47
51_5;77025;21505;27.92;Laurène MASSICARD;2752;3.57;12.8;Dominique CHAILLOUX;1261;1.64;5.86;Françoise DEHUT;332;0.43;1.54;;0;0.0;0.0;Bertrand TREPO;8089;10.5;37.61;;0;0.0;0.0;Estelle ARBOGAST;742;0.96;3.45;;0;0.0;0.0;Thomas LAVAL;8329;10.81;38.73
52_1;72475;32513;44.86;Ariane WALASZEK;4069;5.61;12.51;Patricia PETRONELLI;369;0.51;1.13;Patrick VARNEY;1140;1.57;3.51;Axel CAUSIN;1681;2.32;5.17;Bérangère ABBA;11545;15.93;35.51;;0;0.0;0.0;Adrien GUENÉ;6896;9.52;21.21;;0;0.0;0.0;Fabienne CUDEL;6813;9.4;20.95
52_2;61673;28613;46.39;Daniel MONNIER;2380;3.86;8.32;Edouard GONZALEZ;414;0.67;1.45;Valérie ROFFIDAL;466;0.76;1.63;Antoine DESFRETIER;966;1.57;3.38;Vincent BERTHET;6148;9.97;21.49;;0;0.0;0.0;François CORNUT-GENTILLE;9808;15.9;34.28;;0;0.0;0.0;Frédéric FABRE;8431;13.67;29.47
53_1;72670;29743;40.93;Nicolas CHOMEL;2685;3.69;9.03;Aurélien GUILLOT;355;0.49;1.19;Maël RANNOU;1109;1.53;3.73;Guillaume GAROT;11860;16.32;39.87;Béatrice MOTTIER;10158;13.98;34.15;;0;0.0;0.0;Isabelle MAHÉ GENERO;476;0.66;1.6;;0;0.0;0.0;Bruno DE LA MORINIÈRE;3100;4.27;10.42
53_2;77756;37772;48.58;Emeline RIO;1541;1.98;4.08;Florian DEROUET;1097;1.41;2.9;Françoise MARCHAND;1789;2.3;4.74;Marie-Noëlle TRIBONDEAU;3501;4.5;9.27;Géraldine BANNIER;15077;19.39;39.92;;0;0.0;0.0;Guillaume CHEVROLLIER;11729;15.08;31.05;;0;0.0;0.0;Sylviane DÉGÉ;3038;3.91;8.04
53_3;71899;18992;26.41;Léa RAIMBAULT;2599;3.61;13.68;Maud JAN-BRUSSON;433;0.6;2.28;Sophie LETERRIER;1445;2.01;7.61;;0;0.0;0.0;Josselin CHOUZY;11310;15.73;59.55;;0;0.0;0.0;Claudine CHARTIER;399;0.55;2.1;;0;0.0;0.0;Monique MORAND;2806;3.9;14.77
54_1;79265;30712;38.75;Nordine JOUIRA;4162;5.25;13.55;Marie-Christine BASTIEN;586;0.74;1.91;;0;0.0;0.0;Chaynesse KHIROUNI;5704;7.2;18.57;Carole GRANDJEAN;13593;17.15;44.26;;0;0.0;0.0;Mostafa FOURAR;3065;3.87;9.98;;0;0.0;0.0;Barbara HOFFMANN;3602;4.54;11.73
54_2;68590;33407;48.71;Nassima FAÏQ;3508;5.11;10.5;Bora YILMAZ;624;0.91;1.87;Lionel CHAMBROT;416;0.61;1.25;Hervé FERON;4881;7.12;14.61;Laurent GARCIA;14871;21.68;44.51;;0;0.0;0.0;Valérie DEBORD;5839;8.51;17.48;;0;0.0;0.0;Grégoire EURY;3268;4.76;9.78
54_3;82832;28158;33.99;Patrice ZOLFO;4997;6.03;17.75;Jean-Marc LEON;2569;3.1;9.12;;0;0.0;0.0;Christian ECKERT;2990;3.61;10.62;Xavier PALUSZKIEWICZ;10123;12.22;35.95;;0;0.0;0.0;Mathieu SERVAGI;2921;3.53;10.37;;0;0.0;0.0;Céline DOLCEMASCOLO;4558;5.5;16.19
54_4;98018;32735;33.4;Vincent GUENAIRE-DOAZAN;5189;5.29;15.85;;0;0.0;0.0;Marie-Neige HOUCHARD;2459;2.51;7.51;;0;0.0;0.0;Philippe BUZZI;14650;14.95;44.75;;0;0.0;0.0;Michel NOISETTE;913;0.93;2.79;;0;0.0;0.0;Dominique BILDE;9524;9.72;29.09
54_5;78690;34009;43.22;Rodolphe BAUER;3131;3.98;9.21;Lauranne WITT;409;0.52;1.2;Patrick BARANGER;797;1.01;2.34;Dominique POTIER;11150;14.17;32.79;Marion BUCHET;10558;13.42;31.04;;0;0.0;0.0;Gilbert CANTERI;739;0.94;2.17;;0;0.0;0.0;Billy WINKENS;7225;9.18;21.24
54_6;87696;19154;21.84;Caroline FIAT;5821;6.64;30.39;Eric MONNINI;1497;1.71;7.82;;0;0.0;0.0;Julien VAILLANT;3867;4.41;20.19;;0;0.0;0.0;;0;0.0;0.0;Dorian MANZOLI;694;0.79;3.62;;0;0.0;0.0;Cédric MARSOLLE;7275;8.3;37.98
55_1;77360;24005;31.03;Guy JEANNESSON;3597;4.65;14.98;;0;0.0;0.0;;0;0.0;0.0;Arnaud MAC FARLANE;1616;2.09;6.73;Diana ANDRÉ;10333;13.36;43.05;;0;0.0;0.0;Sylvie FRASEZ;860;1.11;3.58;;0;0.0;0.0;Corinne KAUFMANN;7599;9.82;31.66
55_2;60269;23126;38.37;Michaël CLÉMENT;2000;3.32;8.65;François-Xavier FRANCESCHINI;842;1.4;3.64;Yves DHYVERT;810;1.34;3.5;Jean-Louis DUMONT;2848;4.73;12.32;Emilie CARIOU;7777;12.9;33.63;;0;0.0;0.0;Pierre REGENT;3500;5.81;15.13;;0;0.0;0.0;Eric VILAIN;5349;8.88;23.13
56_1;105402;40865;38.77;Céline MENESES;5237;4.97;12.82;Anita KERVADEC;776;0.74;1.9;Pascal BAUDONT;2863;2.72;7.01;;0;0.0;0.0;Hervé PELLOIS;25916;24.59;63.42;;0;0.0;0.0;Odile MONNET;1968;1.87;4.82;;0;0.0;0.0;Bertrand IRAGNE;4105;3.89;10.05
56_2;104343;34440;33.01;David JAN;5767;5.53;16.75;Gwenhaëlle LE DÉLÉTER;1180;1.13;3.43;Didier COUPEAU;3072;2.94;8.92;Stéphanie LE SQUER;4455;4.27;12.94;;0;0.0;0.0;;0;0.0;0.0;Philippe LE RAY;14821;14.2;43.03;;0;0.0;0.0;Eric FORDOS;5145;4.93;14.94
56_3;90733;35167;38.76;Marie Madeleine DORÉ-LUCAS;5723;6.31;16.27;;0;0.0;0.0;Patrick NAIZAIN;1653;1.82;4.7;Marie Christine LE MOUËL;1840;2.03;5.23;Nicole LE PEIH;19966;22.01;56.77;;0;0.0;0.0;Jérôme BOUCHÉ;677;0.75;1.93;;0;0.0;0.0;Sylvie BAUD;5308;5.85;15.09
56_4;105130;50698;48.22;Cécile BUCHET;6791;6.46;13.4;;0;0.0;0.0;;0;0.0;0.0;;0;0.0;0.0;Paul MOLAC;30166;28.69;59.5;;0;0.0;0.0;Marie-Hélène HERRY;8074;7.68;15.93;;0;0.0;0.0;Agnès RICHARD;5667;5.39;11.18
56_5;80730;33176;41.1;Alexandre SCHEUER;4956;6.14;14.94;Delphine ALEXANDRE;1460;1.81;4.4;Damien GIRARD;2601;3.22;7.84;;0;0.0;0.0;Gwendal ROUILLARD;17367;21.51;52.35;;0;0.0;0.0;Teaki DUPONT;3150;3.9;9.49;;0;0.0;0.0;Christian MOUTON;3642;4.51;10.98
56_6;90674;33593;37.05;David GUILLEMET;4981;5.49;14.83;;0;0.0;0.0;;0;0.0;0.0;;0;0.0;0.0;Jean-Michel JACQUES;17450;19.24;51.95;;0;0.0;0.0;Gwenn LE NAY;6829;7.53;20.33;;0;0.0;0.0;Yvan CHICHERY;4333;4.78;12.9
57_1;91406;31098;34.02;Narjès CHOUIKHA;3901;4.27;12.54;Thomas CALLIGARO;589;0.64;1.89;Corinne MORGEN;492;0.54;1.58;Aurélie FILIPPETTI;4417;4.83;14.2;Belkhir BELHADDAD;10493;11.48;33.74;;0;0.0;0.0;Marie-Louise KUNTZ;4358;4.77;14.01;;0;0.0;0.0;Laurence BURG;6848;7.49;22.02
57_2;76507;25757;33.67;Claudine POIRSON;3108;4.06;12.07;Irma VOLLMER;306;0.4;1.19;Marie-Pierre COMTE;871;1.14;3.38;Jean-Michel TOULOUZE;2205;2.88;8.56;Ludovic MENDES;11422;14.93;44.35;;0;0.0;0.0;Nathalie COLIN-OESTERLÉ;2883;3.77;11.19;;0;0.0;0.0;Marie-Claude VOINÇON;4962;6.49;19.26
57_3;75312;30997;41.16;Denis MACIAZEK;3423;4.55;11.04;Marie MARECHAL;436;0.58;1.41;Mathias BOQUET;1315;1.75;4.24;Nathalie DE OLIVEIRA;1912;2.54;6.17;Richard LIOGER;11408;15.15;36.8;;0;0.0;0.0;Marie-Jo ZIMMERMANN;7195;9.55;23.21;;0;0.0;0.0;Françoise GROLET;5308;7.05;17.12
57_4;81516;28828;35.36;Catherine GROSSE;2234;2.74;7.75;Hélène GIRARDOT;379;0.46;1.31;Brigitte ALBERTUS;959;1.18;3.33;Rémy HAMANT;1229;1.51;4.26;Mathilde HUCHOT;10198;12.51;35.38;;0;0.0;0.0;Fabien DI FILIPPO;6976;8.56;24.2;;0;0.0;0.0;Amélie DE LA ROCHÈRE;6853;8.41;23.77
57_5;74010;17392;23.5;Brigitte BLANG;2092;2.83;12.03;Bernadette HILPERT;218;0.29;1.25;Elisabeth PARACHINI;549;0.74;3.16;Angèle DUFFLO;823;1.11;4.73;Nicole GRIES-TRISSE;7775;10.51;44.7;;0;0.0;0.0;Solenne SCHAFF;457;0.62;2.63;;0;0.0;0.0;Pascal JENFT;5478;7.4;31.5
57_6;70169;19614;27.95;Jonathan OUTOMURO;2132;3.04;10.87;Nicolas WALCZAK;183;0.26;0.93;Chantal MARY;342;0.49;1.74;Jean-Christophe KINNEL;928;1.32;4.73;Christophe AREND;5679;8.09;28.95;;0;0.0;0.0;Pierre LANG;4212;6.0;21.47;;0;0.0;0.0;Florian PHILIPPOT;6138;8.75;31.29
57_7;90402;34510;38.17;Kathia DONATÉ;3443;3.81;9.98;;0;0.0;0.0;Martine JUNG;842;0.93;2.44;Paola ZANETTI;4499;4.98;13.04;Hélène ZANNIER;10290;11.38;29.82;;0;0.0;0.0;André WOJCIECHOWSKI;6520;7.21;18.89;;0;0.0;0.0;Kévin PFEFFER;8916;9.86;25.84
57_8;92473;28712;31.05;Lionel BURRIELLO;5038;5.45;17.55;Patrick PERON;1936;2.09;6.74;Pascal DIDIER;897;0.97;3.12;Peggy MAZZERO-BECKER;3140;3.4;10.94;Brahim HAMMOUCHE;9729;10.52;33.88;;0;0.0;0.0;Bernadette MECKES;455;0.49;1.58;;0;0.0;0.0;Hervé HOFF;7517;8.13;26.18
57_9;99476;30548;30.71;Jean-Luc PIERRÉ;4157;4.18;13.61;Anne RICHARD;416;0.42;1.36;Guy HARAU;1243;1.25;4.07;Brigitte VAÏSSE;2885;2.9;9.44;Isabelle RAUCH;15458;15.54;50.6;;0;0.0;0.0;Carole LELIEVRE-CHRISTIANY;699;0.7;2.29;;0;0.0;0.0;Emilie MATZ;5690;5.72;18.63
58_1;76928;29240;38.01;Marie-Claude TAUREL;3950;5.13;13.51;François DIOT;1569;2.04;5.37;;0;0.0;0.0;Gaëtan GORCE;4642;6.03;15.88;Perrine GOULET;12431;16.16;42.51;;0;0.0;0.0;Jean-Louis AUBERGET;969;1.26;3.31;;0;0.0;0.0;Pauline VIGNERON;5679;7.38;19.42
58_2;82497;36198;43.88;Marie-Anne GUILLEMAIN;4342;5.26;12.0;Monique CHOQUEL;1523;1.85;4.21;Gilbert CHAMPAGNE;787;0.95;2.17;Christian PAUL;7812;9.47;21.58;Patrice PERROT;14441;17.5;39.89;;0;0.0;0.0;Patrick VANHERSECKE;808;0.98;2.23;;0;0.0;0.0;Harold BLANOT;6485;7.86;17.92
59_1;61682;25205;40.86;Adrien QUATENNENS;5236;8.49;20.77;Hugo VANDAMME;631;1.02;2.5;Anne MIKOLAJCZAK;1383;2.24;5.49;François LAMY;2470;4.0;9.8;Christophe ITIER;8810;14.28;34.95;;0;0.0;0.0;Nicolas LEBAS;3728;6.04;14.79;;0;0.0;0.0;Eric DILLIES;2947;4.78;11.69
59_2;86550;36763;42.48;Ugo BERNALICIS;7598;8.78;20.67;Romain LECLERCQ;711;0.82;1.93;Hélène HARDY;1920;2.22;5.22;Audrey LINKENHELD;7314;8.45;19.9;Houmria BERRADA;8935;10.32;24.3;;0;0.0;0.0;Florence BARISEAU;4731;5.47;12.87;;0;0.0;0.0;Véronique DESCAMPS;5554;6.42;15.11
59_3;94050;35371;37.61;Aurélien MOTTE;4144;4.41;11.72;Patrick VILTART;1151;1.22;3.25;Franck LESUEUR-BONTE;503;0.53;1.42;Rémi PAUVROS;5498;5.85;15.54;Christophe DI POMPEO;9377;9.97;26.51;;0;0.0;0.0;Alain POYART;4658;4.95;13.17;;0;0.0;0.0;Sylvie GODDYN;10040;10.68;28.38
59_4;99215;34947;35.22;Jean-Pierre HOUBRON;5921;5.97;16.94;Pierre-Yves PIRA;681;0.69;1.95;Stéphane BALY;3114;3.14;8.91;Philippe HARQUET;601;0.61;1.72;Brigitte LISO;18781;18.93;53.74;;0;0.0;0.0;Christine TAVERNIER;525;0.53;1.5;;0;0.0;0.0;Julien FRANQUET;5324;5.37;15.23
59_5;99888;47471;47.52;Lucile CAPLIER;6507;6.51;13.71;Françoise DUMEZ;1530;1.53;3.22;Yannick BROHARD;1421;1.42;2.99;Aude LEDUC;2151;2.15;4.53;Guillaume DEKONINCK;14906;14.92;31.4;;0;0.0;0.0;Sébastien HUYGHE;11757;11.77;24.77;;0;0.0;0.0;Victor CATTEAU;9199;9.21;19.38
59_6;89060;43015;48.3;Amandine FOUILLARD;4638;5.21;10.78;Nadine SAVARY-CANTELOUP;1001;1.12;2.33;Maryse FABER-ROSSI;1540;1.73;3.58;;0;0.0;0.0;Charlotte LECOCQ;17932;20.13;41.69;;0;0.0;0.0;Thierry LAZARO;10905;12.24;25.35;;0;0.0;0.0;Eric CATTELIN-DENU;6999;7.86;16.27
59_7;72350;31346;43.33;Yann MERLEVEDE;4792;6.62;15.29;;0;0.0;0.0;Karima CHOUIA;1078;1.49;3.44;Hélène VIARD;1220;1.69;3.89;Arnaud VERSPIEREN;11226;15.52;35.81;;0;0.0;0.0;Francis VERCAMER;8269;11.43;26.38;;0;0.0;0.0;Françoise COOLZAET;4761;6.58;15.19
59_8;67704;18313;27.05;Paul ZILMIA;4334;6.4;23.67;;0;0.0;0.0;;0;0.0;0.0;Mehdi MASSROUR;1074;1.59;5.86;Catherine OSSON;6369;9.41;34.78;;0;0.0;0.0;Léonard DELCOURT;1691;2.5;9.23;;0;0.0;0.0;Astrid LEPLAT;4845;7.16;26.46
59_9;91893;28433;30.94;Céleste VAN ISTERDAEL;4963;5.4;17.46;Martine ROUSSEL-VANHÉE;646;0.7;2.27;Sandrine ROUSSEAU;2058;2.24;7.24;;0;0.0;0.0;Valérie PETIT;16999;18.5;59.79;;0;0.0;0.0;Jean-Luc LANDRU;427;0.46;1.5;;0;0.0;0.0;Valérie TALPAERT;3340;3.63;11.75
59_10;81911;21531;26.29;Adélie CORMONT;3886;4.74;18.05;Jocelyne LEFEBVRE;487;0.59;2.26;Olivier DESCAMPS;1064;1.3;4.94;Yasmina CHIGRI;1581;1.93;7.34;Sophie TAÏEB;8335;10.18;38.71;;0;0.0;0.0;Frédéric DEBRUYNE;444;0.54;2.06;;0;0.0;0.0;Virginie ROSEZ;5734;7.0;26.63
59_11;92042;39263;42.66;Sébastien POLVECHE;5520;6.0;14.06;Arnaud MARIÉ;1762;1.91;4.49;Lise DALEUX;1743;1.89;4.44;Roger VICOT;4460;4.85;11.36;Laurent PIETRASZEWSKI;13110;14.24;33.39;;0;0.0;0.0;Karine CHARBONNIER;5908;6.42;15.05;;0;0.0;0.0;Nathalie ACS;6760;7.34;17.22
59_12;93593;32995;35.25;Laurent COURTOIS;5230;5.59;15.85;Jean DURIEUX;2216;2.37;6.72;Elisabeth SAINT-GUILY;1119;1.2;3.39;;0;0.0;0.0;Anne Laure CATTELOT;9710;10.37;29.43;;0;0.0;0.0;Marjorie GOSSELET;4799;5.13;14.54;;0;0.0;0.0;Gérard PHILIPPE;9921;10.6;30.07
59_13;89193;27474;30.8;Elio BERTE-LANGEREAU;5434;6.09;19.78;Delphine CASTELLI;680;0.76;2.48;Virginie HENOCQ;1600;1.79;5.82;;0;0.0;0.0;Sarah ROBIN;8283;9.29;30.15;;0;0.0;0.0;Mickaëlle LEFÈVRE;1584;1.78;5.77;;0;0.0;0.0;Philippe EYMERY;9893;11.09;36.01
59_14;98767;36831;37.29;Delphine DECOSTER;5853;5.93;15.89;Nathalie BENALLA;471;0.48;1.28;Myriam SANTHUNE;1584;1.6;4.3;Christian DEVOS;2634;2.67;7.15;Julien LEMAITTE;12407;12.56;33.69;;0;0.0;0.0;Paul CHRISTOPHE;13004;13.17;35.31;;0;0.0;0.0;Jean-Paul TISSERAND;878;0.89;2.38
59_15;95832;42373;44.22;Hervé WALRAEVE;6018;6.28;14.2;;0;0.0;0.0;Guillaume FACHE;1219;1.27;2.88;Michel LABITTE;3326;3.47;7.85;Jennifer DE TEMMERMAN;13764;14.36;32.48;;0;0.0;0.0;Jean-Pierre BATAILLE;7951;8.3;18.76;;0;0.0;0.0;Pascal PRINCE;10095;10.53;23.82
59_16;82976;34499;41.58;;0;0.0;0.0;Alain BRUNEEL;7343;8.85;21.28;Philippe BERNARD;1050;1.27;3.04;Frédéric DELANNOY;5584;6.73;16.19;Chantal RYBAK;7266;8.76;21.06;;0;0.0;0.0;Nacéra SOLTANI;2812;3.39;8.15;;0;0.0;0.0;Hortense DE MEREUIL;10444;12.59;30.27
59_17;73591;28702;39.0;François GUIFFARD;3961;5.38;13.8;Charles BEAUCHAMP;3955;5.37;13.78;Lucile WACHEUX;628;0.85;2.19;Agnès DUPUIS;1174;1.6;4.09;Dimitri HOUBRON;7583;10.3;26.42;;0;0.0;0.0;Frédéric NIHOUS;3408;4.63;11.87;;0;0.0;0.0;Thibaut FRANCOIS;7993;10.86;27.85
59_18;91651;26604;29.03;Thérèse-Marie CARDON;5071;5.53;19.06;;0;0.0;0.0;;0;0.0;0.0;;0;0.0;0.0;Claire POMMEYROL-BURLET;10684;11.66;40.16;;0;0.0;0.0;Rosella MILOT;615;0.67;2.31;;0;0.0;0.0;Mélanie DISDIER;10234;11.17;38.47
59_19;79065;33826;42.78;Julien POIX;4573;5.78;13.52;Pascal JEAN;3480;4.4;10.29;;0;0.0;0.0;Anne-Lise DUFOUR-TONINI;5019;6.35;14.84;Sabine HEBBAR;6443;8.15;19.05;;0;0.0;0.0;Olivier CAPRON;2472;3.13;7.31;;0;0.0;0.0;Sébastien CHENU;11839;14.97;35.0
59_20;81085;27266;33.63;David RICHER;3031;3.74;11.12;Fabien ROUSSEL;7712;9.51;28.28;Frédéric BIGOT;699;0.86;2.56;;0;0.0;0.0;Daniel ZIELINSKI;6588;8.12;24.16;;0;0.0;0.0;David BUSTIN;1839;2.27;6.74;;0;0.0;0.0;Ludovic DE DANNE;7397;9.12;27.13
59_21;82570;27930;33.83;Ophélie TRICOT;4704;5.7;16.84;Patrick KOLEBACKI;1578;1.91;5.65;Pauline POTTIER;1315;1.59;4.71;Christine LAURENT;1840;2.23;6.59;;0;0.0;0.0;;0;0.0;0.0;Béatrice DESCAMPS;11170;13.53;39.99;;0;0.0;0.0;Valérie CAUDRON;7323;8.87;26.22
60_1;83057;22522;27.12;Fabien NAVES;2261;2.72;10.04;Thierry AURY;2025;2.44;8.99;Richard HEIM;581;0.7;2.58;;0;0.0;0.0;Denis FLOUR;9773;11.77;43.39;;0;0.0;0.0;Nathalie HÉNOUX-DESHAYES;542;0.65;2.41;;0;0.0;0.0;Claire MARAIS-BEUIL;7340;8.84;32.59
60_2;88723;39139;44.11;Philippe VIROLLE;2914;3.28;7.45;Marie LE GLOU;1291;1.46;3.3;Jacqueline FONTAINE;2213;2.49;5.65;;0;0.0;0.0;Agnès THILL;12991;14.64;33.19;;0;0.0;0.0;Alexis MANCEL;9046;10.2;23.11;;0;0.0;0.0;Gaëtan DUSSAUSAYE;10684;12.04;27.3
60_3;73830;24393;33.04;Karine MONSÉGU;3029;4.1;12.42;Karim BOUKHACHBA;1257;1.7;5.15;Mounia TANTAN;43;0.06;0.18;Johann LUCAS;1217;1.65;4.99;Pascal BOIS;8658;11.73;35.49;;0;0.0;0.0;Frédérique LEBLANC;3605;4.88;14.78;;0;0.0;0.0;Philippe MURER;6584;8.92;26.99
60_4;92482;42147;45.57;Martin BATTAGLIA;3035;3.28;7.2;Caroline BREBANT;1206;1.3;2.86;Martine BERNARD;1605;1.74;3.81;;0;0.0;0.0;Stéphanie LOZANO;15607;16.88;37.03;;0;0.0;0.0;Eric WOERTH;12407;13.42;29.44;;0;0.0;0.0;Mylène TROSZCZYNSKI;8287;8.96;19.66
60_5;72727;23528;32.35;Laurent GRENIER;2559;3.52;10.88;Hélène MASURE;1053;1.45;4.48;Luc BLANCHARD;1092;1.5;4.64;Bertrand BRASSENS;1585;2.18;6.74;Emmanuelle BOUR;10218;14.05;43.43;;0;0.0;0.0;Augusto FERNANDES;425;0.58;1.81;;0;0.0;0.0;François GACHIGNARD;6596;9.07;28.03
