circo;Couleur;Nom;Round;%_Voix/Ins_2nd_tour;%_Voix/Ins_1er_tour
78_7;EM;Michèle DE VAUCOULEURS;2nd tour;28.28;22.35
78_8;EM;Khadija MOUDNIB;2nd tour;25.22;15.25
78_9;EM;Bruno MILLIENNE;2nd tour;20.3;16.54
78_10;EM;Aurore BERGÉ;2nd tour;41.61;32.9
78_11;EM;Nadia HAÏ;2nd tour;21.83;19.39
78_12;EM;Florence GRANJUS;2nd tour;24.47;21.43
79_1;EM;Guillaume CHICHE;2nd tour;23.65;21.95
79_2;EM;Christine HEINTZ;2nd tour;24.41;16.77
79_3;EM;Jean-Marie FIEVET;2nd tour;24.37;20.3
80_1;EM;Nicolas DUMONT;2nd tour;25.19;15.53
80_2;EM;Barbara POMPILI;2nd tour;28.63;26.22
80_3;EM;Bruno MARIAGE;2nd tour;24.02;12.49
80_4;EM;Jean-Claude LECLABART;2nd tour;20.02;16.09
80_5;FN;Loïc GRIMAUX;2nd tour;16.44;15.97
81_1;LR;Anne-Michèle BIANCHI;2nd tour;15.79;13.54
81_2;EM;Marie-Christine VERDIER-JOUCLAS;2nd tour;22.17;14.86
81_3;EM;Jean TERLIER;2nd tour;31.43;16.6
82_1;EM;Pierre MARDEGAN;2nd tour;26.72;16.61
82_2;LR;Mathieu ALBUGUES;2nd tour;14.57;12.11
83_1;EM;Elisabeth CHANTRIEUX;2nd tour;23.72;11.63
83_2;EM;Cécile MUSCHOTTI;2nd tour;17.51;12.35
83_3;EM;Alexandre ZAPOLSKY;2nd tour;24.89;15.39
83_4;FN;Philippe LOTTIAUX;2nd tour;15.84;14.98
83_5;EM;Philippe MICHEL-KLEISBAUER;2nd tour;15.68;13.49
83_6;LR;Marc LAURIOL;2nd tour;23.99;11.49
83_7;EM;Emilie GUEREL;2nd tour;21.87;12.67
83_8;EM;Fabien MATRAS;2nd tour;18.44;13.59
84_1;EM;Jean-François CESARINI;2nd tour;22.0;13.76
84_2;EM;Sonia STRAPELIAS;2nd tour;20.5;12.03
84_3;FN;Hervé DE LÉPINAU;2nd tour;19.1;18.07
84_4;LR;Jean-François PERILHOU;2nd tour;24.14;11.04
84_5;EM;Jean VIARD;2nd tour;16.37;15.03
85_1;EM;Philippe LATOMBE;2nd tour;30.56;21.83
85_2;EM;Patricia GALLERNEAU;2nd tour;22.98;18.24
85_3;EM;Stéphane BUCHOU;2nd tour;26.86;19.68
85_4;EM;Martine LEGUILLE-BALLOY;2nd tour;27.17;21.92
85_5;EM;Pierre HENRIET;2nd tour;23.29;18.93
86_1;EM;Jacques SAVATIER;2nd tour;22.18;18.73
86_2;EM;Sacha HOULIÉ;2nd tour;23.34;20.55
86_3;EM;Jean-Michel CLÉMENT;2nd tour;35.55;26.29
86_4;EM;Nicolas TURQUOIS;2nd tour;21.35;16.19
87_1;EM;Sophie BEAUDOUIN-HUBIERE;2nd tour;20.57;17.42
87_2;EM;Jean-Baptiste DJEBBARI-BONNET;2nd tour;24.11;21.33
87_3;EM;Marie-Ange MAGNE;2nd tour;23.16;17.71
88_1;EM;Alisson HAMELIN;2nd tour;21.99;11.1
88_2;EM;Christine URBES;2nd tour;15.54;9.42
88_3;EM;Claude THIRARD;2nd tour;19.01;11.23
88_4;EM;Raynald MAGNIEN-COEURDACIER;2nd tour;22.82;10.94
89_1;EM;Paulo DA SILVA MOREIRA;2nd tour;26.82;21.04
89_2;EM;Jean-Yves CAULLET;2nd tour;28.55;23.43
89_3;EM;Michèle CROUZET;2nd tour;19.04;12.15
90_1;EM;Christophe GRUDLER;2nd tour;22.23;10.94
90_2;EM;Bruno KERN;2nd tour;18.38;10.87
91_1;LFI;Farida AMRANI;2nd tour;12.63;10.02
91_2;EM;Daphné RACT-MADOUX;2nd tour;20.21;18.56
91_3;EM;Laëtitia ROMEIRO DIAS;2nd tour;29.22;19.1
91_4;EM;Marie-Pierre RIXAIN;2nd tour;29.05;21.41
91_5;EM;Cédric VILLANI;2nd tour;30.42;25.25
91_6;EM;Amélie DE MONTCHALIN;2nd tour;24.58;21.92
91_7;EM;Muriel KERNREUTER;2nd tour;23.46;20.02
91_8;EM;Antoine PAVAMANI;2nd tour;21.34;18.78
91_9;EM;Marie GUÉVENOUX;2nd tour;23.09;19.08
91_10;EM;Pierre-Alain RAPHAN;2nd tour;20.66;17.62
92_1;EM;Isia KHALFI;2nd tour;21.84;16.48
92_2;EM;Adrien TAQUET;2nd tour;28.96;25.52
92_3;EM;Christine HENNION;2nd tour;26.53;24.86
92_4;EM;Isabelle FLORENNES;2nd tour;25.43;22.02
92_5;EM;Céline CALVEZ;2nd tour;29.13;24.55
92_6;EM;Laurent ZAMECZKOWSKI;2nd tour;26.87;23.62
92_7;EM;Jacques MARILOSSIAN;2nd tour;26.14;25.8
92_8;EM;Jacques MAIRE;2nd tour;30.62;27.79
92_9;LR;Thierry SOLÈRE;2nd tour;30.56;30.44
92_10;EM;Gabriel ATTAL;2nd tour;29.98;27.0
92_11;EM;Laurianne ROSSI;2nd tour;26.61;23.27
92_12;EM;Jean-Louis BOURLANGES;2nd tour;26.62;22.52
92_13;EM;Frédérique DUMAS;2nd tour;32.06;26.46
93_1;EM;Sébastien MÉNARD;2nd tour;19.13;14.74
93_2;LFI;Stéphane PEU;2nd tour;19.97;14.89
93_3;EM;Patrice ANATO;2nd tour;24.65;20.63
93_4;EM;Prisca THEVENOT;2nd tour;19.48;12.96
93_5;LFI;Ugo PORTIER;2nd tour;16.86;11.33
93_6;LFI;Bastien LACHAUD;2nd tour;19.36;12.73
93_7;LFI;Alexis CORBIÈRE;2nd tour;21.56;13.67
93_8;EM;Sylvie CHARRIÈRE;2nd tour;20.85;16.77
93_9;EM;Jeanne DROMARD;2nd tour;18.64;15.76
93_10;EM;Billel OUADAH;2nd tour;17.06;14.34
93_11;EM;Elsa WANLIN;2nd tour;17.87;13.93
93_12;EM;Stéphane TESTE;2nd tour;17.55;15.14
94_1;EM;Frédéric DESCROZAILLE;2nd tour;27.36;23.24
94_2;EM;Jean François MBAYE;2nd tour;23.64;18.0
94_3;EM;Laurent SAINT-MARTIN;2nd tour;20.72;17.75
94_4;EM;Maud PETIT;2nd tour;27.11;18.07
94_5;EM;Nadine RET;2nd tour;23.49;20.88
94_6;EM;Guillaume GOUFFIER-CHA;2nd tour;33.37;29.51
94_7;EM;Jean-Jacques BRIDEY;2nd tour;30.2;27.8
94_8;EM;Jennifer DOUIEB-NAHON;2nd tour;26.28;23.31
94_9;EM;Gaëlle MARSEAU;2nd tour;18.52;15.32
94_10;EM;Sheerazed BOULKROUN;2nd tour;21.37;21.04
94_11;EM;Albane GAILLOT;2nd tour;25.07;19.31
95_1;EM;Isabelle MULLER-QUOY;2nd tour;28.54;15.97
95_2;EM;Guillaume VUILLETET;2nd tour;20.98;17.52
95_3;EM;Cecile RILHAC;2nd tour;24.48;18.07
95_4;EM;Naïma MOUTCHOU;2nd tour;27.75;18.52
95_5;EM;Fiona LAZAAR;2nd tour;20.9;15.1
95_6;EM;Nathalie ELIMAS;2nd tour;22.3;18.13
95_7;EM;Dominique DA SILVA;2nd tour;21.3;17.52
95_8;PS;François PUPPONI;2nd tour;12.8;12.8
95_9;EM;Zivka PARK;2nd tour;16.2;13.89
95_10;EM;Aurelien TACHE;2nd tour;23.86;17.87
971_1;EM;Olivier SERVA;2nd tour;8.72;7.03
971_2;EM;Diana PERRAN;2nd tour;7.67;7.63
971_3;PS;Adrien BARON;2nd tour;4.85;4.85
971_4;PS;Hélène VAINQUEUR-CHRISTOPHE;2nd tour;5.62;4.13
972_1;EM;Chantal MAIGNAN;2nd tour;6.66;5.72
972_2;LR;Yan MONPLAISIR;2nd tour;3.69;3.33
972_3;EM;Max ORVILLE;2nd tour;7.09;6.92
972_4;LR;Sylvia SAITHSOOTHANE;2nd tour;2.71;2.38
973_1;EM;Joëlle PREVOT-MADERE;2nd tour;5.5;5.5
973_2;EM;Lénaïck ADAM;2nd tour;4.65;3.94
974_1;EM;Karine NABENESA;2nd tour;13.02;10.14
974_2;EM;Stéphane RANDRIANARIVELO;2nd tour;10.39;9.09
974_3;EM;Carine GARCIA;2nd tour;13.21;7.0
974_4;EM;Anaïs PATEL;2nd tour;12.58;10.44
974_5;EM;Léopoldine SETTAMA-VIDON;2nd tour;10.89;7.28
974_6;EM;Monique ORPHE;2nd tour;15.28;10.68
974_7;EM;Thierry ROBERT;2nd tour;14.6;12.01


Composition Assemblée
LFI;13
PCF;0
EELV;0
PS;20
EM;474
UDI;0
LR;27
DLF;0
FN;18
total;552
