numéro département;code circonscription;nom;nuance_politique;modele2rounded;voix_reel_t1_2017
35;3;Gaëlle ROUGIER;EELV;1693;2823
35;3;Yannick NADESAN;PCF;1350;1604
35;3;François ANDRÉ;PS;18017;21125
35;3;Mélina PARMENTIER;LR;12279;6832
35;4;Nelly ROSAIS;LR;1317;700
35;4;Christian LECHEVALIER;FN;7834;5049
35;4;Gaël LE BOHEC;EM;17358;19421
35;4;Franck PICHOT;PS;5711;5646
35;4;Marc MARTIN;LFI;8025;6314
35;4;Sarah TRICHET-ALLAIRE;EELV;2877;1869
35;4;Jean-Marc CARREAU;LR;8273;4847
35;5;Jean-Pierre CHARRIER;LR;1702;624
35;5;Isabelle LE CALLENNEC;LR;13149;16667
35;5;Laurence PRIN;FN;6525;3637
35;5;Bernard MARTIN;EELV;3311;2008
35;5;Mickaël HUGONNET;LFI;6876;5676
35;5;Stéphane LENFANT;PS;6126;3063
35;5;Christine CLOAREC;EM;19972;22797
35;6;Nolwenn VAHÉ;EM;18475;15305
35;6;Sylvie GALODE;EELV;2310;587
35;6;Hélène MOCQUARD;LFI;6607;4701
35;6;Benoit MONTABONE;PCF;1689;3525
35;6;Gilles PENNELLE;FN;8129;5303
35;6;Thierry BENOIT;LR;1464;16048
35;7;Gilles LURTON;LR;13682;18641
35;7;Nicolas CHEVALLIER;LFI;9274;3672
35;7;Philippe MIAILHES;FN;6698;4286
35;7;Valérie FRIBOLLE;EM;21718;19605
35;8;Matthieu THEURIER;EELV;1879;3364
35;8;Françoise GUILLERME;FN;2651;1770
35;8;Sébastien PIROU;LR;535;385
35;8;Florian BACHELIER;EM;18788;18989
35;8;Amélie DHALLUIN;LR;6475;5258
35;8;Emmanuel COUET;PS;7094;6150
35;8;Claire PAYEN;PCF;1602;627
35;8;Enora LE PAPE;LFI;6625;6561
36;1;Corinne KELLER;LFI;5290;4277
36;1;Alix PENLOUP-ARBONA;LR;973;407
36;1;Jean-Paul CHANTEGUET;PS;12621;5234
36;1;Muriel BEFFARA;EELV;668;995
36;1;Mylène WUNSCH;FN;7481;5499
36;1;Michel FRADET;PCF;950;734
36;1;Paulette PICARD;LR;9214;4496
36;2;Isabelle BRUNEAU;PS;4920;5942
36;2;Dominique LANYI;FN;9539;7035
36;2;Michel SALLANDRE;PCF;1050;754
36;2;Raphaël TILLIE;EELV;767;1218
36;2;Nicolas FORISSIER;LR;9204;11432
36;2;Sophie GUERIN;EM;11974;13405
36;2;Lionel THURA;LFI;6444;5140
37;1;Emmanuel LAKIERE;LR;612;476
37;1;Jean-Patrick GILLE;PS;4742;5069
37;1;Léonard LEMA;PCF;1012;486
37;1;Céline BALLESTEROS;LR;8327;4387
37;1;Laurence LECARDONNEL;FN;3296;1762
37;1;Claude BOURDIN;LFI;6161;4795
37;1;Christophe DUPIN;EELV;891;1675
37;1;Philippe CHALUMEAU;EM;14132;12149
37;2;Fabien COSTE;PCF;1103;785
37;2;Stanislas DE LA RUFFIE;FN;8390;4187
37;2;Frédéric NOBILEAU;LFI;6567;5726
37;2;Daniel LABARONNE;EM;21447;17087
37;2;Virginie BERGERARD;LR;1387;1248
37;2;Claude GREFF;LR;11444;9663
37;2;Isabelle GAUDRON;PS;5024;2621
37;3;Eva KUKULSKI;FN;8584;3680
37;3;Sylvie ADOLPHE;LFI;6430;6621
37;3;François-Xavier DECROP;LR;1546;1933
37;3;Ronan LEBERT;PCF;1215;1595
37;3;Sophie AUCONIE;LR;9732;9675
37;3;Marisol TOURAINE;PS;17744;13792
37;4;Véronique VALIN;LR;1203;1147
37;4;Sophie HERVÉ;PCF;1184;645
37;4;Véronique PÉAN;FN;7472;4260
37;4;Michel GENDRON;EELV;880;1616
37;4;Fabienne COLBOC;EM;13924;15618
37;4;Nadia VEZIN;LFI;6149;5209
37;4;Laurent BAUMEL;PS;5349;7404
37;4;Hervé NOVELLI;LR;8711;8100
37;5;Erwan DELIZ;EELV;1466;1699
37;5;Françoise ROUX;PCF;1362;493
37;5;Sabine THILLAYE;EM;14776;16281
37;5;Daniel FRACZAK;FN;7874;3976
37;5;Fabrice BOIGARD;LR;8337;7935
37;5;Constance ASCAR;LFI;5793;5370
37;5;Jean DE FOUQUIÈRES;LR;1245;1297
38;1;Olivier VERAN;EM;20928;21572
38;1;Nicolas KADA;EELV;2886;4132
38;1;Nathalie VEYRET;PCF;1716;664
38;1;Marie DE KERVÉRÉGUIN;FN;3882;2868
38;1;Jean-Damien MERMILLOD-BLONDIN;LR;1287;8067
38;1;Elsa RÉGIS;LFI;5932;4795
38;2;Alexis JOLLY;FN;5956;4426
38;2;Pierre VERRI;PS;4334;2362
38;2;Jean-Charles COLAS-ROY;EM;13289;13927
38;2;Bruno LAFEUILLE;LR;864;602
38;2;Magalie VICENTE;LR;5233;3031
38;2;Taha BOUHAFS;LFI;5708;3911
38;2;David QUEIROS;PCF;1162;3675
38;3;Elodie LEGER;LR;3066;2389
38;3;Emilie CHALAS;EM;9869;9940
38;3;Raphaël BRIOT;LFI;6438;4040
38;3;Michel DESTOT;PS;3783;2755
38;3;Béatrix BOLVIN;FN;3768;2633
38;3;Alain BONNET;LR;640;422
38;3;Soukaïna LARABI;EELV;754;3091
38;3;Jean-Paul TROVERO;PCF;933;953
38;4;Myriam MARTIN;PCF;1162;909
38;4;Sandrine MARTIN-GRAND;LR;7696;6187
38;4;Laurent VIALLARD;LFI;7568;4887
38;4;Henry TIDY;EELV;1421;2055
38;4;Sandrine PIMONT;FN;8168;5349
38;4;Sara SEYS;LR;1059;647
38;4;Marie-Noëlle BATTISTEL;PS;4839;8552
38;4;Fabrice HUGELÉ;EM;17103;14754
38;5;Sylvie GUINAND;PCF;1380;1056
38;5;Eliane GIRAUD;PS;5849;3807
38;5;Ludovic BLANCO;LR;1176;787
38;5;Philippe LANGENIEUX-VILLARD;LR;8860;7023
38;5;Patrice BRUN;LFI;8618;6833
38;5;Muriel BURGAZ;FN;8843;6078
38;5;Catherine KAMOWSKI;EM;17779;20917
38;6;Alexandre BOLLEAU;PS;3340;2401
38;6;Cécile VIALLON;EELV;773;767
38;6;Gérard DÉZEMPTE;FN;11016;10260
38;6;Alain MOYNE-BRESSAND;LR;9082;6966
38;6;Cendra MOTIN;EM;11721;12499
38;6;Michael AYDIN;LFI;5347;3837
38;6;Frédérique PENAVAIRE;PCF;811;612
38;7;Nadine NICOLAS;LR;1672;1158
38;7;Nadine REUX;EELV;2444;1847
38;7;Monique LIMON;EM;14080;15050
38;7;Yannick NEUDER;LR;7521;9958
38;7;Valérie BONO;LFI;7517;5760
38;7;Pierre DELACROIX;FN;11939;8050
38;8;Thibaut MONNIER;FN;8604;6966
38;8;Caroline ABADIE;EM;12330;11757
38;8;Michèle DURIEUX;EELV;1495;513
38;8;Erwann BINET;PS;3770;5257
38;8;Myriam THIEULENT;LFI;5703;3899
38;8;Maryline SILVESTRE;LR;6233;6379
38;9;Elodie JACQUIER-LAFORGE;EM;17913;18427
38;9;Marie-Pierre MICOUD;LFI;8974;6253
38;9;Bruno DESIES;FN;8933;6048
38;9;Mickaël JULIAN;LR;1458;937
38;9;Bruno GATTAZ;LR;7848;8034
38;9;Patrick CHOLAT;EELV;3786;6490
38;10;Marjolaine MEYNIER-MILLEFERT;EM;13688;14324
38;10;Alain BREUIL;FN;11320;7778
38;10;Vincent CHRIQUI;LR;7849;6415
38;10;Thierry MONCHATRE-JACQUOT;LFI;7146;4731
38;10;Joëlle HUILLIER;PS;4147;3923
38;10;Mehdi SAHRAOUI;PCF;1071;794
38;10;Nicolas MONIN-VEYRET;LR;1599;1084
39;1;Marc-Henri DUVERNET;PS;2827;3596
39;1;Gabriel AMARD;LFI;5762;4906
39;1;Gérard DOBELLI;EELV;1226;526
39;1;Gilles MORICONI;LR;1002;1213
39;1;Jean-Paul ECARD;FN;5819;4274
39;1;Danielle BRULEBOIS;EM;9152;12266
39;1;Cyrille BRERO;LR;5362;6120
39;2;Christophe MASSON;EELV;1546;1545
39;2;Julie LANÇON;LFI;5035;3323
39;2;Anne PROST-GROSJEAN;EM;8425;7482
39;2;Nathalie DESSEIGNE;FN;4872;3209
39;2;Marie-Christine DALLOZ;LR;6461;8014
39;3;Jean-Bernard MARCUZZI;LFI;7254;5280
39;3;Stéphane MONTRELAY;FN;6814;5690
39;3;Laurence BERNIER;PCF;1593;2848
39;3;Jean-Marie SERMIER;LR;7682;12068
39;3;Paul-Henri BARD;EM;12135;9758
39;3;Sylvie VIARD;LR;1028;540
40;1;Céline PIOT;LFI;7069;6448
40;1;Thierry LE BRIS;PCF;1468;953
40;1;Geneviève DARRIEUSSECQ;EM;16499;23213
40;1;Christophe BARDIN;FN;8079;6150
40;1;Renaud LAGRAVE;PS;5693;7208
40;1;Fanette BILLARD;EELV;1204;1517
40;1;Marie-Françoise NADAU;LR;7893;6214
40;1;Claude MOLLE;LR;1358;873
40;2;Jean-Marc LESPADE;PCF;1577;3881
40;2;Lionel CAUSSE;EM;22492;25414
40;2;Marie-Ange DELAVENNE;EELV;1293;2078
40;2;Sylviane PACOT;LR;9163;6433
40;2;Jean-Pierre POURRUT;LR;1131;1159
40;2;Caroline DACHARRY;LFI;8631;6960
40;2;Francis GARCIA;FN;8002;5742
40;2;Christine BASLY-LAPEGUE;PS;6069;6163
40;3;Michèle BERTHOU;PCF;1449;1718
40;3;Boris VALLAUD;PS;5077;13636
40;3;Philippe DUBOURG;LFI;8043;6225
40;3;Nicole DE LETTER;LR;1029;915
40;3;Océane RAVIX;FN;7741;5518
40;3;Jean-Pierre STEINER;EM;17903;18383
40;3;Richard BIDEGARAY;EELV;1301;1119
40;3;Marie Claire DUPRAT;LR;841;3662
41;1;Kenza BELLIARD;LFI;4982;4302
41;1;Camélia KHABÈCHE;PCF;944;692
41;1;Damien HENAULT;LR;10087;5374
41;1;Denys ROBILIARD;PS;5111;5634
41;1;Marc FESNEAU;EM;15572;14076
41;1;Nicolas ORGELET;EELV;972;1148
41;1;Michel CHASSIER;FN;7493;6121
41;2;Marilyne CORBEAU;LR;1306;611
41;2;Yvon CHÉRY;LFI;5344;4125
41;2;Mathilde PARIS;FN;9694;7505
41;2;Marie ROBIN;EELV;620;891
41;2;Jean-Luc BRAULT;EM;12524;12043
41;2;Jean-Claude DELANOUE;PCF;751;713
41;2;Didier GUÉNIN;PS;3099;2072
41;2;Guillaume PELTIER;LR;9435;12170
41;3;Marlène MARTIN;EM;13353;12145
41;3;Patrick CALLU;PCF;1185;1618
41;3;Christian GUELLIER;EELV;1330;2660
41;3;Jean-Yves NARQUIN;FN;9846;6637
41;3;Cécile RIVIERE;LFI;5463;4089
41;3;Maurice LEROY;LR;1394;17175
42;1;Philippe CLAUSE;FN;5116;3827
42;1;Régis JUANICO;PS;5253;5500
42;1;Corinne OUMAKHLOUF;LFI;5038;2857
42;1;Magalie VIALLON;EM;9685;9946
42;1;Gilles ARTIGUES;LR;592;4614
42;1;Lucas WINIARSKI;PCF;926;695
42;2;Pascal ARRIGHI;FN;3441;3119
42;2;Andrée TAURINYA;LFI;5098;3516
42;2;Jean-Michel MIS;EM;11251;8860
42;2;Alexandra RIBEIRO CUSTODIO;LR;3474;3249
42;2;Olivier LONGEON;EELV;1065;2124
42;2;Vanessa PECEL;PCF;1053;907
42;3;Louis CAILLON;LFI;5922;3566
42;3;Patricia SIMONIN-CHAILLOT;EELV;895;1299
42;3;Valéria FAURE-MUNTIAN;EM;11862;12250
42;3;Isabelle SURPLY;FN;9360;6370
42;3;François ROCHEBLOINE;LR;920;8161
42;3;Philippe KIZIRIAN;PS;3615;2657
42;3;Céline VEAU;PCF;974;626
42;4;Pascal THOMAS;EELV;1505;0
42;4;Patrick MIGNON;LR;1664;638
42;4;Christophe FAVERJON;PCF;1824;5108
42;4;Léo CHAVAS;LFI;7428;5206
42;4;Dino CINIERI;LR;9423;11199
42;4;Raphaëlle JEANSON;FN;12270;7835
42;4;David KAUFFER;EM;18346;14880
42;5;Brigitte DUMOULIN;PS;4418;2443
42;5;Sarah BROSSET;FN;11711;7563
42;5;Karine MAURICE;LR;1649;622
42;5;Alain VALENTIN;EELV;873;1632
42;5;Nathalie SARLES;EM;13685;16880
42;5;Clotilde ROBIN;LR;9612;12265
42;5;Jean-Luc VILLEMAGNE;PCF;1190;1140
42;5;Véronique RAKOSE-TRUCHET;LFI;6530;4982
42;6;Sadia Nadia SEGHIR;LFI;8479;4700
42;6;Sophie ROBERT;FN;12385;9105
42;6;Julien BOROWCZYK;EM;20290;19821
42;6;Jean DUVERGER;EELV;2182;3024
42;6;Marie GONCALVES;LR;1845;1010
42;6;Paul SALEN;LR;10728;11973
43;1;Cécile GALLIEN;EM;15742;16423
43;1;Martine DEJEAN;LFI;6737;4721
43;1;Fabien ALBERTINI;FN;10030;4974
43;1;Fabrice FARISON;PS;3336;1453
43;1;Isabelle VALENTIN;LR;7855;21615
43;1;Gabriel CARDAIRE;LR;1970;421
43;2;Jean-Pierre VIGIER;LR;10785;16958
43;2;Marie-Laure BUSSELOT;EELV;945;1323
43;2;Lionel BOUTON;LFI;6357;4759
43;2;Josiane MIALON;PS;3530;1625
43;2;Aurore ARNAUD;FN;6917;3437
43;2;Pierre ETEOCLE;EM;16436;11382
43;2;Michelle CHAUMET;PCF;907;785
44;1;Aymeric SEASSAU;PCF;1863;2980
44;1;Guylène FRIARD;FN;2423;1822
44;1;Sylvie CLABECQ;LFI;5785;4935
44;1;François DE RUGY;EM;28002;18645
44;1;Hippolyte LE ROUTIER;LR;665;449
44;1;Julien BAINVEL;LR;7743;7092
44;2;Jean DE MASCUREAU;LR;566;421
44;2;Alain ROBERT;PS;6530;4410
44;2;Carole MALARD;LFI;7657;7627
44;2;Agnès CHRISSEMENT;FN;2552;1888
44;2;Valérie OPPELT;EM;17563;19160
44;2;Pascale CHIRON;EELV;3293;4905
44;2;Sébastien PILARD;LR;7484;6717
44;3;Martine GOURDON;LFI;6877;7921
44;3;Rozenn HAMEL;LR;6349;4122
44;3;Eléonore REVEL;FN;4756;3088
44;3;Anne-France BRUNET;EM;17108;18301
44;3;Robin SALECROIX;PCF;1828;465
44;3;Karine DANIEL;PS;7160;6510
44;3;Judith LERAY;EELV;1495;3341
44;3;Chantal DURAND;LR;819;639
44;4;Aude AMADOU;EM;16011;18577
44;4;Elodie CALONNE;LR;850;646
44;4;Mireille PERNOT;PCF;1838;539
44;4;Dominique RAIMBOURG;PS;6588;7751
44;4;François NICOLAS;EELV;2184;2307
44;4;Isabelle MERAND;LR;837;4085
44;4;Vincent EGRON;LFI;8687;8238
44;4;Alain AVELLO;FN;4484;2657
44;5;Solange DALIFARD;LR;1365;862
44;5;Arnaud DE RIGNÉ;FN;5989;4052
44;5;Michel MÉNARD;PS;8011;8886
44;5;Franco FEDELE;EELV;2597;2965
44;5;Michel LABOUREUR;PCF;2075;465
44;5;Katell ANDROMAQUE;LFI;8168;8723
44;5;Frederic MAINDRON;LR;1624;8774
44;5;Sarah EL HAÏRY;EM;24486;26346
44;6;Brigitte NEDELEC;FN;8431;5743
44;6;Brigitte MAILLET;LFI;8675;8156
44;6;Yves DANIEL;EM;27663;22921
44;6;Alain HUNAULT;LR;11209;12400
44;6;Gérard POISSON;PS;6573;3308
44;7;Doris NOEL;FN;7202;4932
44;7;Catherine LEGAL;LFI;5865;6631
44;7;Yves COQUARD;EELV;1288;2045
44;7;Anne BOYÉ;PS;5140;2695
44;7;Véronique MAHÉ;PCF;1525;832
44;7;Franck LOUVRIER;LR;14865;11852
44;7;Sandrine JOSSO;EM;19438;24615
44;7;Gaël BOURDEAU;LR;1478;984
44;8;Florence BEUVELET;LR;5546;3394
44;8;Armelle GUÉNOLÉ;LR;938;581
44;8;Gauthier BOUCHET;FN;5867;3816
44;8;Fabrice BAZIN;EELV;1543;1692
44;8;Audrey DUFEU SCHUBERT;EM;14539;16285
44;8;Laurianne DENIAUD;PS;4588;5978
44;8;Yvon RENÉVOT;PCF;1749;1042
44;8;Lionel DEBRAYE;LFI;8630;6768
44;9;Jean-Luc JAVEL;FN;9506;6478
44;9;Christian BOISTEAU;LR;1974;932
44;9;Jean Marie COSSON;LFI;11769;8227
44;9;Françoise GODARD;PCF;2506;461
44;9;Claire HUGUES;LR;9819;9560
44;9;Yannick HAURY;EM;22512;23096
44;9;Corine GUIGNARD;EELV;2386;2379
44;10;Jean-Marc BEAUVAIS;FN;7096;4270
44;10;Sophie ERRANTE;EM;38808;27946
44;10;Marie-Claude ROBIN;PCF;2563;633
44;10;René BREVET;LR;1442;432
44;10;Gaëlle CHAILLOT;LFI;8383;8400
44;10;Jérôme GUIHO;LR;11362;12069
44;10;Christophe AUDREN;LR;1911;788
45;1;Daniel SIMON;LR;970;867
45;1;Charles-Eric LEMAIGNEN;LR;7601;7189
45;1;Stéphanie RIST;EM;13675;17409
45;1;Michel RICOUD;PCF;835;1733
45;1;Colette POLTARATSKY;FN;5498;3827
45;1;Anne-Sophie LEGUIN;LFI;4632;3309
45;1;Olivier JOUIN;PS;3750;3382
45;2;Serge GROUARD;LR;9676;11583
45;2;David VAN HEMELRYCK;LR;1272;357
45;2;Jean-Philippe GRAND;EELV;1388;3424
45;2;Nadine BOISGERAULT;FN;7614;4902
45;2;Olivier HICTER;LFI;6997;4051
45;2;Mathieu GALLOIS;PCF;1465;1554
45;2;Caroline JANVIER;EM;14582;14770
45;3;Jihan CHELLY;EM;10653;12519
45;3;Charles DE GEVIGNEY;FN;8224;6941
45;3;Claude DE GANAY;LR;8532;8364
45;3;Monique BARRET;PCF;965;839
45;3;Kevin MERLOT;LFI;4984;3590
45;4;Massila SALEMKOUR;EELV;519;813
45;4;Jean-Pierre DOOR;LR;7862;8507
45;4;Ludovic MARCHETTI;FN;9479;7434
45;4;Mélusine HARLÉ;EM;9014;10215
45;4;Luc BUCHETON;LR;1270;1075
45;4;Jalila GABORET;PS;2796;1961
45;4;Franck DEMAUMONT;PCF;807;4148
45;5;Marie AGAM;LFI;4151;3311
45;5;Estelle CALZADA;PCF;867;574
45;5;Jeanne BEAULIER;FN;9256;6784
45;5;Marianne DUBOIS;LR;9230;8414
45;5;Frédéric MALMARTEL;LR;1300;766
45;5;Thierry STROMBONI;PS;3021;1697
45;5;David SIMONNET;EM;13167;10640
45;6;Richard RAMOS;EM;16217;12841
45;6;Alexandrine LECLERC;LR;799;6149
45;6;Bernadette BECK;LR;834;693
45;6;Myriam BACHIR;FN;6757;4229
45;6;Valérie CORRE;PS;4015;5794
45;6;Hamid KHOUTOUL;EELV;783;560
45;6;Jérôme SCHMITT;LFI;4995;3585
45;6;Dominique TRIPET;PCF;885;586
46;1;Sébastien MAUREL;EM;15691;11552
46;1;Isabelle DUPRAT;LR;782;447
46;1;Fanny BEGGIATO;PCF;1525;1022
46;1;Aurélien PRADIÉ;LR;5438;9929
46;1;Emmanuel CRENNE;FN;5396;3629
46;1;Isabelle EYMES;LFI;6828;5813
46;2;Antoine LOREDO;LR;706;3630
46;2;Florence ROUCH;EELV;795;1360
46;2;Christian RIBEYROTTE;PCF;1074;892
46;2;Virginie CASTAGNOL;FN;4489;3156
46;2;Pierre DUFOUR;LFI;6183;5758
46;2;Roland HUREAUX;LR;7415;1325
46;2;Huguette TIEGNA;EM;12015;13206
46;2;Vincent LABARTHE;PS;2857;7116
47;1;Catherine LESNÉ;FN;9008;7164
47;1;Céline BOUSSIÉ;LFI;6706;5232
47;1;Benoît AURICES;LR;1101;968
47;1;Maryse COMBRES;EELV;817;1572
47;1;Lucette LOUSTEAU;PS;4629;3632
47;1;Michel LAUZZANA;EM;14145;14846
47;1;Jean DIONIS DU SEJOUR;LR;964;8940
47;1;Danielle BLASCO;PCF;1066;729
47;2;Hélène LAPORTE;FN;8875;8214
47;2;Matthias FEKL;PS;4150;6869
47;2;Alexandre FRESCHI;EM;11369;11473
47;2;Sylvio GUINGAN;LFI;5853;3917
47;2;Emilien ROSO;LR;7073;5584
47;2;Michel CERUTI;PCF;894;1086
47;2;Dalila BENCHELIFF;LR;1050;479
47;3;Nicolas LUCMARIE;PCF;960;669
47;3;Lionel FEUILLAS;EELV;740;1424
47;3;Bernard PIOT;LR;1029;499
47;3;Étienne BOUSQUET-CASSAGNE;FN;8080;7839
47;3;Rémy GARNIER;LFI;5892;4833
47;3;Jean-Louis COSTES;LR;9040;7566
47;3;Guillaume MOLIERAC;PS;3267;2437
47;3;Olivier DAMAISIN;EM;12370;11922
48;1;Emmanuel GERSTNER;FN;4665;2369
48;1;Pierre MOREL A L'HUISSIER;LR;7201;10600
48;1;Francis PALOMBI;EM;8593;7427
48;1;Christian CAUSSE;LFI;4747;3335
48;1;Serge GAYSSOT;PCF;623;2294
49;1;Caroline FEL;LR;7859;6369
49;1;Géraldine ROBERT;LR;781;508
49;1;Luc BELOT;PS;5191;5971
49;1;Marie BARON;FN;4992;3249
49;1;Manon CANTIN;LFI;4074;4939
49;1;Matthieu ORPHELIN;EM;15236;17058
49;1;Romain LAVEAU;EELV;1328;2159
49;1;Valentin BROUILLARD-DUSONG;PCF;1110;409
49;2;Valentin BELHADJALI;FN;5915;2974
49;2;Romain DOLAIS;EELV;1070;2510
49;2;Florence RAYMOND AUGIER;PS;5251;1582
49;2;Stella DUPONT;EM;14276;21473
49;2;Tiphaine PRIER;LFI;4661;5257
49;2;Laurent DAMOUR;LR;1229;1996
49;2;Jean-Baptiste ROULEAU;LR;1057;1025
49;2;Maxence HENRY;LR;8599;5651
49;2;Alain PAGANO;PCF;1274;1048
49;3;Patrice DAVIAU;PCF;1236;840
49;3;Anne BARRAULT;EM;9512;10417
49;3;Georges CHABRIER;LFI;5892;3400
49;3;Patrice LANCIEN;FN;8108;4344
49;3;Jean-Charles TAUGOURDEAU;LR;9260;9448
49;4;Patrick DAVIAUD;LR;1178;836
49;4;Éric TOURON;LR;1055;6937
49;4;Meriem BABA;PS;3403;1895
49;4;France MOREAU;LFI;3605;3451
49;4;Christelle CARDET;EELV;626;1324
49;4;Aymeric MERLAUD;FN;7261;4744
49;4;Marie-Loup LELIAS;PCF;775;340
49;4;Laëtitia SAINT-PAUL;EM;10085;14496
49;5;Martine CORDIER;LR;947;640
49;5;Lucie PINEAU;FN;7787;2753
49;5;Kévin CERTENAIS;LFI;4606;3197
49;5;Jean-Marc VACHER;PS;3961;1568
49;5;Franck LOISEAU;EELV;1102;2101
49;5;Claudie LECUYER;PCF;828;309
49;5;Denis MASSEGLIA;EM;21233;17966
49;6;Maryline FONTENEAU GRELET;LFI;5220;5851
49;6;Serge BARDY;PS;6552;4666
49;6;Bernadette DE LA BOURDONNAYE;FN;6764;4222
49;6;Pauline EMERY;PCF;1128;646
49;6;Thomas CHAMAILLÉ;LR;1700;1111
49;6;André MARTIN;LR;10424;9922
49;6;Nicole DUBRE-CHIRAT;EM;14490;21153
49;7;Silvia CAMARA-TOMBINI;PS;4341;3262
49;7;Olivier DUPUIS;LFI;5457;4736
49;7;Stéphanie CHIVERT;LR;922;700
49;7;Étienne GLÉMOT;LR;9237;8398
49;7;Hervé DUBOSCLARD;EELV;1032;2252
49;7;Philippe BOLO;EM;14573;17126
49;7;Aurore LAHONDÈS;FN;5295;3563
49;7;Stéphanie DUPEYROUX;PCF;1034;466
50;1;Benoîte NOUET;EM;15353;15936
50;1;Corinne VAUTIER;PCF;871;733
50;1;Aurélien MARION;LFI;5105;3753
50;1;Jérôme VIRLOUVET;EELV;1105;1714
50;1;Clémence MAULAT;PS;3545;2421
50;1;Philippe GOSSELIN;LR;13581;13894
50;1;Franck SIMON;FN;7938;5258
50;2;Guenhaël HUET;LR;13004;13929
50;2;Miloud MANSOUR;PCF;1351;1610
50;2;Bertrand SORRE;EM;23230;22954
50;2;Patrick GRIMBERT;LFI;6822;3236
50;2;Sophie NICKLAUS;EELV;1625;1290
50;2;Marie-Françoise KURDZIEL;FN;7557;5038
50;3;Laurent HUET;EELV;2306;2933
50;3;Bernard REBOLLE;LFI;9175;5743
50;3;Carmen MASSON;FN;9141;6928
50;3;Chantal TAMBOUR;PCF;1595;1678
50;3;Stéphane TRAVERT;EM;34930;25422
50;3;Jean-Manuel COUSIN;LR;10468;10421
50;4;Jean-Sébastien HEDERER;EELV;1307;1583
50;4;Jean-Jacques NOËL;FN;7006;5680
50;4;Yvonne PECORARO;LFI;5928;4574
50;4;Valérie VARENNE;PCF;1148;1648
50;4;Arnaud CATHERINE;PS;3931;5588
50;4;Sophie GUYON;LR;7736;5016
50;4;Blaise MISTLER;EM;18628;10219
51;1;Sandrine VIGNOT;FN;7506;5507
51;1;Anne-Sophie FRIGOUT;LR;716;618
51;1;Laure MANESSE;LFI;3983;3745
51;1;Valérie BEAUVAIS;LR;8363;8837
51;1;Marie-Ange PETIT;EELV;498;1054
51;1;Alexandre TUNC;PS;10947;2045
51;2;Daniel MÉNARD;LR;940;654
51;2;Aina KURIC;EM;10562;11839
51;2;Cindy DEMANGE;FN;7250;5552
51;2;Victorien PÂTÉ;LFI;4151;3459
51;2;Catherine VAUTRIN;LR;8835;9115
51;2;Imane MANIANI;PS;3254;1869
51;2;Patricia CORADEL;EELV;906;913
51;3;David NICANOR;EELV;1108;786
51;3;Rachel PAILLARD;LR;6181;7647
51;3;Baptiste PHILIPPO;FN;9674;7953
51;3;Roland JACQUES;LFI;5921;3550
51;3;Pierre MARTINET;PCF;1025;2357
51;3;Jacky BLAVIER;LR;1286;968
51;3;Éric GIRARDIN;EM;13616;11750
51;4;Françoise BRUNEL;EELV;544;888
51;4;Sandrine HENRIQUES-GODART;LR;1131;871
51;4;Dominique VATEL;PCF;915;645
51;4;Claudine LANG;LFI;4407;3479
51;4;Thierry BESSON;FN;9279;7072
51;4;Lise MAGNIER;LR;9059;7832
51;4;Rudy NAMUR;PS;10623;3291
51;5;Charles DE COURSON;LR;1066;16631
51;5;Laurène MASSICARD;LFI;4121;2752
51;5;Dominique CHAILLOUX;PCF;798;1261
51;5;Bertrand TREPO;EM;11112;8089
51;5;Estelle ARBOGAST;LR;1048;742
51;5;Françoise DEHUT;EELV;593;332
51;5;Thomas LAVAL;FN;11819;8329
52;1;Adrien GUENÉ;LR;8278;6896
52;1;Ariane WALASZEK;LFI;3403;4069
52;1;Fabienne CUDEL;FN;8019;6813
52;1;Patrick VARNEY;EELV;571;1140
52;1;Bérangère ABBA;EM;8797;11545
52;1;Patricia PETRONELLI;PCF;719;369
52;1;Axel CAUSIN;PS;2153;1681
52;2;Vincent BERTHET;EM;6726;6148
52;2;Frédéric FABRE;FN;9387;8431
52;2;Antoine DESFRETIER;PS;1869;966
52;2;Daniel MONNIER;LFI;3355;2380
52;2;François CORNUT-GENTILLE;LR;7715;9808
52;2;Edouard GONZALEZ;PCF;498;414
52;2;Valérie ROFFIDAL;EELV;358;466
53;1;Maël RANNOU;EELV;809;1109
53;1;Guillaume GAROT;PS;4340;11860
53;1;Bruno DE LA MORINIÈRE;FN;5002;3100
53;1;Béatrice MOTTIER;EM;12450;10158
53;1;Nicolas CHOMEL;LFI;5016;2685
53;1;Samia SOULTANI-VIGNERON;LR;7678;7092
53;1;Aurélien GUILLOT;PCF;855;355
53;1;Isabelle MAHÉ GENERO;LR;945;476
53;2;Florian DEROUET;PCF;852;1097
53;2;Sylviane DÉGÉ;FN;5274;3038
53;2;Françoise CHIVERT;LR;1055;529
53;2;Marie-Noëlle TRIBONDEAU;PS;3478;3501
53;2;Emeline RIO;LFI;2994;1541
53;2;Géraldine BANNIER;EM;12694;15077
53;2;Françoise MARCHAND;EELV;954;1789
53;2;Guillaume CHEVROLLIER;LR;14033;11729
53;3;Yannick FAVENNEC;LR;1440;16004
53;3;Léa RAIMBAULT;LFI;4094;2599
53;3;Claudine CHARTIER;LR;1112;399
53;3;Maud JAN-BRUSSON;PCF;1109;433
