numéro département;code circonscription;nom;nuance_politique;modele2rounded;voix_reel_t1_2017
76;6;Nicolas BAY;FN;14896;12886
76;6;Sébastien JUMEL;PCF;1384;12906
76;6;Blandine LEFEBVRE;LR;974;8558
76;7;Gérald MANIABLE;LFI;8008;5537
76;7;Agnès FIRMIN LE BODO;LR;10349;13270
76;7;Alexis DECK;EELV;840;1600
76;7;Stéphanie FERRAND;FN;6704;4749
76;7;Matthieu BRASSE;PS;12510;2861
76;7;Corinne LEVILLAIN;LR;940;584
76;7;Baptiste BAUZA;PCF;1371;1548
76;8;Jean-Paul LECOQ;PCF;1591;7011
76;8;Joséphine LANDORMI;EELV;576;775
76;8;Catherine TROALLIC;PS;3566;1652
76;8;François PANCHOUT;LFI;7949;3328
76;8;Béatrice DELAMOTTE;EM;6393;6107
76;8;Damien LENOIR;FN;5867;3931
76;8;Sébastien TASSERIE;LR;3887;3658
76;9;Didier PERALTA;LR;887;7115
76;9;Geneviève SALVISBERG;FN;11590;8336
76;9;Thierry LECERF;EELV;693;1052
76;9;Estelle GRELIER;PS;4537;8187
76;9;Rachid CHEBLI;LFI;8095;5454
76;9;Céline BRULIN;PCF;1378;2019
76;9;Patrick BUCOURT;LR;1514;1076
76;9;Stéphanie KERBARH;EM;11673;13855
76;10;Jean-Pierre THEVENOT;PS;4057;4343
76;10;Anne LECOQ-CHERBLANC;LFI;7206;5987
76;10;Xavier BATUT;EM;16910;19219
76;10;Stacy BLONDEL;FN;13811;11028
76;10;Charles D'ANJOU;LR;11173;9299
76;10;Isabelle DUJARDIN;PCF;1382;1393
76;10;Annette ROUSSEL;EELV;754;1745
76;10;Frédéric MAZIER;LR;1711;1265
77;1;Aude LUQUET;EM;12147;11126
77;1;Stéfanie CONIGLIO;FN;5645;4333
77;1;Bénédicte MONVILLE;LFI;5089;3802
77;1;Yves REMY;PCF;724;485
77;1;Nicolas ALIX;PS;3906;1774
77;1;Léa HUGUET;LR;830;714
77;1;Denis JULLEMIER;LR;5933;5440
77;2;Marie GARCIA;FN;7883;6020
77;2;Rose DE LA FUENTE;EELV;1336;1889
77;2;Renaud HAMARD;LFI;6485;3727
77;2;Estelle ROUSSEAU;EM;15414;13849
77;2;Jean-Marc CHAMPNIERS;LR;1364;807
77;2;Valérie LACROUTE;LR;9777;11223
77;2;David ALLAERT;PCF;1075;643
77;3;Virginie MASSON;PCF;896;727
77;3;Marie-Laure FAGES;PS;9776;2907
77;3;Rosa LACERDA;EELV;810;1956
77;3;Aymeric DUROX;FN;8487;6701
77;3;Stéfan MILOSEVIC;LR;1198;1075
77;3;Yves JEGO;LR;9334;13176
77;3;Agnès ERDEMSEL;LFI;5859;4927
77;4;Christian JACOB;LR;10239;13743
77;4;Pierre CHERRIER;FN;14342;8636
77;4;Julie GARNIER-MARTINEZ;LFI;5428;4504
77;4;Olivier HUSSON;PS;2987;1390
77;4;Christian NAIL;PCF;818;675
77;4;Emmanuel MARCADET;EM;11811;11045
77;4;Quentin PICQUENOT;EELV;779;1147
77;4;Guy FRANCOIS;LR;1657;719
77;5;Franck RIESTER;LR;13867;14343
77;5;Jean-Paul CADEDDU;PCF;798;667
77;5;Mounia CHARAF;LFI;5484;4530
77;5;Martial MORELLE;LR;1384;931
77;5;Franck BRACQUEMART;EELV;824;733
77;5;Joffrey BOLLÉE;FN;9206;7397
77;6;Séverine LECLERCQ;EELV;846;1170
77;6;Jean-François PARIGI;LR;7135;8115
77;6;Martial SOUVERAIN;PS;2481;1064
77;6;Béatrice ROULLAUD;FN;9364;6437
77;6;Vincent MORELLE;LR;1155;754
77;6;Laëtitia MARTIG-DECÈS;EM;11767;10298
77;6;Valérie DELAGE;LFI;5269;4898
77;6;Coralie JOBELIN;PCF;893;475
77;7;Yves ALBARELLO;LR;8265;6057
77;7;Rodrigue KOKOUENDO;EM;13723;11951
77;7;Farid DJABALI;EELV;1121;1043
77;7;Marianne MARGATÉ;PCF;1030;2491
77;7;Rose-Marie HUGUET;LR;1151;657
77;7;Stéphane JABUT;PS;3661;1617
77;7;Grégory JURADO;LFI;7456;4556
77;7;Béatrice TROUSSARD;FN;9110;6645
77;8;Sabrina SEGHIRI;EELV;1253;1567
77;8;Flora DOMINGUES;PCF;1109;862
77;8;Chantal BRUNEL;LR;7575;5729
77;8;Eduardo RIHAN CYPEL;PS;4721;4051
77;8;Jacqueline LEVY;LR;1131;804
77;8;Julia KILLIAN;LFI;6036;5140
77;8;Jean-Michel FAUVERGUE;EM;17623;16632
77;8;Josette BLESSON;FN;6420;4143
77;9;Elsa MARTIN;PCF;973;628
77;9;Fernande TREZENTOS OLIVEIRA;EELV;825;1147
77;9;Pascal FIANDRIN;FN;8633;5295
77;9;Pascal ROBERT;LR;1628;1004
77;9;Delphine HEUCLIN;LFI;6005;4709
77;9;Michèle PEYRON;EM;15239;13370
77;9;Guy GEOFFROY;LR;8555;7268
77;9;Monique DELESSARD;PS;3666;2507
77;10;Olivier DE SOUSA;LR;5442;830
77;10;Céline NETTHAVONGS;LR;678;4288
77;10;Stéphanie DO;EM;14732;12796
77;10;Frank MOULY;PCF;1104;1598
77;10;Raphaël GILARD;LR;1064;525
77;10;Pascal VESVRE;EELV;1185;1422
77;10;Véronique FORNILLI-RATA;FN;5343;3729
77;10;Maxime LAISNEY;LFI;8359;5043
77;10;Juliette MÉADEL;PS;4216;2791
77;11;Evelyne MARQUE GRAS;LR;963;626
77;11;Olivier FAURE;PS;3481;7274
77;11;Daniel ALLIOUX;LFI;7661;3818
77;11;Natacha BEDHIAF;LR;3407;2216
77;11;Jean Marc GOVERNATORI;EELV;1673;478
77;11;Amandine RUBINELLI;EM;10071;8078
77;11;Jean-Marie LAUNAY;FN;4709;3550
78;1;Didier BAICHÈRE;EM;19065;19630
78;1;François-Xavier BELLAMY;LR;12855;12801
78;1;Emmanuel BOJAN;LR;794;637
78;1;Charlotte ROSSETTINI;PS;4605;2163
78;1;Geneviève KUJAWSKI;PCF;671;355
78;1;Olivier PAREJA;EELV;1442;1918
78;1;Thibaut MARCHAL;LFI;4928;3744
78;1;Thierry PEREZ;FN;3922;2360
78;2;Yasmine BENZELMAT;FN;4797;2828
78;2;Marc SORIANO;LFI;7359;3583
78;2;Tanguy RUELLAN;EELV;3337;3062
78;2;Jean-Noël BARROT;EM;23171;21581
78;2;Françoise FOREL;LR;939;643
78;3;Alexandre LANGLOIS;LFI;4614;2621
78;3;Philippe BRILLAULT;LR;14124;11627
78;3;Béatrice PIRON;EM;19507;21612
78;3;Thibault TOURNIER;LR;833;666
78;3;Stéphane GALARDINI;EELV;1591;1051
78;3;Nicolas HUE;PS;3771;2431
78;3;Stéphanie DE GONNEVILLE;FN;3848;2529
78;4;Marie LEBEC;EM;19840;20980
78;4;Faustine HUET;LFI;3937;3163
78;4;Ghislain FOURNIER;LR;11689;9803
78;4;Monika BELALA;PS;4164;1828
78;4;Olivier MEGRET;PCF;594;553
78;4;Claire COUEIGNAS;LR;756;421
78;4;Marie-Jo RENAUDIN;FN;3503;2334
78;5;Jean-Philippe MARS;EELV;1969;801
78;5;Laurence TOULEMONDE;FN;3321;2069
78;5;Sophie THEVENET;LFI;4955;3203
78;5;Roger AUDROIN;PCF;879;496
78;5;Jacques MYARD;LR;9813;10611
78;5;Yaël BRAUN-PIVET;EM;18656;18299
78;6;Natalia POUZYREFF;EM;17796;18396
78;6;Didier ROUXEL;FN;4121;2333
78;6;Nelly PASCAUD;LFI;6350;3295
78;6;Pierre MORANGE;LR;11185;10155
78;6;Josiane DUPÉ-SUAREZ;PCF;1128;1744
78;6;Denise COLLACHOT;LR;656;387
78;7;Paul DEBOUTIN;LFI;5711;4621
78;7;Nicole PRADIER;PCF;1083;484
78;7;Ghislaine SENÉE;EELV;2081;3241
78;7;Arnaud RICHARD;LR;1295;7600
78;7;Michèle DE VAUCOULEURS;EM;17996;15924
78;7;Victoria KOSTIAEVA;FN;5805;3580
78;7;Sandrine FERAUD;LR;953;866
78;8;Esther KOOIMAN;EELV;1021;500
78;8;Michel VIALAY;LR;6053;5351
78;8;Romain CARBONNE;LFI;6478;3997
78;8;Michael TAVERNE;LR;1090;658
78;8;Françoise DESCAMPS-CROSNIER;PS;3625;2904
78;8;François SIMÉONI;FN;7474;4868
78;8;Khadija MOUDNIB;EM;11252;7744
78;8;Eric ROULOT;PCF;864;1391
78;9;Guillaume QUINTIN;LFI;7055;4794
78;9;Marie-France LAVENNE-REYNAERT;LR;1352;948
78;9;Thibaud DE FLEURY;PCF;983;549
78;9;Salah ANOUAR;EELV;1296;1181
78;9;Bruno MILLIENNE;EM;15030;16048
78;9;Jean-Marie TETART;LR;10624;8634
78;9;Ali MOHAMMAD;PS;3733;1616
78;9;Emmanuel NORBERT-COUADE;FN;8992;6501
78;10;Benjamin NICOLETTA;LFI;5742;4341
78;10;David JUTIER;EELV;1449;2479
78;10;Joël BOCHE;LR;1439;805
78;10;François LE HOT;FN;10443;3902
78;10;Aurore BERGÉ;EM;29207;23009
78;10;Jean-Claude HUSSON;PS;3727;2391
78;10;Corinne AURIBAULT;PCF;779;530
78;11;Mathilde ANDROUËT;FN;3715;2315
78;11;Benoît HAMON;PS;6614;7436
78;11;Nadia HAÏ;EM;13232;10858
78;11;Jean-Michel FOURGOUS;LR;5684;7601
78;11;Sylvia CANTALUPPI;LR;728;433
78;11;Mathurin LÉVIS;LFI;4938;2847
78;11;Luc MISEREY;PCF;794;580
78;12;Marie-Noëlle BAS;PS;3506;1731
78;12;David DOUILLET;LR;10768;9744
78;12;Françoise PINSON;PCF;640;388
78;12;Antoine BARO;LFI;4777;3536
78;12;Patricia CHARTON;EELV;1026;1043
78;12;Jean-Luc GALLAIS;FN;4092;2266
78;12;Florence GRANJUS;EM;14776;14835
78;12;Fabien MÉTAIS;LR;849;732
79;1;Martine GENDRY;FN;4581;3106
79;1;Guillaume CHICHE;EM;19807;18350
79;1;Nathalie SEGUIN;LFI;7434;7164
79;1;Marc THEBAULT;LR;974;5140
79;1;Elodie TRUONG;PS;5550;3952
79;1;Cédric CHARLIER;LR;1171;720
79;1;Alain PIVETEAU;PS;2389;2167
79;2;Delphine BATHO;PS;6385;14970
79;2;Laurence RÉAU;EELV;2370;1284
79;2;Séverine VACHON;LR;7308;6395
79;2;Yannick MAILLOU;LFI;9178;5319
79;2;Jean-Romée CHARBONNEAU;FN;7416;5577
79;2;Christine HEINTZ;EM;16328;15875
79;3;Armelle BOIVIN;EELV;1637;1438
79;3;Jean-Marie FIEVET;EM;17202;16692
79;3;Lucie CHAUMERON;FN;6265;4525
79;3;Marc BONNEAU;PS;3615;4864
79;3;Philippe COCHARD;LFI;5947;4175
79;3;Marie POUJADE;LR;1281;845
79;3;Véronique SCHAAF-GAUTHIER;LR;7358;7928
80;1;François RUFFIN;LFI;9703;9545
80;1;Franck DE LAPERSONNE;FN;9889;6255
80;1;Nicolas DUMONT;EM;13087;13394
80;1;Stéphane DECAYEUX;LR;5018;5251
80;1;Florient TRYOEN;LR;857;623
80;1;Pascale BOISTARD;PS;4746;2770
80;2;Nicolas VERSAEN;FN;6033;4044
80;2;Noémie DEVISSE;LR;688;491
80;2;Barbara POMPILI;EM;19794;14970
80;2;Christian GALLI;EELV;1338;786
80;2;Philippe CASIER;PS;2546;2102
80;2;Hubert DE JENLIS;LR;767;3719
80;2;Cédric MAISSE;LFI;7381;5269
80;3;Jean-Claude BUISINE;PS;4070;2658
80;3;Isabelle BRUSADELLI-DORION;LFI;5632;5349
80;3;Nicolas LOTTIN;LR;1276;1228
80;3;Arnaud PETIT;PCF;1085;2642
80;3;Patricia CHAGNON;FN;12596;9592
80;3;Emmanuel MAQUET;LR;6639;9711
80;3;Bruno MARIAGE;EM;10473;11552
80;4;Patricia WYBO;LR;1256;1083
80;4;Martin DOMISE;LR;6040;7726
80;4;Eric RICHERMOZ;FN;11747;9266
80;4;Christophe HERTOUT;LFI;8258;5540
80;4;Christelle HIVER;LR;739;1783
80;4;Jean-Claude LECLABART;EM;13513;13977
80;5;Valérie ROUSSEL;PCF;1082;1937
80;5;Olivier SPINELLI;LFI;6297;4770
80;5;Stéphane DEMILLY;LR;10096;21505
80;5;Olga SOROKINA-DOLLE;LR;1105;620
80;5;Loïc GRIMAUX;FN;13003;8487
81;1;Tenhinan HADJI;LFI;5756;4759
81;1;Julia RIVET;EELV;860;1550
81;1;Luc COUDERC;LR;1097;825
81;1;André BOUDES;PCF;1103;919
81;1;Anne-Michèle BIANCHI;LR;11345;3604
81;1;Frédéric CABROLIER;FN;8167;6903
81;2;Thomas DOMENECH;LFI;10702;8213
81;2;Claire FITA;PS;5658;7260
81;2;Marie-Christine VERDIER-JOUCLAS;EM;15760;19174
81;2;Pascal THIBAUT;LR;1361;1152
81;2;Doriane ALBARAO;FN;9850;9418
81;2;Pascal PRAGNÈRE;EELV;1349;2250
81;2;Rachid TOUZANI;PCF;1639;1943
81;2;Pascal GRANDIN;LR;8817;3996
81;3;Mimose RYER;LR;1401;653
81;3;Jean TERLIER;EM;16824;17931
81;3;Linda GOURJADE;PS;5877;5006
81;3;Virginie CALLEJON;FN;10890;8356
81;3;Eric JALADE;PCF;1432;798
81;3;Maud FORGEOT;LFI;7953;6419
81;3;Bernard CARAYON;LR;9894;12988
81;3;Stéphane DELEFORGE;EELV;1135;1571
82;1;Valérie RABAULT;PS;5135;8891
82;1;Thierry DEVILLE;LR;8216;7480
82;1;Guillaume ARNAUD;EELV;978;1112
82;1;Thierry VIALLON;FN;10171;8113
82;1;Rodolphe PORTOLES;PCF;1289;1155
82;1;Pierre MARDEGAN;EM;14942;13801
82;1;Martine BAUDOZ;LR;1142;673
82;1;Marie NADAL;LFI;7192;5348
82;2;Ivan JACQUEMARD;LFI;7733;6282
82;2;Mathieu ALBUGUES;LR;11311;8579
82;2;Françoise TARDIN;PCF;1160;986
82;2;Romain LOPEZ;FN;12089;9857
82;2;Dominique PARCELLIER;EELV;858;1661
83;1;Michel DE MAYNARD DE SAINT MICHEL;LR;773;323
83;1;Viviane DRIQUEZ;PS;2515;0
83;1;Luc LÉANDRI;LFI;5352;2742
83;1;Alain GLÉMET;PCF;532;729
83;1;Amaury NAVARRANNE;FN;8712;7310
83;1;Elisabeth CHANTRIEUX;EM;8703;10592
83;1;Geneviève LEVY;LR;8581;8496
83;2;Philippe VITEL;LR;8369;7678
83;2;Alain BOLLA;PCF;913;867
83;2;Michel LAGRÉCA;LFI;8074;4247
83;2;Rachel ROUSSEL;FN;12872;9350
83;2;Cécile MUSCHOTTI;EM;11177;13455
83;2;Marie-Reine ZIMMERMANN;LR;1199;905
83;2;Guy REBEC;EELV;955;1146
83;3;Chantal MOUTTET;EELV;1074;1648
83;3;Marie MARTIN;LR;1281;987
83;3;Alexandre ZAPOLSKY;EM;15512;16523
83;3;Anaïs ESCUDIER;PCF;1034;814
83;3;Jean-Louis MASSON;LR;11094;11302
83;3;Danielle LAPIERRE;LFI;6137;4267
83;3;Aline RENCK-GUIGUE;FN;13345;10486
83;4;Philippe LOTTIAUX;FN;15919;11245
83;4;Eric HABOUZIT;LFI;6745;3337
83;4;Françoise DUMONT;LR;11213;8115
83;4;Thierry RUDNIK;LR;1520;651
83;4;Jean-Marie BERNARDI;PCF;831;620
83;4;Sereine MAUBORGNE;EM;12469;14671
83;5;Barbara CROS;PCF;544;345
83;5;Insaf REZAGUI;PS;2113;816
83;5;Philippe MICHEL-KLEISBAUER;EM;12980;12513
83;5;Gilles LONGO;FN;14451;11188
83;5;Jacky GIRAL;EELV;531;880
83;5;Thierry SARRAUTON;LR;1390;689
83;5;Catherine AUBRY;LFI;4432;2736
83;5;Guillaume DECARD;LR;13139;8509
83;6;Hélène LION;EELV;746;545
83;6;Jérôme RIVIERE;FN;19256;13661
83;6;Laurent CARRATALA;PCF;884;1083
83;6;Marc LAURIOL;LR;13599;8057
83;6;Cécile LAUBLET;PS;3148;1269
83;6;Jill CAZICONSTANTINOS;LFI;7804;5538
83;6;Valérie GOMEZ-BASSAC;EM;13417;18133
83;7;Reine PEUGEOT;LR;1168;845
83;7;Laurent RICHARD;LFI;8632;4665
83;7;Emilie GUEREL;EM;13112;14330
83;7;Frédéric BOCCALETTI;FN;14003;10838
83;7;Jean Sébastien VIALATTE;LR;11201;8658
83;7;Janine LECLER;PCF;986;910
83;8;Fabien MATRAS;EM;14176;16619
83;8;Bruno DELPORT;EELV;1259;1374
83;8;Pierre JUGY;FN;16752;12161
83;8;Patricia MASSIS-CALLET;LFI;7585;4989
83;8;Olivier AUDIBERT-TROIN;LR;10643;11879
83;8;Marie-Pierre BURLANDO;PCF;1107;820
83;8;Bernard LEMAITRE;LR;1598;790
84;1;Anne-Sophie RIGAULT;FN;8208;7261
84;1;André CASTELLI;PCF;827;2408
84;1;Stéphanie PARRY;LR;4972;3288
84;1;Jean-François CESARINI;EM;10036;9495
84;1;Alain GOUIN;LR;775;352
84;1;Amandine LAUGIER;LFI;6871;4090
84;1;Christine LAGRANGE;PS;3215;1354
84;2;Annie ROSENBLATT;EELV;1169;1216
84;2;Sonia STRAPELIAS;EM;10015;12077
84;2;Jean-Claude BOUCHET;LR;7985;9249
84;2;Philippe BATOUX;PS;2554;1981
84;2;Thibaut DE LA TOCNAYE;FN;12941;9205
84;2;Laurent THÉROND;LFI;8628;5120
84;2;Serge LIOTAUD;LR;1248;801
84;3;Brune POIRSON;EM;8844;11425
84;3;Mina IDIR;PCF;849;1245
84;3;Bernard MAUNIER;EELV;923;978
84;3;Hervé DE LÉPINAU;FN;13647;11335
84;3;Gilles VÈVE;LR;6743;4893
84;3;Laurence CERMOLACCE-BOISSIER;LFI;6172;3952
84;3;Emmanuel COINTOT;LR;1219;787
84;4;Marie-Charlotte LESERGENT;LR;1093;675
84;4;Serge MAROLLEAU;EELV;697;986
84;4;Catherine CANDELA;FN;14361;7711
84;4;Marlène THIBAUD;PS;2881;1668
84;4;Carole NORMANI;EM;9718;10744
84;4;Jean-François PERILHOU;LR;9792;5096
84;4;Farid FARYSSY;LFI;7803;3458
84;4;Fabienne HALOUI;PCF;699;1094
84;5;Julien AUBERT;LR;7843;8367
84;5;Marie THOMAS DE MALEVILLE;FN;11412;7361
84;5;Stéphane CHOTARD;LFI;10268;4892
84;5;Marie-Christine KADLER;EELV;1510;1302
84;5;Jean VIARD;EM;12297;13291
84;5;Nathalie FOREST;LR;1000;561
85;1;Guy BATIOT;EELV;1184;2301
85;1;Alain LEBOEUF;LR;18590;14971
85;1;Gwenaëlle GRIETENS;LFI;6363;5246
85;1;Marie-Thérèse CHÂTILLON;LR;1684;786
85;1;Cécile DREURE;PS;5422;3210
85;1;Catherine ROY;FN;7469;4993
85;1;Pierrick CHAIGNE;PCF;1321;614
85;1;Philippe LATOMBE;EM;23918;22581
85;2;Dominique CHEVOLLEAU;LFI;7020;5329
85;2;Viviane CHANTELOUP;LR;1439;932
85;2;Sylviane BULTEAU;PS;6157;6425
85;2;Laurence CHUSSEAU;PCF;1236;721
85;2;Michel RAYNAUD;EELV;1334;1889
85;2;Patricia GALLERNEAU;EM;18878;19405
85;2;Gabriel DE CHABOT;FN;7857;6012
85;2;Béatrice BELLAMY;LR;11166;8957
85;3;Anthony PITALIER;PS;4138;2540
85;3;Laurent AKRICHE;EELV;1310;1960
85;3;Corinne FILLET;FN;9509;7578
85;3;Alain DARMEY;LFI;7002;5414
85;3;Florence PINEAU;LR;15669;9600
85;3;Caroline POTTIER;PCF;1246;1064
85;3;Stéphane BUCHOU;EM;24033;24930
85;3;Catherine BESSONNET;LR;1785;1283
85;4;Martine LEGUILLE-BALLOY;EM;21442;23508
85;4;Anita LAVERGNE;LFI;5681;4197
85;4;Claudine GOICHON;EELV;1865;2449
85;4;Marie-Françoise MICHENAUD;PCF;1568;1123
85;4;Wilfrid MONTASSIER;LR;1670;14005
85;4;Denise VICENTÉ;FN;5933;3678
85;5;Hugues FOURAGE;PS;4549;8400
85;5;Gérald OBERWEIS;FN;6812;4390
85;5;Pascal SOUCHARD;LR;1242;733
85;5;Ghislaine RAUTUREAU;EELV;878;1163
85;5;Pierre HENRIET;EM;15418;13740
85;5;Mélody BARTHÉLÉMY;PCF;923;522
85;5;Jean-Michel LALERE;LR;9190;8247
85;5;Pierre COTRON;LFI;4935;3925
86;1;Jacques SAVATIER;EM;14908;16486
86;1;Marjorie MONNI;EELV;1318;1772
86;1;Xavier MOINIER;PS;4727;3646
86;1;Céline CUVILLIER;LFI;5760;5892
86;1;Jacqueline DAIGRE;LR;5825;4562
86;1;Arnaud FAGE;FN;5283;4058
86;1;Anne JOULAIN;PCF;1285;1086
86;1;Guillaume VERDIER;LR;1057;540
86;2;Patricia PERSICO;PS;4710;3454
86;2;Frédéric ABRACHKOFF;LFI;7138;5507
86;2;Olivier CHARTIER;LR;7404;5684
86;2;Jeannine MAZZOLENI-MOYSE;LR;854;472
86;2;Christian MICHOT;PCF;1296;1023
86;2;Sacha HOULIÉ;EM;15932;16776
86;2;Pascale BORDIN;FN;4567;3256
86;3;Valérie LAFOY;PCF;1362;1208
86;3;Delphine JUMEAU;FN;6878;5512
86;3;Marie-José CELLOT;LFI;5379;4385
86;3;Florian SÉJOURNÉ;EELV;1231;1281
86;3;Enguerrand DELANNOY;LR;6183;5004
86;3;Jean-Michel CLÉMENT;EM;19487;15013
86;4;Jean-Paul BODIN;EELV;1251;689
86;4;Nicolas TURQUOIS;EM;12262;11089
86;4;Aurélie SAULNIER;LFI;5444;3554
86;4;Clarice PEREIRA;PCF;1376;1002
86;4;Anne-Florence BOURAT;LR;721;6799
86;4;Alain VERDIN;FN;7278;6215
87;1;Sophie BEAUDOUIN-HUBIERE;EM;14823;16344
87;1;Sarah GENTIL;LR;5848;5915
87;1;Danielle SOURY;LFI;7230;7052
87;1;Jean-Louis PAGÈS;EELV;1080;1563
87;1;Nandrianina RAMASONDRANO;LR;916;480
87;1;Laurent LAFAYE;PS;5001;5140
87;1;Francis DAULIAC;PCF;1295;1600
87;1;Nathalie GERARD;FN;6384;4822
87;2;Vincent LÉONIE;LR;1085;6011
87;2;Jean-Baptiste DJEBBARI-BONNET;EM;20866;19424
87;2;Annick MORIZIO;PS;5154;5827
87;2;Pierre ALLARD;PCF;1435;6648
87;2;Hubert HURARD;LFI;9063;6366
87;2;Camille FLEISCH;LR;923;855
87;2;Lucien COINDEAU;EELV;1054;1653
87;2;Joëlle CREPET;FN;7687;5444
87;3;Christophe JOULIA;LR;1020;634
87;3;Isabelle COUTURIER;PCF;1248;1376
87;3;Vincent GERARD;FN;6512;4604
87;3;Catherine BEAUBATIE;PS;5787;5836
87;3;Marie-Ange MAGNE;EM;14772;17116
87;3;Pierre-Edouard PIALAT;LFI;6192;6250
87;3;Marcel BAYLE;EELV;1165;1316
87;3;Guillaume GUERIN;LR;6698;7303
88;1;Valérie Anne LE GALL;PCF;895;298
88;1;Fabrice PISIAS;LFI;4155;4110
88;1;Sébastien HUMBERT;FN;8608;5362
88;1;Lou NOIRCLERE;EELV;624;871
88;1;Alisson HAMELIN;EM;8553;11826
88;1;Pierre-Jean ROBINOT;LR;1158;1363
88;1;Stéphane VIRY;LR;6908;9646
88;1;Martine FRANCOIS;PS;2513;1376
88;2;Gérard CHERPION;LR;6821;10044
88;2;Isabelle GERARD;FN;10094;6683
88;2;Sandra BLAISE;PCF;756;808
88;2;Jocelyne RIVAT;LR;989;451
88;2;Christine L'HEUREUX;PS;809;1606
88;2;Christine L'HEUREUX;PS;2626;1606
88;2;Christine URBES;EM;6903;9716
88;2;Sylvain CALBRIX;LFI;3739;3704
88;3;Christine BOURBON-SCHMITT;LFI;3572;2864
88;3;Léa GRÜNENWALD;LR;919;922
88;3;Marina DO SANTOS;FN;7517;4617
88;3;Claude THIRARD;EM;7372;8841
88;3;Stessy SPEISSMANN;PS;3448;4300
88;3;Frédérique KERKHOVE;PCF;697;462
88;4;Renée-Lise ROTHIOT;LFI;3516;3387
88;4;Anne GRONOFF;LR;1116;596
88;4;Pascal LOPEZ;PCF;680;406
88;4;Jean-Jacques GAULTIER;LR;6185;7601
88;4;Christian FRANQUEVILLE;PS;2886;6366
88;4;Raynald MAGNIEN-COEURDACIER;EM;7289;5964
88;4;Jordan GROSSE-CRUCIANI;FN;8524;5926
88;4;Florence LAMAZE;EELV;500;1365
89;1;Maud NAVARRE;EELV;1629;2453
89;1;Guillaume LARRIVÉ;LR;8795;11587
89;1;Paulo DA SILVA MOREIRA;EM;16198;13482
89;1;Ludovic VIGREUX;FN;8065;6221
89;1;Mathieu DEBURGHRAVE;LFI;6800;4248
89;1;Anna CONTANT;LR;1097;648
89;2;Edwige JACQUET;FN;8986;7300
89;2;André VILLIERS;LR;752;8321
89;2;Guillaume DURAND;EELV;1000;952
89;2;Philippe COLLIN;LFI;5648;4169
89;2;Mehdi BARBOT;LR;1150;831
89;2;François MEYROUNE;PCF;1067;1652
89;2;Jean-Yves CAULLET;EM;17748;11275
89;3;Bernard BEHEREC;EELV;564;844
89;3;Patrick BLIN;PCF;963;688
89;3;Isabelle MICHAUD;LFI;5427;4307
89;3;Julien ODOUL;FN;11276;10749
89;3;Clarisse QUENTIN;LR;7748;6474
89;3;Dominique BOURREAU;PS;2890;2206
89;3;Sylvain SIFFLET-LAFAVERGE;LR;1447;762
89;3;Michèle CROUZET;EM;10838;12028
90;1;Bastien FAUDOT;PS;2706;2110
90;1;Anais BELTRAN;LFI;2443;2821
90;1;Christophe GRUDLER;EM;5231;7379
90;1;Sabine VERDANT;PCF;586;334
90;1;Ian BOUCARD;LR;3461;5493
90;1;Jean-Raphaël SANDRI;FN;5453;4057
90;2;Jean PARENTY;PCF;600;333
90;2;Vincent JEUDY;EELV;432;1486
90;2;Bruno KERN;EM;5160;6836
90;2;Laurent SOLER;LFI;3073;2644
90;2;Maude CLAVEQUIN;PS;1738;1357
90;2;Laila LEROY;FN;5329;3511
90;2;Jean-Christophe MURINGER;LR;634;506
90;2;Michel ZUMKELLER;LR;599;5386
91;1;Danielle OGER;FN;4336;2819
91;1;Michel NOUAILLE;PCF;906;2095
91;1;Fadhel MAHBOULI;EELV;896;1
91;1;Caroline VARIN;LR;6610;3298
91;1;David SOULLARD;LR;933;663
91;1;Farida AMRANI;LFI;7134;4868
91;2;Yannick VILLARDIER;LR;1765;1037
91;2;Valérie GIRARD;FN;9782;6643
91;2;Patrick POLVERELLI;EELV;1711;1810
91;2;Franck MARLIN;LR;10080;13793
91;2;Michèle KAUFFER;PCF;1174;994
91;2;Michaël GOASDOUÉ;LFI;8263;5475
91;2;Daphné RACT-MADOUX;EM;16830;13371
91;3;Nicolas MÉARY;LR;1122;5617
91;3;Paul-Henri BAURE;EELV;2267;873
91;3;François HELIE;FN;9295;6085
91;3;Virginie ARAUJO;LFI;7734;6635
91;3;Laëtitia ROMEIRO DIAS;EM;18290;16908
91;3;Michel POUZOL;PS;4809;5665
91;4;Marie-Pierre RIXAIN;EM;20655;17742
91;4;Claire PINTO;EELV;1889;1586
91;4;Sandra GEORGE;LR;1521;1135
91;4;Agnès EVREN;LR;8360;7941
91;4;Bernard TERRIS;LFI;9441;5534
91;4;Franck BEELDENS - DA SILVA;FN;6975;4456
91;4;Ophélie GUIN;PS;4846;3825
91;5;Aurélie MARTIN;LR;496;799
91;5;Milvia MANGANO;FN;2488;1861
91;5;Cédric VILLANI;EM;17238;18883
91;5;Sylvère CALA;LFI;5602;3786
91;5;Annick LE POUL;PCF;685;753
91;5;Maud OLIVIER;PS;4127;4162
91;5;Didier MISSENARD;EELV;1222;1515
91;5;Laure DARCOS;LR;7272;6691
91;6;Philippe JURAVER;LFI;7167;4792
91;6;Françoise COUASSE;LR;846;5661
91;6;Joelle PINNA;PCF;949;786
91;6;Françoise FERNANDES;LR;906;870
