Dept_circo;Nom;Prenom;nuance;voix;%Voix/inscrit;%Voix/exprimes;Acces
40_1;PINSOLLE;LAURENT;DVD;494;0,51;0,85;N
40_2;POURRUT;JEAN-PIERRE;DVD;861;0,82;1,39;N
40_3;;;;;0,00;0,00;
41_1;GUIBERT;LAURENT;DVD;446;0,55;0,96;N
41_2;GABILLAS;TATIANA;FRN;9080;11,31;18,98;N
41_3;LAMBERT;MARIÃˆVE;DVD;464;0,56;0,90;N
42_1;JEANSON;RAPHAÃ‹LLE;FRN;6930;10,19;18,96;N
42_2;PROVENZANO;RÃ‰MI;DIV;78;0,14;0,26;N
42_3;PEREIRA;ALEXIS;DIV;138;0,17;0,30;N
42_4;HEYRAUD;ROBERT;FRN;12405;12,51;21,35;O
42_5;LEVY;YONNEL;DIV;111;0,11;0,18;N
42_6;ROBERT;SOPHIE;FRN;12394;11,92;20,10;N
43_1;WAUQUIEZ;LAURENT;UMP;30916;32,27;49,74;O
43_2;;;;;0,00;0,00;
44_1;FRIARD;GUYLÃˆNE;FRN;2667;3,66;6,13;N
44_2;BARRET;LOUIS-GEORGES;DVD;1052;1,29;2,22;N
44_3;RIO;PATRICIA;DVD;641;0,72;1,26;N
44_4;QUEMENEUR;YANN;DIV;1128;1,36;2,26;N
44_5;MOREAU;NOURA;DVD;1030;0,97;1,59;N
44_6;LE PAUTREMAT;PASCAL;DVD;608;0,57;0,95;N
44_7;;;;;0,00;0,00;
44_8;JOLY;CHARLINE;DVD;462;0,57;1,02;N
44_9;POLLONO;JEAN-MICHEL;DVD;1473;1,37;2,21;N
44_10;;;;;0,00;0,00;
45_1;SANGUINETTI;DOMINIQUE;FRN;5639;7,70;13,11;N
45_2;PERRIN;JOÃ‹LLE;DVD;292;0,36;0,61;N
45_3;HURTIGER;JEAN-PIERRE;DIV;4957;6,97;11,56;N
45_4;;;;;0,00;0,00;
45_5;KUNTZ;ALIETTE;DVD;161;0,22;0,38;N
45_6;;;;;0,00;0,00;
46_1;ORLIAC;DIANE;DVD;594;0,85;1,33;N
46_2;;;;;0,00;0,00;
47_1;DIONIS DU SEJOUR;JEAN;NouvC;14606;16,84;27,65;O
47_2;;;;;0,00;0,00;
47_3;LEBRETON;HERVÃ‰;DIV;583;0,76;1,21;N
48_1;PARDIGON;JEAN-FRANÃ‡OIS;FRN;3118;5,20;7,77;N
49_1;JEANNETEAU;PAUL;UMP;16738;20,68;35,75;O
49_2;BARSKA-ALIBERT;KATARZYNA;NouvC;679;0,78;1,34;N
49_3;MORTIER;FRÃ‰DÃ‰RIC;DVD;3196;4,67;7,90;N
49_4;;;;;0,00;0,00;
49_5;DURET;DANIELLE;FRN;2910;3,86;6,80;N
49_6;MARTIN;ANDRÃ‰;DVD;10983;11,87;20,26;N
49_7;;;;;0,00;0,00;
50_1;;;;;0,00;0,00;
50_2;;;;;0,00;0,00;
50_3;MENNESSON;MARIE-MADELEINE;DVD;544;0,51;0,89;N
50_4;;;;;0,00;0,00;
51_1;PETIT;CLÃ‰MENT;DIV;216;0,31;0,60;N
51_2;EVANNO;PASCALE;FRN;5080;7,00;12,72;N
51_3;LEROY;FRANCK;DVD;4779;5,88;10,78;N
51_4;ERRE;EDITH;FRN;6913;8,54;15,55;N
51_5;DEDION;YOANN;DVD;678;0,87;1,47;N
52_1;;;;;0,00;0,00;
52_2;;;;;0,00;0,00;
53_1;DE SAINT GENOIS;CHRISTINE;NouvC;237;0,33;0,56;N
53_2;MALLEZ;JOCELYNE;FRN;3637;4,74;8,16;N
53_3;;;;;0,00;0,00;
54_1;HENART;LAURENT;PRV;15381;19,06;34,42;O
54_2;CHAXEL;AMÃ‰LIE;ECO;366;0,52;0,91;N
54_3;IOZZO;AUDREY;FRN;6280;7,56;15,27;N
54_4;;;;;0,00;0,00;
54_5;VINQUANT;OLIVIER;FRN;7559;9,86;16,45;N
54_6;MANOURY;JEAN-LUC;FRN;8937;10,23;19,24;N
55_1;;;;;0,00;0,00;
55_2;;;;;0,00;0,00;
56_1;SALETTE;VINCENT;DVD;1183;1,20;1,91;N
56_2;;;;;0,00;0,00;
56_3;;;;;0,00;0,00;
56_4;CABAS;DAVID;DIV;355;0,35;0,57;N
56_5;BERGERON;JOÃ‹LLE;FRN;4775;5,95;10,52;N
56_6;PERRON;CLAUDINE;DIV;576;0,65;1,03;N
57_1;GREMIGNI;NATHALIE;ECO;160;0,18;0,35;N
57_2;COLIN-OESTERLÃ‰;NATHALIE;NouvC;2284;3,00;5,68;N
57_3;KLEIN;EDOUARD;DIV;265;0,36;0,67;N
57_4;;;;;0,00;0,00;
57_5;;;;;0,00;0,00;
57_6;;;;;0,00;0,00;
57_7;;;;;0,00;0,00;
57_8;VILLA;VICTOR;MODEM-;189;0,21;0,46;N
57_9;;;;;0,00;0,00;
58_1;JACOVLEV;GEORGES;DVD;68;0,09;0,16;N
58_2;THOMAS;CHRISTINE;DVD;583;0,67;1,13;N
59_1;MORELLE;HERVÃ‰-MARIE;UMP;6384;10,55;21,61;O
59_2;CARNOIS;CHRISTIAN;DVD;1753;2,01;3,86;N
59_3;MARIN;CHRISTINE;UMP;12189;12,62;24,29;O
59_4;KOCA;STÃ‰PHANIE;FRN;6699;6,89;12,72;N
59_5;CATTELIN;SERGE;FRN;8851;9,17;15,87;N
59_6;LEMAHIEU;ANNIE;FRN;7559;8,92;14,54;N
59_7;MELI;GIANNI;FRN;5867;8,13;15,61;N
59_8;GOUASMI;FARAH;EXD;217;0,31;0,72;N
59_9;DEDRYVER;ALAIN;DVD;393;0,44;0,84;N
59_10;LEFEBVRE;FRÃ‰DÃ‰RIC;MODEM;947;1,18;2,52;N
59_11;BERNARDINI;DAVID;MODEM-;2;0,00;0,00;N
59_12;LEVEQUE;ANNE-SOPHIE;FRN;9298;9,92;17,95;O
59_13;ROSSEEL;FRANÃ‡OIS;UMP;7034;7,77;14,92;N
59_14;;;;;0,00;0,00;
59_15;GUEYRAUD;MATTHIEU;DIV;90;0,09;0,16;N
59_16;;;;;0,00;0,00;
59_17;;;;;0,00;0,00;
59_18;;;;;0,00;0,00;
59_19;ROUVIER;CATHERINE;FRN;8215;10,39;19,61;N
59_20;;;;;0,00;0,00;
59_21;;;;;0,00;0,00;
60_1;CERVERA;JEAN-BAPTISTE;DIV;162;0,20;0,34;N
60_2;ITALIANI;FLORENCE;FRN;11534;13,40;23,23;O
60_3;BOCK;ALAIN;DVD;263;0,37;0,69;N
60_4;LE JONCOUR;TRISTAN;DIV;0;0,00;0,00;N
60_5;LETOURNEUR;JEAN-PAUL;FRN;6912;9,68;16,90;N
60_6;;;;;0,00;0,00;
60_7;MARCO-GIMENEZ;ELIANE;EXD;310;0,41;0,71;N
61_1;STIEFEL;LIONEL;FRN;4199;5,89;9,96;N
61_2;FOURNY;PATRICK;FRN;6032;8,76;15,16;N
61_3;DE CARRARA;JÃ‰RÃ”ME;DVD;187;0,26;0,42;N
62_1;;;;;0,00;0,00;
62_2;FONTANA;MATTHIEU;DIV;199;0,24;0,40;N
62_3;DELVALLEZ;BÃ‰NONI;DIV;1078;1,23;2,38;N
62_4;FIQUET;PIERRE;DIV;87;0,10;0,17;N
62_5;;;;;0,00;0,00;
62_6;WACHEUX;FRÃ‰DÃ‰RIC;UMP;13345;14,99;24,55;O
62_7;MIGNONET;PHILIPPE;UMP;8806;9,53;18,68;O
62_8;;;;;0,00;0,00;
62_9;FLAJOLET;ANDRÃ‰;UMP;13702;17,28;30,21;O
62_10;CHARLETY;ANNICK;NouvC;250;0,28;0,54;N
62_11;BOUSNANE;MOHAMED;ECO;85;0,09;0,16;N
62_12;DELPECH;ANNE;MODEM;572;0,60;1,14;N
63_1;FANGET;MICHEL;MODEM;2087;2,59;4,84;N
63_2;PERIGNON;GÃ‰RALD;FRN;5827;6,78;11,13;N
63_3;GISCARD D'ESTAING;LOUIS;UMP;20426;23,60;39,36;O
63_4;BARRAUD;BERTRAND;UMP;11851;12,40;21,27;N
63_5;COSTILHES;MAXIME;UMP;11936;11,90;20,03;O
64_1;VITINI;DAVID;DVD;184;0,27;0,47;N
64_2;BESSE;GUILLAUME;DVD;354;0,46;0,74;N
64_3;YRONDI;BÃ‰ATRICE;UMP;9012;11,00;17,86;N
64_4;SCHAFF;DANIELLE;DVD;247;0,31;0,48;N
64_5;LESELLIER;PASCAL;DVD;417;0,49;0,84;N
64_6;JALLEAU-LONGUEVILLE;FRANK;FRN;3495;3,68;6,33;N
65_1;;;;;0,00;0,00;
65_2;CHENUAUD;ANDRÃ‰E;DVD;300;0,34;0,56;N
66_1;ESPERT;CHRISTINE;MODEM;505;0,75;1,28;N
66_2;KORTANEK;IRINA;FRN;12525;14,06;23,59;N
66_3;LEMAIRE;BRUNO;FRN;9022;11,26;18,67;N
66_4;SERVE;JEAN-MICHEL;DVD;344;0,37;0,60;N
67_1;AUBERT;MARIE-CHRISTINE;FRN;3103;4,85;9,40;N
67_2;CAILLAT;JEAN-BAPTISTE;DVD;283;0,40;0,76;N
67_3;;;;;0,00;0,00;
67_4;ROHFRITSCH;SOPHIE;UMP;21951;24,41;43,94;O
67_5;;;;;0,00;0,00;
67_6;;;;;0,00;0,00;
67_7;SCHMITT;ETIENNE;DIV;168;0,20;0,36;N
67_8;ASCHEBERG;PASCAL;DIV;362;0,39;0,74;N
67_9;LUDWIG;FRANÃ‡OIS;DIV;14042;15,90;29,86;N
68_1;COLLARD;FRÃ‰DÃ‰RIC;DVD;309;0,42;0,75;N
68_2;;;;;0,00;0,00;
68_3;;;;;0,00;0,00;
68_4;;;;;0,00;0,00;
68_5;DE DANNE;LUDOVIC;FRN;6845;8,68;16,76;N
68_6;BINDER;MARTINE;FRN;11859;12,82;25,19;O
69_1;BLIN;GAUTHIER;DVD;631;0,93;1,69;N
69_2;DE SEREYS;BRIGITTE;DVD;292;0,39;0,67;N
69_3;BOS;CÃ‰LINE;MODEM;819;1,16;2,08;N
69_4;FOYARD;JEAN;DVD;51;0,06;0,11;N
69_5;CHEVALIER;ALAIN;FRN;23486;29,16;47,78;N
69_6;PONCET;STÃ‰PHANE;FRN;6164;7,87;15,02;N
69_7;IFFOUZAR;MAXENCE;DVD;98;0,15;0,31;N
69_8;;;;;0,00;0,00;
69_9;ROCHEDY;JULIEN;FRN;8714;10,14;17,70;N
69_10;GUILLOTEAU;CHRISTOPHE;UMP;22175;24,77;40,94;O
69_11;DURAND;RAYMOND;NouvC;3964;4,63;7,88;N
69_12;COLLIN;JÃ‰RÃ‰MY;DIV;190;0,25;0,42;N
69_13;;;;;0,00;0,00;
69_14;COSTE;JÃ‰RÃ‰MY;NouvC;158;0,23;0,47;N
70_1;CHEVANNE;GUY;DVD;890;1,00;1,58;N
70_2;DEVILLERS;CHRISTOPHE;EXD;860;0,94;1,51;N
71_1;JURAIN;EVELYNE;FRN;5000;6,90;11,86;N
71_2;;;;;0,00;0,00;
71_3;;;;;0,00;0,00;
71_4;;;;;0,00;0,00;
71_5;LAUNAY;CHRISTIAN;FRN;8804;9,66;17,60;N
72_1;COUVERT;GÃ‰RARD;DVD;311;0,43;0,74;N
72_2;LE FORESTIER;FRANÃ‡OIS;DVD;805;0,97;1,76;N
72_3;BARLEMONT;JEAN-CLAUDE;FRN;6715;7,91;13,42;N
72_4;;;;;0,00;0,00;
72_5;;;;;0,00;0,00;
73_1;;;;;0,00;0,00;
73_2;;;;;0,00;0,00;
73_3;LARRIEU;WILLIAM;DIV;17;0,02;0,04;N
73_4;REGAIRAZ;JOÃ‹LLE;FRN;6151;8,58;14,86;N
74_1;GALLET;RAPHAÃ‹L;DVD;783;0,84;1,45;N
74_2;TARDY;LIONEL;UMP;21668;24,00;41,72;O
74_3;GIORGIO;OLIVIA;DVD;464;0,62;1,11;N
74_4;MEGEVAND;MAURICE;DVD;314;0,39;0,78;N
74_5;LE FLOCH FAHEM;LOÃC;DVD;237;0,26;0,49;N
74_6;MORAND;GEORGES;DVD;4636;6,11;11,19;N
75_1;PACHECO;MARC;DVD;849;1,11;1,87;N
75_2;ROUSSEAUX;NICOLAS;DVD;28;0,04;0,06;N
75_3;BOULLAND;PHILIPPE;DVD;345;0,53;0,92;N
75_4;PETIT;LAURENCE;DVD;195;0,29;0,50;N
75_5;PRUVOT;LORIS;NouvC;2056;2,90;4,86;N
75_6;GUIROUS;LYDIA;PRV;334;0,46;0,77;N
75_7;GUILLEMINOT;ELIANE;ECO;213;0,29;0,48;N
75_8;TAPHOUREAU;JEAN-MARIE;MODEM;1593;1,99;3,29;N
75_9;MEHAL;FADILA;MODEM;1155;1,74;2,97;N
75_10;KADUR;ALEXANDRE;MODEM-;211;0,32;0,54;N
75_11;MARTINS;JEAN-FRANÃ‡OIS;MODEM;1619;2,33;3,66;N
75_12;EL KHOURY;CLAUDINE;DVD;220;0,31;0,49;N
75_13;BAUD;DOMINIQUE;DVD;597;0,82;1,31;N
75_14;BEAUQUIER;ANTOINE;DVD;875;1,25;2,21;N
75_15;VERDIER;NANCY;DVD;127;0,17;0,30;N
75_16;GIANNESINI;JEAN-JACQUES;UMP;7538;11,38;20,91;O
75_17;ANCELET;GUILLAUME;MODEM;558;1,01;1,95;N
75_18;LIVINEC;JEAN-PIERRE;DVD;81;0,12;0,21;N
76_1;GRENOT;CYRILLE;NouvC;10704;16,53;29,16;O
76_2;;;;;0,00;0,00;
76_3;CREPEL;VINCENT;DIV;110;0,16;0,30;N
76_4;;;;;0,00;0,00;
76_5;HOUSSIN;THIMOTHÃ‰E;FRN;8448;8,96;15,63;N
76_6;;;;;0,00;0,00;
76_7;CHEVERRY;FRANÃ‡OIS;DIV;135;0,15;0,28;N
76_8;;;;;0,00;0,00;
76_9;;;;;0,00;0,00;
76_10;;;;;0,00;0,00;
77_1;LOPEZ;EMMANUELLE;DVD;369;0,54;0,98;N
77_2;VALLETOUX;FRÃ‰DÃ‰RIC;DVD;6033;7,68;13,17;N
77_3;BUFFARD;GENEVIÃˆVE;DVD;325;0,45;0,77;N
77_4;GOUDOUNEIX;FRANÃ‡OISE;DVD;432;0,51;0,88;N
77_5;STHOER;ADRIEN;DIV;195;0,25;0,44;N
77_6;;;;;0,00;0,00;
77_7;;;;;0,00;0,00;
77_8;COUVRECHEL;MÃ‰LISSANDRE;DVD;503;0,61;1,14;N
77_9;LESELLIER;FLORENTIN;DIV;196;0,24;0,45;N
77_10;TEBALDINI;PIERRE;NouvC;354;0,45;0,89;N
77_11;BORDIER;ANTOINE;DVD;119;0,19;0,38;N
78_1;ROZE;JACQUES;DVD;182;0,22;0,37;N
78_2;MALAQUIN;NICOLAS;DVD;666;0,80;1,29;N
78_3;BRILLAULT;PHILIPPE;DVD;3089;3,79;6,34;N
78_4;DAVIN;JEAN-ROGER;DVD;2558;3,33;5,61;N
78_5;MERCIER;MAÃ‹LLE;DIV;184;0,26;0,45;N
78_6;ROELANDT;CAROLINE;DVD;350;0,47;0,85;N
78_7;COUEIGNAS;CLAIRE;DVD;280;0,36;0,64;N
78_8;DEBACHE-BOULFOUL;SOUAD;DVD;179;0,25;0,48;N
78_9;GADÃ‰;CHRISTIANE;EXD;701;0,78;1,44;N
78_10;SAINT-MLEUX;CYRILLE;DVD;131;0,15;0,25;N
78_11;CANTALUPPI;SYLVIA;DVD;250;0,38;0,68;N
78_12;GAUTHERET;PASCALE;DVD;357;0,54;0,92;N
79_1;;;;;0,00;0,00;
79_2;MAURIN;PHILIPPE;FRN;5384;5,54;9,47;N
79_3;LEGRIP;LAURENT;DVD;600;0,70;1,20;N
80_1;CORNE;PHILIPPE;DVD;465;0,55;0,99;N
80_2;LAMONT;GWENAÃ‹LLE;DIV;405;0,54;0,96;N
80_3;HUIART;NATHALIE;FRN;9881;11,67;18,37;N
80_4;;;;;0,00;0,00;
80_5;;;;;0,00;0,00;
81_1;;;;;0,00;0,00;
81_2;RODET;FRANÃ‡OISE;MODEM-;1928;1,88;3,05;N
81_3;LAPERROUZE;ANNE;MODEM-;3197;3,25;5,03;N
82_1;VIALLON;THIERRY;FRN;7814;9,07;14,45;N
82_2;VENTRE;BRIGITTE;DVD;362;0,41;0,67;N
83_1;LE GAC;DANIÃˆLE;FRN;8241;11,20;20,62;N
83_2;;;;;0,00;0,00;
83_3;FOATA;ANNE;DIV;193;0,20;0,34;N
83_4;PATTI;MARIKA;DVD;390;0,39;0,69;N
83_5;;;;;0,00;0,00;
83_6;DE PIERREFEU;ARMELLE;FRN;15707;14,52;24,97;O
83_7;PAECHT;ARTHUR;DVD;2695;2,66;4,81;N
83_8;FIASCHI;MARC-HENRI;DVD;177;0,18;0,30;N
84_1;WAGNER;VALÃ‰RIE;UMP;9619;13,27;23,77;O
84_2;;;;;0,00;0,00;
84_3;;;;;0,00;0,00;
84_4;CONCETTI;LAURENT-MICHEL;EXD;147;0,17;0,28;N
84_5;FURIOLI-BEAUNIER;MARTINE;FRN;11484;14,62;24,41;N
85_1;FONTAINE;GENEVIÃˆVE;DVD;549;0,54;0,93;N
85_2;ROUILLIER;CAROLINE;DVD;532;0,54;0,90;N
85_3;MOREAU;YANNICK;DVD;13097;11,50;19,58;O
85_4;;;;;0,00;0,00;
85_5;;;;;0,00;0,00;
86_1;DAIGRE;JACQUELINE;UMP;9902;12,82;22,98;O
86_2;CHARTIER;OLIVIER;UMP;11867;15,70;26,96;O
86_3;VERDIN;ALAIN;DVD;607;0,81;1,39;N
86_4;ABELIN;JEAN-PIERRE;NouvC;14195;18,69;33,75;O
87_1;;;;;0,00;0,00;
87_2;;;;;0,00;0,00;
87_3;;;;;0,00;0,00;
88_1;;;;;0,00;0,00;
88_2;;;;;0,00;0,00;
88_3;SEMBACH;RACHEL;FRN;5785;8,66;14,32;N
88_4;BUCHMANN;LOUISE;FRN;6260;9,22;15,12;N
89_1;SIGAUT;MARION;DVD;550;0,70;1,18;N
89_2;KOTOUJANSKY;JACQUES;EXD;362;0,47;0,78;N
89_3;SERRÃ‰;GÃ‰RARD;DVD;526;0,59;1,03;N
90_1;CRETIN;GÃ‰RARD;EXD;245;0,52;0,87;N
90_2;ROY;ISABELLE;FRN;4921;10,30;17,56;N
91_1;SRHIR;MARIANNE;DVD;396;0,56;1,16;N
91_2;REYNAUD;ERIC;DVD;888;1,02;1,74;N
91_3;LEGOFF;SOPHIE;DVD;1020;1,11;1,89;N
91_4;CROIZET;MARTINE;DVD;474;0,51;0,84;N
91_5;MORDEFROID;JEAN-PAUL;MODEM;1804;2,71;4,31;N
91_6;GIRAUD;CÃ‰DRIC;FRN;5091;6,68;11,48;N
91_7;SPICHER-BERNIER;LAURENCE;DVD;3965;5,53;9,99;N
91_8;JEYAKUMAR;JANATHI;NouvC;70;0,09;0,16;N
91_9;BRUN;PHILIPPE;DVD;1554;2,04;3,61;N
91_10;ZLOWODZKI;THOMAS;DVD;1656;2,73;5,24;N
92_1;YAHIAOUI;KARIM;MODEM;492;0,83;1,73;N
92_2;POURBAGHER;FRANCIS;DVD;489;0,77;1,30;N
92_3;LAUPIES;PIERRE-LOUIS;DVD;166;0,22;0,37;N
92_4;HARE;MARIE-CLAIRE;ECO;168;0,24;0,44;N
92_5;MOUTONGO-BLACK;ALVINE;MODEM;923;1,34;2,30;N
92_6;FROMANTIN;JEAN-CHRISTOPHE;DVD;16954;23,10;39,34;O
92_7;BLANCHARD;LAURENT;DIV;604;0,72;1,20;N
92_8;BENIERE;LOUISE;DVD;173;0,26;0,42;N
92_9;SOLERE;THIERRY;DVD;1691;2,77;4,68;O
92_10;BUNOT;SANDRINE;FRN;2361;3,29;5,44;N
92_11;BRANAA;JEAN-ERIC;MODEM-;295;0,44;0,76;N
92_12;WAHNICH;SOPHIE;DIV;184;0,20;0,33;N
92_13;DE ZAYAS;MARIE;DVD;373;0,43;0,69;N
93_1;BRES;BERNARD;EXD;320;0,58;1,27;N
93_2;MONANY;VIJAY;UMP;2018;3,90;9,12;N
93_3;FOUBERT;DANIELA;DVD;301;0,43;0,82;N
93_4;CLAVEL;GILLES;FRN;3511;5,84;13,53;N
93_5;BOISSON;ROXIANE;DVD;133;0,21;0,45;N
93_6;ZSOTER;ILONA;UMP;3021;6,05;13,41;N
93_7;COUÃ‹DIC;MARC;DVD;210;0,30;0,59;N
93_8;BOUSSELAIRE;DANIEL;FRN;3920;6,52;12,00;N
93_9;RIVIERE;ROMAIN;DIV;404;0,61;1,24;N
93_10;PINHEIRO;AMÃ‰LIE;MODEM;380;0,57;1,18;N
93_11;VALLETON;MARTINE;UMP;5373;8,66;18,07;N
93_12;CHASSIGNEUX;STÃ‰PHANE;DVD;339;0,53;1,02;N
94_1;PLAGNOL;HENRI;UMP;18137;21,93;37,70;O
94_2;DAS NEVES;MARIA-MANUELA;PRV;131;0,20;0,41;N
94_3;GONZALES;DIDIER;UMP;10907;15,40;29,27;O
94_4;CHEVALIER;GILBERT;DVD;474;0,66;1,17;N
94_5;ZHU;LYDIE;DVD;175;0,20;0,37;N
94_6;BEAUDOUIN;PATRICK;UMP;16929;21,70;36,92;O
94_7;DELL'AGNOLA;RICHARD;UMP;11942;18,76;32,94;O
94_8;HERBILLON;MICHEL;UMP;20689;28,04;46,98;O
94_9;FOUCHARD;PIERRE;FRN;3039;5,70;11,69;N
94_10;CROS;CLAUDINE;NouvC;167;0,26;0,51;N
94_11;PATRY;THÃ‰RÃˆSE;FRN;2856;4,77;9,13;N
95_1;LAHMER;MARC;DVD;362;0,46;0,79;N
95_2;;;;;0,00;0,00;
95_3;CALBRIX;NICOLAS;DVD;726;0,82;1,50;N
95_4;BODIN;CLAUDE;UMP;14704;20,25;35,98;O
95_5;MOTHRON;GEORGES;UMP;9301;13,66;27,50;O
95_6;FITREMANN;DOMINIQUE;DVD;82;0,11;0,20;N
95_7;;;;;0,00;0,00;
95_8;BLANCHET;MARIE-FRANCE;UMP;4903;9,42;22,39;O
95_9;DUBOIS;LYDIE;FRN;6163;9,09;18,44;N
95_10;PRATX;JOSIANE;DVD;186;0,30;0,58;N
971_1;;;;;0,00;0,00;
971_2;CORNET;CÃ‰DRIC;DIV;379;0,46;1,56;N
971_3;;;;;0,00;0,00;
971_4;;;;;0,00;0,00;
972_1;MARIE-JEANNE;ALFRED;DIV;6522;8,54;28,38;O
972_2;ORVILLE;MAX;MODEM;292;0,36;1,10;N
972_3;;;;;0,00;0,00;
972_4;LAMBERT;MAX;DVD;36;0,05;0,14;N
973_1;;;;;0,00;0,00;
973_2;;;;;0,00;0,00;
974_1;RAMASSAMY;NADIA;DVD;1319;1,78;4,03;N
974_2;SINIMALE;SANDRA;UMP;2820;3,36;7,36;N
974_3;;;;;0,00;0,00;
974_4;CLAIN;MARIE-LUCE;FRN;1428;1,51;3,00;N
974_5;DAMOUR;JOSEPH;FRN;772;1,02;2,56;N
974_6;;;;;0,00;0,00;
974_7;MAGNIN;PIERRE;DIV;329;0,33;0,77;N
975_1;;;;;0,00;0,00;
979_1;;;;;0,00;0,00;
985_1;ALY;ABDOULATIFOU;MODEM;127;0,36;0,82;N
985_2;SALIM;ABDOULDAJBAR;DIV;0;0,00;0,00;N
986_1;;;;;0,00;0,00;
987_1;FRITCH;EDOUARD;DVD;11055;16,47;36,62;O
987_2;ALPHA;TEARII;DVD;1954;3,28;7,57;N
987_3;OOPA;TERIIORAI;DVD;10;0,02;0,04;N
988_1;;;;;0,00;0,00;
988_2;;;;;0,00;0,00;
99_1;TREUILLE;ANTOINE;DVD;1611;1,03;5,10;N
99_2;TERRIEN;ALAIN;DIV;8;0,01;0,07;N
99_3;KOENIG;GASPARD;DVD;801;0,90;4,40;N
99_4;BUFFETAUT;STÃ‰PHANE;DVD;453;0,47;1,96;N
99_5;LAVARDE;ALAIN;FRN;1035;1,30;6,49;N
99_6;SPOERRI;MICHELINE;DVD;1151;1,08;4,97;N
99_7;DEJOUY;AGNÃˆS;FRN;740;0,83;3,55;N
99_8;TAIEB;GIL;DIV;1431;1,31;9,92;N
99_9;DENDÃˆNE;KARIM;DVD;1223;1,26;7,22;N
99_10;BRIDON;FRANÃ‡OIS;DVD;6;0,01;0,03;N
99_11;BRETEAU;SÃ‰BASTIEN;DVD;1070;1,35;4,90;N
1_1;;;;;0,00;0,00;
1_2;;;;;0,00;0,00;
1_3;;;;;0,00;0,00;
1_4;;;;;0,00;0,00;
1_5;LEGER;BERNARD;DVD;176;0,24;0,42;N
2_1;;;;;0,00;0,00;
2_2;GAMPERT;JEAN-THIERRY;EXD;276;0,38;0,62;N
2_3;;;;;0,00;0,00;
2_4;LEHIDEUX;MARTINE;EXD;412;0,52;0,96;N
2_5;;;;;0,00;0,00;
3_1;;;;;0,00;0,00;
3_2;;;;;0,00;0,00;
3_3;LOPEZ;CLAUDINE;FRN;6415;8,12;13,64;N
4_1;BAUDOUI-MAUREL;MARIE-ANNE;DVD;1187;1,96;3,19;N
4_2;CHUISANO;NOÃ‹L;DVD;315;0,50;0,81;N
5_1;DAUDON;JACQUES;DIV;121;0,22;0,36;N
5_2;;;;;0,00;0,00;
6_1;PEYRAT;JACQUES;EXD;7351;8,93;16,16;N
6_2;;;;;0,00;0,00;
6_3;ROOS;DENIS;DVD;143;0,16;0,30;N
6_4;;;;;0,00;0,00;
6_5;CARDIN;DANIELLE;FRN;10559;12,36;21,41;N
6_6;;;;;0,00;0,00;
6_7;;;;;0,00;0,00;
6_8;;;;;0,00;0,00;
6_9;;;;;0,00;0,00;
7_1;;;;;0,00;0,00;
7_2;LE GRAND;ANNE-LAURE;DVD;317;0,35;0,56;N
7_3;;;;;0,00;0,00;
8_1;;;;;0,00;0,00;
8_2;;;;;0,00;0,00;
8_3;;;;;0,00;0,00;
9_1;;;;;0,00;0,00;
9_2;;;;;0,00;0,00;
10_1;;;;;0,00;0,00;
10_2;CIANNI;GÃ‰RARD;FRN;8700;11,93;20,20;N
10_3;GUIDAT;VÃ‰RONIQUE;DVD;268;0,40;0,71;N
11_1;MORIO;ROBERT;FRN;11674;12,58;20,67;O
11_2;PHILIPPE;LAURE-EMMANUELLE;FRN;9536;11,39;18,80;N
11_3;LESOEUR;MARIA;DIV;181;0,21;0,32;N
12_1;;;;;0,00;0,00;
12_2;;;;;0,00;0,00;
12_3;CABROL;STÃ‰PHANE;DIV;189;0,26;0,41;N
13_1;ROUDIER;PAUL;DVD;186;0,25;0,44;N
13_2;BARTOLINI;ALEXANDRE;FRN;8083;10,44;17,84;N
13_3;CHARIN;SIMONE;DVD;163;0,23;0,44;N
13_4;SOILIHI;FARID;ECO;290;0,49;0,95;N
13_5;MUSELIER;RENAUD;UMP;12991;18,91;32,45;O
13_6;PLACENTE;PATRICK;DVD;198;0,27;0,49;N
13_7;MAOUDJ;NADIA;ECO;213;0,34;0,71;N
13_8;PIED;JEAN-YVES;EXD;609;0,65;1,13;N
13_9;MELIN;JOÃ‹LLE;FRN;12003;12,96;22,25;O
13_10;;;;;0,00;0,00;
13_11;;;;;0,00;0,00;
13_12;CUPOLATI;PAUL;FRN;13257;14,89;26,68;O
13_13;ESPALLARDO;BÃ‰ATRIX;FRN;11567;12,77;21,69;O
13_14;CAYOL;PIERRE;DVD;388;0,41;0,71;N
13_15;PRESTI;JÃ‰RÃ”ME;DIV;330;0,34;0,56;N
13_16;;;;;0,00;0,00;
14_1;;;;;0,00;0,00;
14_2;FRANÃ‡OIS;AMANDINE;UMP;4650;6,93;11,98;N
14_3;;;;;0,00;0,00;
14_4;;;;;0,00;0,00;
14_5;CHAPRON;PHILIPPE;FRN;5798;6,71;11,24;N
14_6;;;;;0,00;0,00;
15_1;;;;;0,00;0,00;
15_2;GUIBERT;PAULINE;FRN;2062;3,65;5,86;N
16_1;DUCLAUD;DANIÃˆLE;DVD;96;0,11;0,21;N
16_2;GILLET;CHRISTOPHE;FRN;5405;6,37;11,26;N
16_3;;;;;0,00;0,00;
