Dept_circo;Nom;Prenom;nuance;voix;%Voix/inscrit;%Voix/exprimes;Acces
75_13;PEYRAUD;MÃ‰LANIE;EXG;77;0,11;0,17;N
75_14;DALMAS;JEAN-PIERRE;EXG;44;0,06;0,11;N
75_15;CHARVILLAT;ARNAUD;EXG;236;0,32;0,56;N
75_16;SEBBAN;SERGE;EXG;163;0,25;0,45;N
75_17;DELALONDRE;CLARISSE;EXG;115;0,21;0,40;N
75_18;LEWI;OLIVIA;EXG;148;0,23;0,39;N
76_1;BRISSARD;HERVÃ‰;EXG;77;0,12;0,21;N
76_2;TORRE;CHRISTELLE;EXG;362;0,40;0,66;N
76_3;LE MANACH;PASCAL;EXG;291;0,42;0,79;N
76_4;PODGUSZER;FRÃ‰DÃ‰RIC;EXG;352;0,40;0,72;N
76_5;SULKOWSKI;SIMON;EXG;326;0,35;0,60;N
76_6;PETITEVILLE;MICHELLE;EXG;353;0,32;0,54;N
76_7;PLOUIN;JULIETTE;EXG;162;0,18;0,33;N
76_8;DIEUDONNE;DANIEL;EXG;163;0,23;0,49;N
76_9;CAUCHOIS;MAGALI;EXG;401;0,43;0,74;N
76_10;MOISAN;ERIC;EXG;539;0,51;0,83;N
77_1;DELVERT;PATRICK;EXG;122;0,18;0,33;N
77_2;MOGUELET;VIVIANE;EXG;221;0,28;0,48;N
77_3;AUCOUTURIER;ALAIN;EXG;170;0,23;0,40;N
77_4;COTTIN;FRANÃ‡OISE;EXG;316;0,37;0,64;N
77_5;MAUREL;FRANCK;EXG;222;0,28;0,50;N
77_6;RIEUPET;ANNIE;EXG;239;0,32;0,55;N
77_7;DELIMARD;GÃ‰RARD;EXG;215;0,26;0,48;N
77_8;RENAULT;FRÃ‰DÃ‰RIC;EXG;182;0,22;0,41;N
77_9;WOODS;FLORENCE;EXG;164;0,20;0,37;N
77_10;FRIJA;GABRIELLE;EXG;218;0,28;0,55;N
77_11;DE LA TORRE;ANNE;EXG;169;0,27;0,54;N
78_1;ALLANI;SONIA;EXG;148;0,18;0,30;N
78_2;RINGOT;DIDIER;EXG;141;0,17;0,27;N
78_3;AUGUSTIN;OLIVIER;EXG;118;0,14;0,24;N
78_4;HESSE;LAURENCE;EXG;132;0,17;0,29;N
78_5;LÃ‰PICIER;ALAIN;EXG;146;0,20;0,35;N
78_6;SAULNIER;MARIELLE;EXG;155;0,21;0,38;N
78_7;KAYA;ALI;EXG;169;0,22;0,39;N
78_8;MARTIN;MAURICE;EXG;150;0,21;0,40;N
78_9;GOMMARD;PHILIPPE;EXG;500;0,56;1,03;N
78_10;BEDAGUE;FLORENCE;EXG;210;0,24;0,40;N
78_11;EGASSE;CHRISTINE;EXG;140;0,21;0,38;N
78_12;HEMERY;FRÃ‰DÃ‰RIC;EXG;130;0,20;0,33;N
79_1;VALLEE;MARYSE;EXG;380;0,43;0,75;N
79_2;POUPINOT;NICOLE;EXG;239;0,25;0,42;N
79_3;SZOTOWSKI;LUDVIC;EXG;191;0,22;0,38;N
80_1;ROSSI;NATHALIE;EXG;327;0,38;0,70;N
80_2;PALENI;BRUNO;EXG;330;0,44;0,78;N
80_3;ACOULON;LAURENCE;EXG;264;0,31;0,49;N
80_4;FLAMENT;PASCAL;EXG;381;0,46;0,74;N
80_5;LAUNAY;HÃ‰LÃˆNE;EXG;401;0,49;0,79;N
81_1;LOPEZ;VINCENT;EXG;182;0,22;0,34;N
81_2;DEMEAUTIS;CHRISTIAN;EXG;172;0,17;0,27;N
81_3;TRESSENS;CHANTAL;EXG;229;0,23;0,36;N
82_1;BLANCO;RICHARD;EXG;234;0,27;0,43;N
82_2;RATSIMBA;FRANÃ‡OISE;EXG;262;0,29;0,48;N
83_1;CANUT;DOMINIQUE;EXG;107;0,15;0,27;N
83_2;DEFRANCE;RENÃ‰E;EXG;178;0,20;0,37;N
83_3;GOURC;FRÃ‰DÃ‰RIC;EXG;180;0,18;0,32;N
83_4;DEIDON;PIERRE;EXG;126;0,13;0,22;N
83_5;MONCHAL;MURIEL;EXG;182;0,20;0,35;N
83_6;COEN;SABRINA;EXG;212;0,20;0,34;N
83_7;BALTY;MARIE-RENÃ‰E;EXG;130;0,13;0,23;N
83_8;SZTRUSMAN;LÃ‰NA;EXG;110;0,11;0,19;N
84_1;GESLIN;STÃ‰PHANE;EXG;139;0,19;0,34;N
84_2;RIZZA;SALVATOR;EXG;152;0,19;0,31;N
84_3;HELLEU;BERTRAND;EXG;178;0,25;0,41;N
84_4;LACLAU;NATHALIE;EXG;219;0,25;0,42;N
84_5;PIERINI;LUCIEN;EXG;190;0,24;0,40;N
85_1;ROBIN;GILLES;EXG;333;0,33;0,57;N
85_2;SAMSON;CHRISTINE;EXG;205;0,21;0,35;N
85_3;THERIN;JEAN-YVES;EXG;253;0,22;0,38;N
85_4;STAMBOULI;MICHEL;EXG;245;0,26;0,44;N
85_5;RAMBAUD;MARIE-CLAUDE;EXG;279;0,35;0,57;N
86_1;KEPINSKI;CLAUDINE;EXG;98;0,13;0,23;N
86_2;BARERE;FRANÃ‡OIS;EXG;187;0,25;0,42;N
86_3;CASSETTE;DANIÃˆLE;EXG;268;0,36;0,61;N
86_4;VILLERET;PATRICE;EXG;400;0,53;0,95;N
87_1;FAUCON;ELISABETH;EXG;371;0,44;0,74;N
87_2;ROUSSIE;CLAUDINE;EXG;383;0,40;0,64;N
87_3;MOURNETAS;DANIEL;EXG;353;0,42;0,69;N
88_1;ABBOT;EVELYNE;EXG;306;0,40;0,69;N
88_2;BALU;JACQUES;EXG;273;0,37;0,62;N
88_3;USSELMANN;DENISE;EXG;165;0,25;0,41;N
88_4;COLAS;MAURICE;EXG;203;0,30;0,49;N
89_1;DELORME;FABIENNE;EXG;244;0,31;0,52;N
89_2;DUMONT;AUDREY;EXG;319;0,41;0,69;N
89_3;SCANIGLIA-KERMIN;ANNIE;EXG;142;0,16;0,28;N
90_1;PETITOT;CHRISTIANE;EXG;170;0,36;0,60;N
90_2;PHEULPIN;JEAN-MARIE;EXG;225;0,47;0,80;N
91_1;DANQUIGNY;CHRISTINE;EXG;71;0,10;0,21;N
91_2;LEFEBVRE;RÃ‰GINE;EXG;92;0,11;0,18;N
91_3;BOISSIERE;NADÃˆGE;EXG;130;0,14;0,24;N
91_4;LEBRETON;OLIVIER;EXG;187;0,20;0,33;N
91_5;CHABOUSSANT;GRÃ‰GORY;EXG;80;0,12;0,19;N
91_6;SAUTEREY;MARC;EXG;117;0,15;0,26;N
91_7;HOQUET;MARC;EXG;163;0,23;0,41;N
91_8;BEAUBATON;FRÃ‰DÃ‰RIC;EXG;56;0,07;0,13;N
91_9;GRISAUD;BENOÃŽT;EXG;162;0,21;0,38;N
91_10;DUBOULAY;CHANTAL;EXG;149;0,25;0,47;N
92_1;MOURRE;ODILE;EXG;42;0,07;0,15;N
92_2;GOISET;PHILIPPE;EXG;109;0,17;0,29;N
92_3;PARRY;JEAN-MARIE;EXG;77;0,10;0,17;N
92_4;BOUQUET;ANDRÃ‰;EXG;41;0,06;0,11;N
92_5;SAUGE;JEAN-MICHEL;EXG;88;0,13;0,22;N
92_6;LECLERC;MONIQUE;EXG;75;0,10;0,17;N
92_7;CHAUDON;ANNE-LAURE;EXG;142;0,17;0,28;N
92_8;HENIQUE;PHILIPPE;EXG;87;0,13;0,21;N
92_9;JANISSET;HÃ‰LÃˆNE;EXG;0;0,00;0,00;N
92_10;VIGUIE;LAURENCE;EXG;115;0,16;0,27;N
92_11;LE DEVEHAT;JEAN-LUC;EXG;100;0,15;0,26;N
92_12;LARCHER;ROBERT;EXG;195;0,22;0,35;N
92_13;ROLLOT;FRANCK;EXG;147;0,17;0,27;N
93_1;ABAD;CÃ‰CILE;EXG;195;0,35;0,78;N
93_2;JULIEN;PHILIPPE;EXG;160;0,31;0,72;N
93_3;STOBNICER;MAURICE;EXG;142;0,20;0,39;N
93_4;ROQUES;LINE;EXG;147;0,24;0,57;N
93_5;COUFFIN-GUERIN;ISABELLE;EXG;173;0,28;0,58;N
93_6;KINCAID;KAMÃ‰LIA;EXG;107;0,21;0,47;N
93_7;KEISER;CHRISTEL;EXG;236;0,33;0,67;N
93_8;MINARDI;GAÃ‹TAN;EXG;114;0,19;0,35;N
93_9;BUROT;JEAN-PAUL;EXG;283;0,43;0,87;N
93_10;LEFEBVRE;MICHEL;EXG;124;0,18;0,38;N
93_11;GRIMALDI;SERGE;EXG;105;0,17;0,35;N
93_12;REIMERINGER;GENEVIEVE;EXG;126;0,20;0,38;N
94_1;BERTRAND;ANNE-MARIE;EXG;146;0,18;0,30;N
94_2;GENDRE;DANIEL;EXG;172;0,26;0,54;N
94_3;YON;ANDRÃ‰;EXG;203;0,29;0,54;N
94_4;MAZURIER;CHRISTINE;EXG;176;0,24;0,44;N
94_5;PÃ‰TILLOT;NICOLAS;EXG;136;0,16;0,29;N
94_6;SAINTIER;ANNE;EXG;121;0,16;0,26;N
94_7;DELECRAY;GUY;EXG;137;0,22;0,38;N
94_8;KING;JEAN-FRANÃ‡OIS;EXG;139;0,19;0,32;N
94_9;MAURY;CLAIRE;EXG;141;0,26;0,54;N
94_10;SAVY;AIMÃ‰;EXG;122;0,19;0,38;N
94_11;THEBAULT;EMMANUEL;EXG;191;0,32;0,61;N
95_1;PETIT;JEAN-MARC;EXG;122;0,16;0,27;N
95_2;PARTAIX;AGNÃˆS;EXG;136;0,19;0,32;N
95_3;RÃ‰CAN;JOSETTE;EXG;191;0,22;0,40;N
95_4;POUPARD;ALAIN;EXG;124;0,17;0,30;N
95_5;MARIETTE;DOMINIQUE;EXG;359;0,53;1,06;N
95_6;VELEZ;JEAN-CLAUDE;EXG;94;0,13;0,23;N
95_7;BONHOMME;GILLES;EXG;146;0,22;0,41;N
95_8;BON;JEAN-CLAUDE;EXG;129;0,25;0,59;N
95_9;HANRYON;DANIÃˆLE;EXG;176;0,26;0,53;N
95_10;CASSAN;ERIC;EXG;191;0,30;0,60;N
971_1;DIAKOK;DANIELLE;EXG;306;0,42;1,50;N
971_2;FLETCHER;CLAUDE;EXG;199;0,24;0,82;N
971_3;DAHOMAY;LITA;EXG;219;0,28;0,86;N
971_4;NOMERTIN;JEAN-MARIE;EXG;422;0,63;1,56;N
972_1;MARTHE DITE SURELLY;MARIE-HELLEN;EXG;375;0,49;1,63;N
972_2;DUFEAL;ALEX;EXG;154;0,19;0,58;N
972_3;JOACHIM-ARNAUD;GHISLAINE;EXG;653;0,99;3,53;N
972_4;JEAN;GABRIEL;EXG;184;0,23;0,71;N
973_1;GUARD;MONIQUE;FDG;265;0,57;2,11;N
973_2;KOKASON;SERGINE;SOC;931;3,02;9,61;N
974_1;BAÃKIOM;CORINNE;EXG;92;0,12;0,28;N
974_2;HOAREAU;MICKAÃ‹L;EXG;67;0,08;0,17;N
974_3;BASSE;PASCAL;FDG;427;0,51;1,07;N
974_4;LATCHOUMANIN;SERGE;EXG;193;0,20;0,41;N
974_5;PAYET;JEAN-YVES;EXG;318;0,42;1,06;N
974_6;LOMBARD;DIDIER;EXG;194;0,29;0,70;N
974_7;SIMONIN;DENIS;EXG;146;0,15;0,34;N
975_1;GIRARDIN;ANNICK;PRG;1674;33,98;65,52;N
979_1;MUSSINGTON;LOUIS;SOC;1107;4,87;16,72;N
985_1;ALI;RAMLATI;SOC;1235;3,47;7,98;N
985_2;ABOUBACAR;IBRAHIM;SOC;5149;12,26;24,19;O
986_1;TUI;EPIFANO;SOC;913;10,17;13,17;N
987_1;HEITAA;GUSTAVE;FDG;104;0,15;0,34;N
987_2;OTCENASEK;JAROS;ECO;297;0,50;1,15;N
987_3;TETUANUI;MONIL;DVG;206;0,34;0,74;N
988_1;SIO;RICHARD;FDG;627;0,82;1,78;N
988_2;GAY;ERIC;UMP;8814;9,87;20,08;N
99_1;CLEMENT;CÃ‰LINE;FDG;901;0,58;2,85;N
99_2;GARRIDO;RAQUEL;FDG;990;1,35;8,60;N
99_3;JAMET;LUCILE;FDG;671;0,76;3,69;N
99_4;BALAVOINE;CHARLOTTE;FDG;970;1,00;4,19;N
99_5;ESTIVILL;JULIETTE;FDG;1374;1,73;8,61;N
99_6;ORSINI;MAGALI;FDG;900;0,84;3,88;N
99_7;BOURGUIGNON;ERIC;FDG;809;0,91;3,88;N
99_8;PARRAVICINI;MICHÃˆLE;FDG;911;0,83;6,32;N
99_9;SUCHECKI;LAETITIA;FDG;743;0,77;4,39;N
99_10;BRÃ‰MONT;AXELLE;FDG;504;0,55;2,40;N
99_11;BALLOUHEY;CLAUDE;FDG;403;0,51;1,85;N
1_1;GUENARD GERBAUD;CAROLE;EXG;171;0,22;0,36;N
1_2;PHILIPPE;KATIA;FDG;2215;2,55;4,29;N
1_3;THOUMINE;YVES;FDG;1622;2,32;4,36;N
1_4;MORTEL;JEAN-FRANÃ‡OIS;EXG;192;0,23;0,39;N
1_5;LARGERON;GUY;EXG;165;0,22;0,40;N
2_1;BRUNET;CLAUDINE;FDG;1629;2,24;3,82;N
2_2;ZANDITENAS;ANNE;EXG;242;0,33;0,54;N
2_3;LECOYER;RÃ‰GIS;FDG;1888;2,69;4,65;N
2_4;KNOCKAERT;BARBARA;EXG;269;0,34;0,62;N
2_5;AUSECACHE;MIREILLE;FDG;2115;2,61;4,46;N
3_1;LACARIN;MARIE-FRANÃ‡OISE;FDG;8050;8,91;14,67;N
3_2;DREYFUS;VÃ‰RONIQUE;EXG;336;0,39;0,65;N
3_3;SEMET;PASCALE;FDG;2650;3,35;5,63;N
4_1;CARLE;MIREILLE;EXG;170;0,28;0,46;N
4_2;PICARD;BRIGITTE;EXG;179;0,28;0,46;N
5_1;EYRAUD;JEAN-CLAUDE;FDG;3404;6,07;10,00;N
5_2;GUIGLI;CATHERINE;FDG;1674;3,29;5,39;N
6_1;FORTUIT;LOÃC;EXG;303;0,37;0,67;N
6_2;PAULUS;MICHELLE;COM;182;0,22;0,38;N
6_3;DELLA SUDDA;BRUNO;EXG;518;0,59;1,09;N
6_4;TUJAGUE;FRANCIS;FDG;4905;5,78;10,18;N
6_5;CIARAVOLA;FLORENCE;EXG;475;0,56;0,96;N
6_6;BARTOLI;DANIÃˆLE;EXG;94;0,12;0,22;N
6_7;CARENZO;PHILIPPE;EXG;803;0,90;1,58;N
6_8;ROLLY;SYLVIE;FDG;1344;1,67;3,16;N
6_9;BERNASCONI;PIERRE;FDG;1738;2,25;3,99;N
7_1;SONCINI-SYREN;PATRICIA;EXG;292;0,38;0,65;N
7_2;GUION;PASCAL;EXG;271;0,30;0,48;N
7_3;CAUVIN;BÃ‰ATRICE;EXG;162;0,21;0,33;N
8_1;DALLA ROSA;SYLVAIN;FDG;1992;2,72;4,77;N
8_2;LEFLON;MICHÃˆLE;FDG;1913;2,95;5,50;N
8_3;MORAINE;CLAUDETTE;FDG;1183;2,02;3,40;N
9_1;LASSERRE;JANINE;EXG;205;0,36;0,60;N
9_2;GRANET;PIERRE;EXG;289;0,48;0,79;N
10_1;GAUDOT;RENÃ‰;PRG;10703;16,54;27,99;O
10_2;CORNEVIN;JEAN-PIERRE;FDG;2084;2,86;4,84;N
10_3;BISSEY;PIERRE;EXG;231;0,35;0,61;N
11_1;EL HEDRI;LUCILE;EXG;206;0,22;0,36;N
11_2;TOURNISSA;JEAN-PAUL;FDG;2995;3,58;5,91;N
11_3;LARRUY;MARIE-ANGÃˆLE;FDG;4512;5,15;8,10;N
12_1;SERIEYS;GUILHEM;FDG;2708;3,59;5,54;N
12_2;PUECH;YANN;EXG;428;0,61;0,95;N
12_3;BESTARD;NICOLAS;EXG;366;0,51;0,79;N
13_1;CECON;MARC;EXG;85;0,12;0,20;N
13_2;CONTAUX;MARIE;EXG;133;0,17;0,29;N
13_3;ESPINOSA;VICTOR-HUGO;EXG;188;0,27;0,51;N
13_4;BAZZALI;RÃ‰MY;EXG;77;0,13;0,25;N
13_5;MALHOLE;NATHALIE;EXG;57;0,08;0,14;N
13_6;LARRIVEN;DAVID;EXG;113;0,16;0,28;N
13_7;MEGUENNI;ZOUBIDA;EXG;230;0,36;0,77;N
13_8;LE CACHEUX;HÃ‰LÃˆNE;FDG;3112;3,34;5,76;N
13_9;DIHARÃ‡ABAL;CLAUDE;EXG;199;0,21;0,37;N
13_10;PRIMO;YVELINE;FDG;6643;6,63;11,18;N
13_11;CLERC;STÃ‰PHANIE;EXG;237;0,28;0,49;N
13_12;LABRANCHE;JEAN-CLAUDE;FDG;3528;3,96;7,10;N
13_13;FAJRY;ADIL;EXG;680;0,75;1,28;N
13_14;LEFEBVRE;FRANÃ‡OIS;EXG;190;0,20;0,35;N
13_15;MOULET;FRANCK;EXG;235;0,24;0,40;N
13_16;DUBOST;GUY;EXG;260;0,29;0,50;N
14_1;HULBERT;MARIE-PIERRE;EXG;243;0,35;0,59;N
14_2;GARCIA;CHRISTOPHE;EXG;130;0,19;0,34;N
14_3;MUSSLE;CHRISTOPHE;EXG;0;0,00;0,00;N
14_4;LIARD;SOPHIE;EXG;240;0,25;0,42;N
14_5;MOISAN;MICHEL;EXG;231;0,27;0,45;N
14_6;LEROY;GÃ‰RARD;EXG;336;0,37;0,61;N
15_1;GALEAU;THIERRY;FDG;1347;2,09;3,37;N
15_2;COETMEUR;HENRI;FDG;707;1,25;2,01;N
16_1;DEBOEUF;MICHEL;EXG;304;0,36;0,66;N
16_2;MAMET;SYLVIE;FDG;2354;2,77;4,90;N
16_3;MINBIOLLE;SYLVAIN;FDG;3299;3,59;6,02;N
17_1;MEMAIN;ESTHER;FDG;2019;2,04;3,40;N
17_2;CASTELLO;FRÃ‰DÃ‰RIC;EXG;240;0,25;0,43;N
17_3;CARMOUSE;MICHELLE;FDG;2564;3,14;5,52;N
17_4;BOIFFIER;JEAN-YVES;FDG;2168;2,47;4,23;N
17_5;GUIARD;JACQUES;FDG;2340;2,21;3,76;N
18_1;AVRIL;MARIE;EXG;174;0,24;0,41;N
18_2;LASSERRE;MICHEL;EXG;412;0,59;1,09;N
18_3;MECHIN;NADINE;FDG;3825;4,39;7,43;N
19_1;AUDOUIN;CHRISTIAN;FDG;6695;7,08;10,36;N
19_2;COQUEREL;ERIC;FDG;4004;4,36;6,93;N
21_1;COSTE;CHRISTIAN;EXG;148;0,22;0,35;N
21_2;PERRIN;CAMILLE;EXG;180;0,27;0,45;N
21_3;PATINET-HOLLINGER;DANIÃˆLE;EXG;179;0,26;0,45;N
21_4;MARTIN;LUC;EXG;196;0,28;0,44;N
21_5;HOLLINGER;YVES;EXG;149;0,18;0,30;N
22_1;LE FOL;ALAIN;EXG;444;0,50;0,83;N
22_2;LEROY;ALEXANDRA;EXG;318;0,34;0,54;N
22_3;LIONS;GWENDOLINE;EXG;258;0,30;0,44;N
22_4;LAHELLEC;GÃ‰RARD;FDG;8457;10,62;16,60;N
22_5;GUÃ‰GUEN;YANN;EXG;373;0,36;0,58;N
23_1;POUGET-CHAUVAT;MARIE-HÃ‰LÃˆNE;FDG;4600;4,75;7,50;N
24_1;ROSEVEGUE;ANDRÃ‰;EXG;217;0,29;0,47;N
24_2;ALBRIGO;BERNARD;EXG;324;0,40;0,64;N
24_3;SALON;JEAN-PAUL;FDG;3472;5,03;7,62;N
24_4;LEGUAY;IRÃˆNE;EXG;380;0,44;0,68;N
25_1;SERAFINOWSKI;BERNARD;EXG;156;0,21;0,36;N
25_2;MARCOUT;JULIEN;EXG;311;0,41;0,67;N
25_3;MANIERE;LIONEL;FDG;1961;3,00;5,04;N
25_4;TREPPO;MICHEL;EXG;208;0,31;0,52;N
25_5;FAIVRE;CLAUDE;EXG;1556;2,01;3,27;N
26_1;LAMBERT-BILINSKI;SIMON;EXG;328;0,45;0,78;N
26_2;ORTEGA;SYLVAIN;EXG;281;0,32;0,54;N
26_3;BERTAUX;MIREILLE;EXG;739;0,72;1,12;N
26_4;VITAL;ANNIE;EXG;686;0,76;1,28;N
27_1;DELABARRE;JEAN-ANDRÃ‰;EXG;312;0,37;0,65;N
27_2;LEWI;ROSINE;EXG;163;0,21;0,36;N
27_3;FAVIER;SYLVIE;EXG;319;0,39;0,65;N
27_4;OZANNE;SOPHIE;EXG;504;0,58;1,03;N
27_5;HORVAIS;VIVIANE;EXG;245;0,28;0,49;N
28_1;TREPPOZ;MÃ‰LINÃ‰E;EXG;183;0,21;0,36;N
28_2;VIRY;LUC;EXG;166;0,23;0,43;N
28_3;CHEVROLLIER;VINCENT;EXG;226;0,32;0,55;N
28_4;GEORGET;MANUEL;EXG;221;0,33;0,54;N
29_1;BERNARD;ANDRÃ‰;FDG;2590;3,01;4,93;N
29_2;CHERBLANC;ANDRÃ‰;EXG;167;0,21;0,40;N
29_3;PERROT;CHRIS;EXG;488;0,57;0,94;N
29_4;DUPONT;ISMAÃ‹L;FDG;2956;3,60;5,72;N
29_5;MAZELIN;ISABELLE;FDG;2417;2,65;4,40;N
29_6;MENESGUEN;ANDRÃ‰;EXG;556;0,62;0,98;N
29_7;PENCALET-KERIVEL;FRANÃ‡OISE;FDG;3415;4,28;6,77;N
29_8;MOREL;ANNE;EXG;279;0,33;0,56;N
2A_1;LUCIANI;PAUL-ANTOINE;FDG;2040;4,26;7,57;N
2A_2;BUCCHINI;DOMINIQUE;FDG;3509;6,54;10,86;N
2B_1;STEFANI;MICHEL;FDG;2346;4,29;7,14;N
2B_2;FEDI;MARIE-JEANNE;FDG;2258;3,53;5,80;N
30_1;DEJEAN;GUY;EXG;133;0,16;0,28;N
30_2;FLOUTIER;DANIELLE;FDG;2672;3,25;5,18;N
30_3;MENARD;CHARLES;FDG;3916;4,40;7,13;N
30_4;PASQUALINI;SOPHIE;EXG;169;0,19;0,31;N
30_5;DE MAUVAISIN;OLIVIER;EXG;235;0,25;0,41;N
30_6;CASTEL;BRUNO;EXG;226;0,29;0,51;N
31_1;PICHON;BETTINA;EXG;284;0,37;0,66;N
31_2;FONTUGNE;FANNY;EXG;289;0,31;0,53;N
31_3;COUDERETTE;THOMAS;EXG;190;0,26;0,42;N
31_4;MARCIREAU;PATRICK;EXG;104;0,16;0,30;N
31_5;JOUGLAR;FRANÃ‡OIS;EXG;258;0,29;0,48;N
31_6;GELY;FLORIAN;EXG;285;0,28;0,46;N
31_7;CALVINHAC;NOÃ‹LLE;EXG;364;0,39;0,65;N
31_8;BOUBE;PATRICK;FDG;5144;6,06;10,08;N
31_9;BRISSET;PATRICK;EXG;238;0,31;0,56;N
31_10;MISSIER;ANTOINE;EXG;142;0,16;0,24;N
32_1;FALCO;JEAN;EXG;590;0,80;1,31;N
32_2;SCHULTZ;GAÃ‹L;EXG;313;0,45;0,70;N
33_1;LARROQUET;ISABELLE;EXG;367;0,43;0,74;N
33_2;PENY;VALÃ‰RIE;EXG;281;0,45;0,79;N
33_3;PINTO BICHO;PIERRE;EXG;191;0,26;0,45;N
33_4;HERAUD;CHRISTINE;EXG;437;0,50;0,94;N
33_5;POUTOU;PHILIPPE;EXG;1264;1,23;2,12;N
33_6;ROUZE;PHILIPPE;EXG;361;0,38;0,64;N
33_7;PERCHET;GUILLAUME;EXG;125;0,17;0,29;N
33_8;NICOLAS;MONIQUE;EXG;254;0,26;0,44;N
33_9;RIOU;HERVÃ‰;EXG;329;0,38;0,63;N
33_10;DOLE;VIRGINIE;EXG;257;0,33;0,55;N
33_11;HUMBERT;MARIE;EXG;279;0,32;0,56;N
33_12;DELAGE;LAURENT;EXG;277;0,35;0,57;N
34_1;VIGUIE;FRANCIS;EXG;307;0,39;0,67;N
34_2;CHAYNES;MAURICE;EXG;101;0,17;0,33;N
34_3;BALENGHIEN;THOMAS;EXG;245;0,32;0,51;N
34_4;CABANNE;VALÃ‰RIE;EXG;234;0,23;0,38;N
34_5;LACHIVER;MORGANE;EXG;302;0,33;0,55;N
34_6;RIBO;DIDIER;EXG;2;0,00;0,00;N
34_7;ANDRAL;SÃ‰BASTIEN;FDG;5516;5,75;9,39;N
34_8;BIETRIX;SOPHIE;EXG;250;0,31;0,53;N
34_9;MOREAU;WALDECK;EXG;101;0,13;0,23;N
35_1;SOULARD;LÃ‰A;EXG;416;0,48;0,85;N
35_2;DUC-MAUGE;CLAUDE;EXG;312;0,36;0,59;N
35_3;GUILLET;BENOIT;EXG;292;0,36;0,60;N
35_4;ERMEL;GWENNOLA;EXG;447;0,53;0,92;N
35_5;COUILLANDRE;JOÃ‹LLE;FDG;1666;1,71;2,93;N
35_6;DUBU;FRANÃ‡OISE;EXG;572;0,67;1,12;N
35_7;CHAPA;PIERRE;EXG;376;0,40;0,67;N
35_8;LUCAS;FABRICE;EXG;205;0,26;0,46;N
36_1;LOGIE;VÃ‰RONIQUE;EXG;171;0,21;0,36;N
36_2;ROUHART;THIERRY;EXG;237;0,26;0,43;N
37_1;EWANJE EPEE;MUNIA;EXG;254;0,39;0,71;N
37_2;RUDEAUT;CATHERINE;EXG;237;0,28;0,47;N
37_3;JOUHANNAUD;THOMAS;EXG;182;0,19;0,32;N
37_4;PRODHOMME;JEAN-JACQUES;EXG;338;0,38;0,65;N
37_5;LANGLADE;FRANÃ‡OISE;FDG;2141;2,66;4,41;N
38_1;ALLIBE;CÃ‰CILE;EXG;208;0,26;0,42;N
38_2;GIVERNAUD;FABIEN;EXG;267;0,36;0,63;N
38_3;BRUN;CATHERINE;EXG;158;0,27;0,49;N
38_4;SELLIER;YVON;EXG;239;0,27;0,47;N
38_5;PERRIN;FAOUZIA;EXG;328;0,33;0,56;N
38_6;HIRSCH;FLORENCE;EXG;163;0,21;0,38;N
38_7;TARDY;ARLETTE;EXG;171;0,20;0,33;N
38_8;SERIS;PATRICK;EXG;155;0,21;0,36;N
38_9;PELLETIER;ALICE;EXG;320;0,34;0,60;N
38_10;BORDES;CHRISTIANNE;EXG;195;0,22;0,41;N
39_1;CARTON;ALINE;EXG;218;0,34;0,53;N
39_2;LORENZATI;ALAIN;EXG;197;0,36;0,60;N
39_3;REVOY;DOMINIQUE;EXG;231;0,34;0,54;N
40_1;COUTURIER;EMMANUELLE;EXG;201;0,21;0,35;N
40_2;MINVIELLE;DANIEL;EXG;260;0,25;0,42;N
40_3;FIGUERES;ISABELLE;FDG;4044;4,28;6,75;N
41_1;CLEMENT;MARIE-ANNE;EXG;357;0,44;0,77;N
41_2;VERRI;FLAVIA;EXG;406;0,51;0,85;N
41_3;BABARCZI;ALEX;EXG;218;0,26;0,42;N
42_1;VIGNAL;CLÃ‰MENTINE;EXG;223;0,33;0,61;N
42_2;RIVIER;DENIS;EXG;168;0,29;0,57;N
42_3;BONY;VINCENT;FDG;2898;3,60;6,26;N
42_4;FAVERJON;CHRISTOPHE;FDG;9982;10,07;17,18;N
42_5;ROCHE;EDITH;EXG;334;0,33;0,55;N
42_6;BANLIAT;CHRISTIAN;EXG;293;0,28;0,48;N
43_1;BALLEYDIER;CLAUDETTE;EXG;205;0,21;0,33;N
43_2;CHAUMET;MICHELLE;FDG;3332;4,15;6,93;N
44_1;JEGOUREL;CLAUDINE;EXG;293;0,40;0,67;N
44_2;CORMIER;SANDRA;EXG;260;0,32;0,55;N
44_3;HERVE;BRUNO;EXG;345;0,39;0,68;N
44_4;MAGAUD;SAMUEL;COM;147;0,18;0,30;N
44_5;PEILLON;PATRICIA;EXG;192;0,18;0,30;N
44_6;DAVID;LAURENT;FDG;3245;3,03;5,07;N
44_7;MAHE;VÃ‰RONIQUE;FDG;2731;2,68;4,41;N
44_8;LE BELLER;EDDY;EXG;390;0,48;0,86;N
44_9;LORTHIOIS;GAUTHIER;FDG;2683;2,49;4,03;N
44_10;MAIA;PEDRO;FDG;2885;2,70;4,32;N
45_1;COUTURE;ROBERT;EXG;171;0,23;0,40;N
45_2;REGNAULT;MARIE-PIERRE;EXG;207;0,25;0,43;N
45_3;DE MORAIS;ELSA;EXG;219;0,31;0,51;N
