link2;nom;departement;circonscription;sexe;nom candidat;prénom candidat;age_candidat;nuance_politique;csp;personnalité_bool;candidat_sortant;parti_predecesseur2007;chomage_moyen_2012;age_moy_2012;region_uda_8_wcorse;voixModele1;%_voix/ins;%_voix/exp;prediction;modele2Voix;modele2rounded
Jean-Luc LANDRU_59_9;Jean-Luc LANDRU;59;9;M;LANDRU;Jean-Luc;65;LR-UMP;2;Non;Non;Non;12.55;38.6882829338;2;1084;1.18;2.12;-0.275371788517;574.9862955741523;575
Vincent LEDOUX_59_10;Vincent LEDOUX;59;10;M;LEDOUX;Vincent;50;LR-UMP;4;Oui;Oui;Oui;12.55;38.6882829338;2;8753;10.69;19.88;-0.00173937448629;8718.013836966316;8718
Jocelyne LEFEBVRE_59_10;Jocelyne LEFEBVRE;59;10;F;LEFEBVRE;Jocelyne;70;EXG;7;Non;Non;Non;12.55;38.6882829338;2;956;1.17;2.17;0.0553800161873;1106.4871253775725;1106
Yasmina CHIGRI_59_10;Yasmina CHIGRI;59;10;F;CHIGRI;Yasmina;48;PS;5;Non;Non;Oui;12.55;38.6882829338;2;3231;3.94;7.34;-0.0350163329657;2980.716180125801;2981
Virginie ROSEZ_59_10;Virginie ROSEZ;59;10;F;ROSEZ;Virginie;48;FN;5;Non;Non;Non;12.55;38.6882829338;2;10942;13.36;24.85;-0.0940794116473;8810.83967597678;8811
Sophie TAÏEB_59_10;Sophie TAÏEB;59;10;F;TAÏEB;Sophie;57;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;10012;12.22;22.74;0.0304233588168;10795.358177791102;10795
Frédéric DEBRUYNE_59_10;Frédéric DEBRUYNE;59;10;M;DEBRUYNE;Frédéric;51;LR-UMP;3;Non;Non;Non;12.55;38.6882829338;2;1393;1.7;3.16;-0.254806543477;774.7196524782199;775
Olivier DESCAMPS_59_10;Olivier DESCAMPS;59;10;M;DESCAMPS;Olivier;53;EELV;5;Non;Non;Non;12.55;38.6882829338;2;985;1.2;2.24;-0.247140480887;557.5653153254486;558
Adélie CORMONT_59_10;Adélie CORMONT;59;10;F;CORMONT;Adélie;24;FG-FI;8;Non;Non;Non;12.55;38.6882829338;2;7755;9.47;17.61;-0.2324292021;4541.011482299601;4541
Laurent PIETRASZEWSKI_59_11;Laurent PIETRASZEWSKI;59;11;M;PIETRASZEWSKI;Laurent;50;EM-MODEM;3;Non;Non;Oui;12.55;38.6882829338;2;13017;14.14;24.92;0.0529402651041;14955.88939728983;14956
Roger VICOT_59_11;Roger VICOT;59;11;M;VICOT;Roger;54;PS;3;Non;Non;Oui;12.55;38.6882829338;2;4732;5.14;9.06;-0.0410648090845;4305.067119743058;4305
Christophe DEVLIEGHER_59_11;Christophe DEVLIEGHER;59;11;M;DEVLIEGHER;Christophe;48;LR-UMP;8;Non;Non;Non;12.55;38.6882829338;2;1467;1.59;2.81;-0.269842736718;788.1109781233072;788
Nathalie ACS_59_11;Nathalie ACS;59;11;F;ACS;Nathalie;46;FN;5;Non;Non;Non;12.55;38.6882829338;2;10915;11.86;20.89;-0.0893201024017;8885.945344100059;8886
Karine CHARBONNIER_59_11;Karine CHARBONNIER;59;11;F;CHARBONNIER;Karine;48;LR-UMP;2;Non;Non;Non;12.55;38.6882829338;2;9653;10.49;18.48;-0.285757083521;4999.254229120294;4999
Lise DALEUX_59_11;Lise DALEUX;59;11;F;DALEUX;Lise;57;EELV;5;Non;Non;Non;12.55;38.6882829338;2;1456;1.58;2.79;-0.280386540445;763.439865896282;763
Arnaud MARIÉ_59_11;Arnaud MARIÉ;59;11;M;MARIÉ;Arnaud;56;EXG;3;Non;Non;Non;12.55;38.6882829338;2;1249;1.36;2.39;0.0817108654414;1575.0513724800655;1575
Sébastien POLVECHE_59_11;Sébastien POLVECHE;59;11;M;POLVECHE;Sébastien;41;FG-FI;3;Non;Non;Non;12.55;38.6882829338;2;9754;10.6;18.67;-0.170936807598;6580.303785421564;6580
Anne Laure CATTELOT_59_12;Anne Laure CATTELOT;59;12;F;CATTELOT;Anne Laure;28;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;11230;12.0;22.11;0.0283770394756;12043.186096146646;12043
Gérard PHILIPPE_59_12;Gérard PHILIPPE;59;12;M;PHILIPPE;Gérard;59;FN;3;Non;Non;Oui;12.55;38.6882829338;2;17696;18.91;34.83;-0.106682368707;13841.805452752325;13842
Elisabeth SAINT-GUILY_59_12;Elisabeth SAINT-GUILY;59;12;F;SAINT-GUILY;Elisabeth;35;EELV;8;Non;Non;Non;12.55;38.6882829338;2;1645;1.76;3.24;-0.288632446417;846.3177623724574;846
Jean DURIEUX_59_12;Jean DURIEUX;59;12;M;DURIEUX;Jean;61;EXG;5;Non;Non;Non;12.55;38.6882829338;2;1377;1.47;2.71;0.0616494318525;1624.8219958157747;1625
Laurent COURTOIS_59_12;Laurent COURTOIS;59;12;M;COURTOIS;Laurent;49;FG-FI;5;Non;Non;Non;12.55;38.6882829338;2;9969;10.65;19.62;-0.162857686038;6851.630121400863;6852
Marjorie GOSSELET_59_12;Marjorie GOSSELET;59;12;F;GOSSELET;Marjorie;44;LR-UMP;1;Non;Non;Non;12.55;38.6882829338;2;8885;9.49;17.49;-0.288329111724;4574.338723984012;4574
Delphine CASTELLI_59_13;Delphine CASTELLI;59;13;F;CASTELLI;Delphine;40;EXG;4;Non;Non;Non;12.55;38.6882829338;2;1612;1.81;3.91;0.0589081490104;1885.9772264479304;1886
Philippe EYMERY_59_13;Philippe EYMERY;59;13;M;EYMERY;Philippe;65;FN;7;Non;Non;Oui;12.55;38.6882829338;2;14854;16.65;35.99;-0.12923112962;11030.934097098627;11031
Elio BERTE-LANGEREAU_59_13;Elio BERTE-LANGEREAU;59;13;M;BERTE-LANGEREAU;Elio;30;FG-FI;4;Non;Non;Non;12.55;38.6882829338;2;11403;12.78;27.62;-0.191426067823;7338.259348306058;7338
Sarah ROBIN_59_13;Sarah ROBIN;59;13;F;ROBIN;Sarah;28;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;10816;12.13;26.2;0.0283770394756;11599.207552619959;11599
Mickaëlle LEFÈVRE_59_13;Mickaëlle LEFÈVRE;59;13;F;LEFÈVRE;Mickaëlle;46;LR-UMP;5;Non;Non;Non;12.55;38.6882829338;2;708;0.79;1.72;-0.284962880282;367.341823406579;367
Virginie HENOCQ_59_13;Virginie HENOCQ;59;13;F;HENOCQ;Virginie;43;EELV;3;Non;Non;Non;12.55;38.6882829338;2;1885;2.11;4.57;-0.235111068534;1096.983981725792;1097
Jean-Paul TISSERAND_59_14;Jean-Paul TISSERAND;59;14;M;TISSERAND;Jean-Paul;50;FN;3;Non;Non;Non;12.55;38.6882829338;2;17901;18.12;30.62;-0.111788918234;13838.479487311577;13838
Christian DEVOS_59_14;Christian DEVOS;59;14;M;DEVOS;Christian;67;PS;7;Non;Non;Oui;12.55;38.6882829338;2;3767;3.81;6.44;-0.0696084704351;3209.128812526233;3209
Paul CHRISTOPHE_59_14;Paul CHRISTOPHE;59;14;M;CHRISTOPHE;Paul;46;LR-UMP;3;Non;Non;Oui;12.55;38.6882829338;2;13393;13.56;22.91;-0.261844465986;7328.808989685823;7329
Delphine DECOSTER_59_14;Delphine DECOSTER;59;14;F;DECOSTER;Delphine;44;FG-FI;3;Non;Non;Non;12.55;38.6882829338;2;8625;8.73;14.75;-0.146975569565;6148.703259073108;6149
Nathalie BENALLA_59_14;Nathalie BENALLA;59;14;F;BENALLA;Nathalie;56;EXG;3;Non;Non;Non;12.55;38.6882829338;2;1037;1.05;1.77;0.0769762731075;1286.4773948655286;1286
Myriam SANTHUNE_59_14;Myriam SANTHUNE;59;14;F;SANTHUNE;Myriam;52;EELV;3;Non;Non;Non;12.55;38.6882829338;2;1155;1.17;1.98;-0.235539357909;671.4947573902783;671
Julien LEMAITTE_59_14;Julien LEMAITTE;59;14;M;LEMAITTE;Julien;36;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;12585;12.74;21.53;0.0323137130574;13638.47805526665;13638
Guillaume FACHE_59_15;Guillaume FACHE;59;15;M;FACHE;Guillaume;28;EELV;8;Non;Non;Non;12.55;38.6882829338;2;2209;2.31;3.88;-0.266477046699;1195.9655479884145;1196
Jennifer DE TEMMERMAN_59_15;Jennifer DE TEMMERMAN;59;15;F;DE TEMMERMAN;Jennifer;40;EM-MODEM;4;Non;Non;Non;12.55;38.6882829338;2;12971;13.54;22.76;0.0330317185994;14083.995118745635;14084
Hervé WALRAEVE_59_15;Hervé WALRAEVE;59;15;M;WALRAEVE;Hervé;50;FG-FI;8;Non;Non;Non;12.55;38.6882829338;2;9556;9.97;16.77;-0.155077825807;6686.4917834715225;6686
Michel LABITTE_59_15;Michel LABITTE;59;15;M;LABITTE;Michel;66;PS;7;Non;Non;Oui;12.55;38.6882829338;2;3822;3.99;6.71;-0.0696084704351;3255.9836266193956;3256
Bruno FICHEUX_59_15;Bruno FICHEUX;59;15;M;FICHEUX;Bruno;54;LR-UMP;3;Non;Non;Non;12.55;38.6882829338;2;1318;1.38;2.31;-0.253499160427;735.2182009359339;735
Pascal PRINCE_59_15;Pascal PRINCE;59;15;M;PRINCE;Pascal;60;FN;7;Non;Non;Non;12.55;38.6882829338;2;16068;16.77;28.2;-0.122410750891;12121.352250891323;12121
Jean-Pierre BATAILLE_59_15;Jean-Pierre BATAILLE;59;15;M;BATAILLE;Jean-Pierre;53;LR-UMP;3;Non;Non;Non;12.55;38.6882829338;2;11034;11.51;19.37;-0.25617570643;6117.264699186101;6117
Chantal RYBAK_59_16;Chantal RYBAK;59;16;F;RYBAK;Chantal;64;EM-MODEM;7;Non;Non;Non;12.55;38.6882829338;2;8115;9.78;22.35;0.0382616182802;8938.18952532478;8938
Frédéric DELANNOY_59_16;Frédéric DELANNOY;59;16;M;DELANNOY;Frédéric;48;PS;3;Non;Non;Non;12.55;38.6882829338;2;3321;4.0;9.15;-0.187483113112;2156.6802561036016;2157
Philippe BERNARD_59_16;Philippe BERNARD;59;16;M;BERNARD;Philippe;56;EELV;5;Non;Non;Non;12.55;38.6882829338;2;990;1.19;2.73;-0.24145847305;567.7755956104501;568
Alain BRUNEEL_59_16;Alain BRUNEEL;59;16;M;BRUNEEL;Alain;64;EXG;7;Non;Non;Non;12.55;38.6882829338;2;1220;1.47;3.36;0.0614345934703;1438.5987617599371;1439
Nacéra SOLTANI_59_16;Nacéra SOLTANI;59;16;F;SOLTANI;Nacéra;55;LR-UMP;3;Non;Non;Non;12.55;38.6882829338;2;6923;8.34;19.07;-0.267650687227;3738.037418030848;3738
Hortense DE MEREUIL_59_16;Hortense DE MEREUIL;59;16;F;DE MEREUIL;Hortense;52;FN;2;Non;Non;Non;12.55;38.6882829338;2;15740;18.97;43.35;-0.0920978275854;12732.301098479336;12732
Lucile WACHEUX_59_17;Lucile WACHEUX;59;17;F;WACHEUX;Lucile;34;EELV;8;Non;Non;Non;12.55;38.6882829338;2;905;1.23;2.17;-0.286361613083;468.04430592159065;468
Frédéric NIHOUS_59_17;Frédéric NIHOUS;59;17;M;NIHOUS;Frédéric;49;LR-UMP;3;Non;Non;Non;12.55;38.6882829338;2;7946;10.8;19.05;-0.26111999158;4355.405238507781;4355
Dimitri HOUBRON_59_17;Dimitri HOUBRON;59;17;M;HOUBRON;Dimitri;26;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;8489;11.54;20.35;0.0405485070403;9409.888433232407;9410
Thibaut FRANCOIS_59_17;Thibaut FRANCOIS;59;17;M;FRANCOIS;Thibaut;27;FN;3;Non;Non;Non;12.55;38.6882829338;2;12645;17.18;30.32;-0.130126028119;9371.148188757757;9371
Agnès DUPUIS_59_17;Agnès DUPUIS;59;17;F;DUPUIS;Agnès;32;PS;3;Non;Non;Non;12.55;38.6882829338;2;2991;4.06;7.17;-0.136312749303;2185.2627545530954;2185
François GUIFFARD_59_17;François GUIFFARD;59;17;M;GUIFFARD;François;24;FG-FI;4;Non;Non;Oui;12.55;38.6882829338;2;7784;10.58;18.66;-0.205052567667;4854.56431995615;4855
Charles BEAUCHAMP_59_17;Charles BEAUCHAMP;59;17;M;BEAUCHAMP;Charles;61;EXG;4;Non;Non;Non;12.55;38.6882829338;2;946;1.29;2.27;0.0585027325747;1105.401143067064;1105
Guy BRICOUT_59_18;Guy BRICOUT;59;18;M;BRICOUT;Guy;73;LR-UMP;7;Non;Non;Non;12.55;38.6882829338;2;1051;1.15;2.38;-0.287895659174;541.6354197006015;542
Rosella MILOT_59_18;Rosella MILOT;59;18;F;MILOT;Rosella;57;LR-UMP;8;Non;Non;Non;12.55;38.6882829338;2;2086;2.28;4.72;-0.281825481354;1090.1564351036582;1090
Mélanie DISDIER_59_18;Mélanie DISDIER;59;18;F;DISDIER;Mélanie;43;FN;2;Non;Non;Non;12.55;38.6882829338;2;17166;18.73;38.86;-0.0862266665591;14074.80678300179;14075
Claire POMMEYROL-BURLET_59_18;Claire POMMEYROL-BURLET;59;18;F;POMMEYROL-BURLET;Claire;53;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;11513;12.56;26.07;0.0329999168653;12499.816998857064;12500
Thérèse-Marie CARDON_59_18;Thérèse-Marie CARDON;59;18;F;CARDON;Thérèse-Marie;60;FG-FI;4;Non;Non;Non;12.55;38.6882829338;2;9738;10.63;22.05;-0.174307253471;6518.722846532654;6519
Sébastien CHENU_59_19;Sébastien CHENU;59;19;M;CHENU;Sébastien;44;FN;3;Non;Non;Non;12.55;38.6882829338;2;15993;20.23;35.9;-0.116072184625;12242.151582007742;12242
Julien POIX_59_19;Julien POIX;59;19;M;POIX;Julien;31;FG-FI;4;Non;Non;Non;12.55;38.6882829338;2;8959;11.33;20.11;-0.184677051048;5855.74943997562;5856
Sabine HEBBAR_59_19;Sabine HEBBAR;59;19;F;HEBBAR;Sabine;59;EM-MODEM;7;Non;Non;Non;12.55;38.6882829338;2;7672;9.7;17.22;0.0341429088266;8355.385894543588;8355
Pascal JEAN_59_19;Pascal JEAN;59;19;M;JEAN;Pascal;54;EXG;5;Non;Non;Non;12.55;38.6882829338;2;1074;1.36;2.41;0.0859944659791;1375.1143889373493;1375
Olivier CAPRON_59_19;Olivier CAPRON;59;19;M;CAPRON;Olivier;45;LR-UMP;3;Non;Non;Non;12.55;38.6882829338;2;6844;8.66;15.36;-0.265660831295;3712.352178502378;3712
Anne-Lise DUFOUR-TONINI_59_19;Anne-Lise DUFOUR-TONINI;59;19;F;DUFOUR-TONINI;Anne-Lise;47;PS;3;Oui;Oui;Oui;12.55;38.6882829338;2;3086;3.9;6.93;0.00345283064276;3110.831042263423;3111
Frédéric BIGOT_59_20;Frédéric BIGOT;59;20;M;BIGOT;Frédéric;45;EELV;3;Non;Non;Non;12.55;38.6882829338;2;1437;1.77;3.93;-0.204789864375;896.7407462697113;897
David RICHER_59_20;David RICHER;59;20;M;RICHER;David;40;FG-FI;5;Non;Non;Oui;12.55;38.6882829338;2;9258;11.42;25.35;-0.169212565976;6270.535204965167;6271
Daniel ZIELINSKI_59_20;Daniel ZIELINSKI;59;20;M;ZIELINSKI;Daniel;57;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;8957;11.05;24.53;0.0416559380393;9959.60317905738;9960
Ludovic DE DANNE_59_20;Ludovic DE DANNE;59;20;M;DE DANNE;Ludovic;41;FN;3;Non;Non;Oui;12.55;38.6882829338;2;14957;18.45;40.95;-0.117288133078;11417.11460639059;11417
David BUSTIN_59_20;David BUSTIN;59;20;M;BUSTIN;David;46;LR-UMP;2;Non;Non;Non;12.55;38.6882829338;2;639;0.79;1.75;-0.271547780285;341.9424963019752;342
Fabien ROUSSEL_59_20;Fabien ROUSSEL;59;20;M;ROUSSEL;Fabien;48;EXG;3;Non;Non;Non;12.55;38.6882829338;2;1273;1.57;3.49;0.0773742681564;1581.4008538950466;1581
Ophélie TRICOT_59_21;Ophélie TRICOT;59;21;F;TRICOT;Ophélie;21;FG-FI;8;Non;Non;Oui;12.55;38.6882829338;2;8081;9.79;19.4;-0.222951892806;4836.299791330505;4836
Béatrice DESCAMPS_59_21;Béatrice DESCAMPS;59;21;F;DESCAMPS;Béatrice;56;LR-UMP;3;Non;Non;Non;12.55;38.6882829338;2;9201;11.14;22.08;-0.267188431119;4973.322238722521;4973
Valérie CAUDRON_59_21;Valérie CAUDRON;59;21;F;CAUDRON;Valérie;56;FN;5;Non;Non;Non;12.55;38.6882829338;2;12800;15.5;30.72;-0.0933802487161;10323.565579302669;10324
Pauline POTTIER_59_21;Pauline POTTIER;59;21;F;POTTIER;Pauline;29;EELV;5;Non;Non;Non;12.55;38.6882829338;2;961;1.16;2.31;-0.313715740369;466.6675975853696;467
Patrick KOLEBACKI_59_21;Patrick KOLEBACKI;59;21;M;KOLEBACKI;Patrick;52;EXG;4;Non;Non;Non;12.55;38.6882829338;2;981;1.19;2.35;0.0814475511766;1235.949733066701;1236
Christine LAURENT_59_21;Christine LAURENT;59;21;F;LAURENT;Christine;42;PS;4;Non;Non;Non;12.55;38.6882829338;2;9638;11.67;23.13;-0.133682002299;7084.430101130704;7084
Olivier DASSAULT_60_1;Olivier DASSAULT;60;1;M;DASSAULT;Olivier;66;LR-UMP;2;Oui;Oui;Oui;9.95;39.1002693605;4;8233;9.91;17.2;-0.0641008305728;7103.253023134179;7103
Thierry AURY_60_1;Thierry AURY;60;1;M;AURY;Thierry;56;EXG;4;Non;Non;Non;9.95;39.1002693605;4;1141;1.37;2.38;0.0396657153861;1261.6580926198046;1262
Nathalie HÉNOUX-DESHAYES_60_1;Nathalie HÉNOUX-DESHAYES;60;1;F;HÉNOUX-DESHAYES;Nathalie;55;LR-UMP;2;Non;Non;Non;9.95;39.1002693605;4;1728;2.08;3.61;-0.201550221612;1086.409404773161;1086
Claire MARAIS-BEUIL_60_1;Claire MARAIS-BEUIL;60;1;F;MARAIS-BEUIL;Claire;58;FN;8;Non;Non;Non;9.95;39.1002693605;4;15572;18.75;32.52;-0.124047662372;11702.987271321532;11703
Richard HEIM_60_1;Richard HEIM;60;1;M;HEIM;Richard;58;EELV;4;Non;Non;Non;9.95;39.1002693605;4;1588;1.91;3.32;-0.106678493262;1242.1441685307334;1242
Denis FLOUR_60_1;Denis FLOUR;60;1;M;FLOUR;Denis;58;EM-MODEM;3;Non;Non;Non;9.95;39.1002693605;4;11602;13.97;24.23;0.0336221419705;12617.637262605194;12618
Fabien NAVES_60_1;Fabien NAVES;60;1;M;NAVES;Fabien;26;FG-FI;4;Non;Non;Non;9.95;39.1002693605;4;8014;9.65;16.74;-0.139613021564;5810.80520041404;5811
Roland GUILLAUX_60_2;Roland GUILLAUX;60;2;M;GUILLAUX;Roland;76;LR-UMP;7;Non;Non;Non;9.95;39.1002693605;4;2039;2.3;3.91;-0.168158075868;1384.3922197673012;1384
Marie LE GLOU_60_2;Marie LE GLOU;60;2;F;LE GLOU;Marie;31;EXG;5;Non;Non;Non;9.95;39.1002693605;4;1167;1.32;2.24;0.0127515344325;1202.8407965788704;1203
Philippe VIROLLE_60_2;Philippe VIROLLE;60;2;M;VIROLLE;Philippe;53;FG-FI;3;Non;Non;Non;9.95;39.1002693605;4;8273;9.32;15.86;-0.0668483053066;7092.751087570875;7093
Alexis MANCEL_60_2;Alexis MANCEL;60;2;M;MANCEL;Alexis;27;LR-UMP;3;Non;Non;Oui;9.95;39.1002693605;4;9693;10.93;18.58;-0.164444033764;6637.647408336116;6638
Agnès THILL_60_2;Agnès THILL;60;2;F;THILL;Agnès;53;EM-MODEM;3;Non;Non;Non;9.95;39.1002693605;4;12191;13.74;23.37;0.0252143676433;12966.068827214678;12966
Jacqueline FONTAINE_60_2;Jacqueline FONTAINE;60;2;F;FONTAINE;Jacqueline;54;EELV;3;Non;Non;Non;9.95;39.1002693605;4;1614;1.82;3.09;-0.212946639977;988.4549722854273;988
Gaëtan DUSSAUSAYE_60_2;Gaëtan DUSSAUSAYE;60;2;M;DUSSAUSAYE;Gaëtan;23;FN;5;Non;Non;Oui;9.95;39.1002693605;4;17185;19.37;32.95;-0.133139071535;12647.668234449131;12648
Karine MONSÉGU_60_3;Karine MONSÉGU;60;3;F;MONSÉGU;Karine;47;FG-FI;4;Non;Non;Non;9.95;39.1002693605;4;8153;11.04;19.35;-0.112095769003;6298.275784801367;6298
Mounia TANTAN_60_3;Mounia TANTAN;60;3;F;TANTAN;Mounia;41;EELV;3;Non;Non;Non;9.95;39.1002693605;4;968;1.31;2.3;-0.184406875686;633.0944140100679;633
Jean-Marc GATEAU_60_3;Jean-Marc GATEAU;60;3;M;GATEAU;Jean-Marc;58;LR-UMP;2;Non;Non;Non;9.95;39.1002693605;4;1420;1.92;3.37;-0.111301242692;1098.9732000439476;1099
Philippe MURER_60_3;Philippe MURER;60;3;M;MURER;Philippe;49;FN;4;Non;Non;Non;9.95;39.1002693605;4;11519;15.6;27.34;-0.0767694942885;9652.621657428048;9653
Karim BOUKHACHBA_60_3;Karim BOUKHACHBA;60;3;M;BOUKHACHBA;Karim;34;EXG;4;Non;Non;Non;9.95;39.1002693605;4;1002;1.36;2.38;0.0167186847177;1042.9317040419728;1043
Johann LUCAS_60_3;Johann LUCAS;60;3;M;LUCAS;Johann;33;PS;3;Non;Non;Oui;9.95;39.1002693605;4;3195;4.33;7.58;-0.0133177123979;3098.511769269586;3099
Pascal BOIS_60_3;Pascal BOIS;60;3;M;BOIS;Pascal;57;EM-MODEM;3;Non;Non;Non;9.95;39.1002693605;4;9038;12.24;21.45;0.0368603135212;9916.393177225276;9916
Frédérique LEBLANC_60_3;Frédérique LEBLANC;60;3;F;LEBLANC;Frédérique;55;LR-UMP;3;Non;Non;Oui;9.95;39.1002693605;4;6837;9.26;16.23;-0.202240699391;4291.655772008107;4292
Martine BERNARD_60_4;Martine BERNARD;60;4;F;BERNARD;Martine;63;EELV;3;Non;Non;Oui;9.95;39.1002693605;4;1844;1.99;3.38;-0.219813107276;1111.5981349477152;1112
Mylène TROSZCZYNSKI_60_4;Mylène TROSZCZYNSKI;60;4;F;TROSZCZYNSKI;Mylène;45;FN;8;Non;Non;Non;9.95;39.1002693605;4;13198;14.27;24.18;-0.100931598073;10461.08006320008;10461
Anne SÉBIRE_60_4;Anne SÉBIRE;60;4;F;SÉBIRE;Anne;68;LR-UMP;7;Non;Non;Non;9.95;39.1002693605;4;1804;1.95;3.31;-0.237952807155;1042.9986013698606;1043
Caroline BREBANT_60_4;Caroline BREBANT;60;4;F;BREBANT;Caroline;38;EXG;8;Non;Non;Non;9.95;39.1002693605;4;1207;1.31;2.21;0.0196367124156;1265.5347678082042;1266
Eric WOERTH_60_4;Eric WOERTH;60;4;M;WOERTH;Eric;61;LR-UMP;3;Oui;Oui;Oui;9.95;39.1002693605;4;12862;13.91;23.57;-0.0148703574108;12429.056087824758;12429
Martin BATTAGLIA_60_4;Martin BATTAGLIA;60;4;M;BATTAGLIA;Martin;32;FG-FI;3;Non;Non;Non;9.95;39.1002693605;4;8166;8.83;14.96;-0.0986244222279;6507.0621288555585;6507
Stéphanie LOZANO_60_4;Stéphanie LOZANO;60;4;F;LOZANO;Stéphanie;41;EM-MODEM;8;Non;Non;Non;9.95;39.1002693605;4;15496;16.76;28.39;0.0223903795486;16361.660935155234;16362
François GACHIGNARD_60_5;François GACHIGNARD;60;5;M;GACHIGNARD;François;45;FN;3;Non;Non;Non;9.95;39.1002693605;4;11842;16.28;27.67;-0.0849777999759;9737.495203822633;9737
Pierre VATIN_60_5;Pierre VATIN;60;5;M;VATIN;Pierre;49;LR-UMP;3;Non;Non;Oui;9.95;39.1002693605;4;8369;11.51;19.56;-0.114453622319;6430.1328465246015;6430
Bertrand BRASSENS_60_5;Bertrand BRASSENS;60;5;M;BRASSENS;Bertrand;64;PS;3;Non;Non;Non;9.95;39.1002693605;4;2972;4.09;6.95;-0.152497390617;2091.9505505111056;2092
Emmanuelle BOUR_60_5;Emmanuelle BOUR;60;5;F;BOUR;Emmanuelle;60;EM-MODEM;3;Non;Non;Non;9.95;39.1002693605;4;10039;13.8;23.46;0.0179665159311;10481.717014233269;10482
Augusto FERNANDES_60_5;Augusto FERNANDES;60;5;M;FERNANDES;Augusto;53;LR-UMP;6;Non;Non;Non;9.95;39.1002693605;4;1480;2.04;3.46;-0.129244275839;1099.049972064772;1099
Hélène MASURE_60_5;Hélène MASURE;60;5;F;MASURE;Hélène;66;EXG;7;Non;Non;Non;9.95;39.1002693605;4;779;1.07;1.82;-0.00335006667874;773.0140561188698;773
Luc BLANCHARD_60_5;Luc BLANCHARD;60;5;M;BLANCHARD;Luc;47;EELV;4;Non;Non;Non;9.95;39.1002693605;4;915;1.26;2.14;-0.11496270324;702.1960640469409;702
Laurent GRENIER_60_5;Laurent GRENIER;60;5;M;GRENIER;Laurent;30;FG-FI;5;Non;Non;Non;9.95;39.1002693605;4;6395;8.79;14.94;-0.133466515985;4702.989756627814;4703
Véronique ROGEZ_60_6;Véronique ROGEZ;60;6;F;ROGEZ;Véronique;59;LR-UMP;3;Non;Non;Non;9.95;39.1002693605;4;1507;2.0;3.45;-0.206428664939;936.881336214257;937
Eric DE VALROGER_60_6;Eric DE VALROGER;60;6;M;DE VALROGER;Eric;60;LR-UMP;3;Non;Non;Oui;9.95;39.1002693605;4;8248;10.97;18.86;-0.118749288043;6274.792434247557;6275
Patrice CARVALHO_60_6;Patrice CARVALHO;60;6;M;CARVALHO;Patrice;64;EXG;7;Oui;Oui;Non;9.95;39.1002693605;4;1083;1.44;2.48;0.0906871142952;1410.5543785581524;1411
Michel GUINIOT_60_6;Michel GUINIOT;60;6;M;GUINIOT;Michel;62;FN;3;Non;Non;Oui;9.95;39.1002693605;4;12634;16.8;28.89;-0.0825584086355;10446.780360357438;10447
Carole BUREAU-BONNARD_60_6;Carole BUREAU-BONNARD;60;6;F;BUREAU-BONNARD;Carole;51;EM-MODEM;3;Non;Non;Non;9.95;39.1002693605;4;11203;14.9;25.62;0.0249045020543;11905.683300710607;11906
Géraldine MINET_60_6;Géraldine MINET;60;6;F;MINET;Géraldine;39;FG-FI;4;Non;Non;Oui;9.95;39.1002693605;4;7579;10.08;17.33;-0.111694504904;5860.266983460608;5860
Alexandre OUIZILLE_60_7;Alexandre OUIZILLE;60;7;M;OUIZILLE;Alexandre;28;PS;4;Non;Non;Oui;9.95;39.1002693605;4;4189;5.51;9.52;-0.0314776005451;3896.1239041449285;3896
Marie-France BOUTROUE_60_7;Marie-France BOUTROUE;60;7;F;BOUTROUE;Marie-France;65;EXG;7;Non;Non;Non;9.95;39.1002693605;4;940;1.24;2.14;-0.00335006667874;932.776909822513;933
Philippe LAMBILLIOTTE_60_7;Philippe LAMBILLIOTTE;60;7;M;LAMBILLIOTTE;Philippe;64;FN;7;Non;Non;Non;9.95;39.1002693605;4;12846;16.89;29.2;-0.10198725887;10157.355642701516;10157
Maxime MINOT_60_7;Maxime MINOT;60;7;M;MINOT;Maxime;29;LR-UMP;5;Non;Non;Oui;9.95;39.1002693605;4;6607;8.69;15.02;-0.178142072857;4383.916099839105;4384
Marie-Laure DARRIGADE_60_7;Marie-Laure DARRIGADE;60;7;F;DARRIGADE;Marie-Laure;41;FG-FI;3;Non;Non;Non;9.95;39.1002693605;4;7707;10.13;17.52;-0.102010127253;6093.618088099875;6094
Marc MOUILLESEAUX_60_7;Marc MOUILLESEAUX;60;7;M;MOUILLESEAUX;Marc;22;LR-UMP;4;Non;Non;Non;9.95;39.1002693605;4;1582;2.08;3.6;-0.183148763633;1037.6663072319302;1038
Jean-François DARDENNE_60_7;Jean-François DARDENNE;60;7;M;DARDENNE;Jean-François;57;EM-MODEM;4;Non;Non;Non;9.95;39.1002693605;4;9734;12.8;22.12;0.0381702908564;10718.710625289232;10719
