Circo;Inscrits;%_Exp/Ins;Couleur;Nom;Voix;%_Voix/Ins;%_Voix/Exp,qualifie
70_2;90736;50.6;ECO;Marie-Claire THOMAS;1477;1.63;3.22;non
70_2;90736;50.6;EXD;Christophe DEVILLERS;1121;1.24;2.44;non
70_2;90736;50.6;COM;Quentin HAFEKOST;934;1.03;2.03;non
70_2;90736;50.6;DLF;Patrick ADAM;908;1.0;1.98;non
70_2;90736;50.6;EXG;Daniel ROUILLON;515;0.57;1.12;non
70_2;90736;50.6;ECO;Mario GHEZA;443;0.49;0.96;non
70_2;90736;50.6;DIV;Hélène PETITJEAN;395;0.44;0.86;non
70_2;90736;50.6;DIV;Fatih GUVENC;228;0.25;0.5;non
69_13;84804;45.91;REM;Danièle CAZARIAN;13234;15.61;33.99;oui
69_13;84804;45.91;LR;Philippe MEUNIER;8100;9.55;20.81;oui
69_13;84804;45.91;FN;Sandrine LIGOUT;5596;6.6;14.37;non
69_13;84804;45.91;FI;Roland PACAUD;3499;4.13;8.99;non
69_13;84804;45.91;DVD;Daniel VALÉRO;2994;3.53;7.69;non
69_13;84804;45.91;SOC;Françoise BERGAME;1807;2.13;4.64;non
69_13;84804;45.91;ECO;Axel MARIN;1193;1.41;3.06;non
69_13;84804;45.91;DIV;Mourad BEN MAHDI;694;0.82;1.78;non
69_13;84804;45.91;DLF;Nathalie D'EYSSAUTIER;549;0.65;1.41;non
69_13;84804;45.91;COM;Bernard AUGIER;461;0.54;1.18;non
69_13;84804;45.91;ECO;Didier BARTHÈS;313;0.37;0.8;non
69_13;84804;45.91;EXG;Michel PIOT;209;0.25;0.54;non
69_13;84804;45.91;DIV;Laure QUINCY;177;0.21;0.45;non
69_13;84804;45.91;ECO;Gwladys PERETTI;106;0.12;0.27;non
69_13;84804;45.91;DVD;Athénaïs BLÉHAUT;0;0.0;0.0;non
71_1;72894;48.91;REM;Benjamin DIRX;13499;18.52;37.87;oui
71_1;72894;48.91;LR;Jean-Patrick COURTOIS;7898;10.83;22.15;oui
71_1;72894;48.91;FN;Nicole CABOCHE;3480;4.77;9.76;non
71_1;72894;48.91;FI;Patricia BACI;3418;4.69;9.59;non
71_1;72894;48.91;SOC;Catherine N'DIAYE;2022;2.77;5.67;non
71_1;72894;48.91;ECO;Claire MALLARD;1458;2.0;4.09;non
71_1;72894;48.91;DVD;Gérard VOISIN;1271;1.74;3.57;non
71_1;72894;48.91;DLF;Armand ROY;816;1.12;2.29;non
71_1;72894;48.91;COM;Céline VINAUGER;680;0.93;1.91;non
71_1;72894;48.91;ECO;Jean LAPALUS;433;0.59;1.21;non
71_1;72894;48.91;EXD;Corinne MOSSIRE-LANGLASSÉ;207;0.28;0.58;non
71_1;72894;48.91;DIV;Carole BOSY;168;0.23;0.47;non
71_1;72894;48.91;DVD;Khoudir-Dawid EL HABCHI;163;0.22;0.46;non
71_1;72894;48.91;EXG;Odile KOLLER;137;0.19;0.38;non
71_3;82728;49.05;REM;Rémy REBEYROTTE;13400;16.2;33.02;oui
71_3;82728;49.05;LR;Charles LANDRE;7100;8.58;17.5;oui
71_3;82728;49.05;SOC;Philippe BAUMEL;6719;8.12;16.56;non
71_3;82728;49.05;FN;Quentin BIJARD;5893;7.12;14.52;non
71_3;82728;49.05;FI;Pierre ACEITUNO;3819;4.62;9.41;non
71_3;82728;49.05;ECO;Pierre-Etienne GRAFFARD;864;1.04;2.13;non
71_3;82728;49.05;DLF;France ROBERT;789;0.95;1.94;non
71_3;82728;49.05;COM;Serge DESBROSSES;576;0.7;1.42;non
71_3;82728;49.05;DVD;Murielle BERTHELIER;517;0.62;1.27;non
71_3;82728;49.05;EXG;Julie LUCOTTE;276;0.33;0.68;non
71_3;82728;49.05;DIV;Florence PANDROT;243;0.29;0.6;non
71_3;82728;49.05;ECO;Roland ESSAYAN;209;0.25;0.52;non
71_3;82728;49.05;DVD;Sylvain GARCIA;171;0.21;0.42;non
71_4;82338;48.01;REM;Catherine GABRELLE;9544;11.59;24.14;oui
71_4;82338;48.01;SOC;Cécile UNTERMAIER;7171;8.71;18.14;oui
71_4;82338;48.01;FN;Maxime THIÉBAUT;6544;7.95;16.56;non
71_4;82338;48.01;LR;Stéphane GROS;6265;7.61;15.85;non
71_4;82338;48.01;DVD;Eric MICHOUX;4084;4.96;10.33;non
71_4;82338;48.01;FI;Michèle CHAMBON;3297;4.0;8.34;non
71_4;82338;48.01;ECO;Marie Claude COLIN CORDIER;695;0.84;1.76;non
71_4;82338;48.01;DLF;Christiane LEMIÈRE;596;0.72;1.51;non
71_4;82338;48.01;COM;Sandrine BERNADAT;558;0.68;1.41;non
71_4;82338;48.01;ECO;Joël JANNET;319;0.39;0.81;non
71_4;82338;48.01;EXG;Fabienne DELORME;238;0.29;0.6;non
71_4;82338;48.01;DIV;Guillaume FERRAND;217;0.26;0.55;non
72_2;82004;47.34;REM;Aurélie PEROT;10021;12.22;25.81;oui
72_2;82004;47.34;SOC;Marietta KARAMANLI;9355;11.41;24.1;oui
72_2;82004;47.34;UDI;Samuel CHEVALLIER;6191;7.55;15.95;non
72_2;82004;47.34;FN;Pascal NICOT;5086;6.2;13.1;non
72_2;82004;47.34;FI;Matthias TAVEL;4735;5.77;12.2;non
72_2;82004;47.34;ECO;Elisabeth SESMA;1164;1.42;3.0;non
72_2;82004;47.34;DLF;Eric TROCHON;752;0.92;1.94;non
72_2;82004;47.34;COM;Saïda SAFIR;602;0.73;1.55;non
72_2;82004;47.34;EXG;Yves CHEÈRE;365;0.45;0.94;non
72_2;82004;47.34;DIV;Céline RICCI;280;0.34;0.72;non
72_2;82004;47.34;DVG;Mohamed BENTAHAR;176;0.21;0.45;non
72_2;82004;47.34;EXG;Vincent PICAVEZ;95;0.12;0.24;non
72_1;71777;50.53;REM;Damien PICHEREAU;11264;15.69;31.06;oui
72_1;71777;50.53;LR;Christelle MORANÇAIS;9031;12.58;24.9;oui
72_1;71777;50.53;SOC;Françoise DUBOIS;4238;5.9;11.69;non
72_1;71777;50.53;FI;Loïc MORISOT;4175;5.82;11.51;non
72_1;71777;50.53;FN;Marie GENEVREY;3725;5.19;10.27;non
72_1;71777;50.53;ECO;Isabelle SEVERE;1663;2.32;4.59;non
72_1;71777;50.53;DLF;Philippe CORDIER;502;0.7;1.38;non
72_1;71777;50.53;DVG;Catherine GOUHIER;341;0.48;0.94;non
72_1;71777;50.53;DIV;Ghislaine CHARRONNEAU;296;0.41;0.82;non
72_1;71777;50.53;EXD;Fabienne DE LA CHAPELLE;281;0.39;0.77;non
72_1;71777;50.53;EXG;Sylvie MAILLET;273;0.38;0.75;non
72_1;71777;50.53;EXD;Louis NOGUÈS;271;0.38;0.75;non
72_1;71777;50.53;DIV;Jean-François GAZENGEL;177;0.25;0.49;non
72_1;71777;50.53;DVD;John Jacques MARSHALL;31;0.04;0.09;non
71_2;78345;49.77;REM;Vincent CHAUVET;12225;15.6;31.35;oui
71_2;78345;49.77;LR;Josiane CORNELOUP;9376;11.97;24.05;oui
71_2;78345;49.77;FN;Antoine CHUDZIK;4696;5.99;12.04;non
71_2;78345;49.77;COM;Philippe BONNOT;3886;4.96;9.97;non
71_2;78345;49.77;RDG;Dominique LOTTE;3813;4.87;9.78;non
71_2;78345;49.77;DVD;Philippe GUYOT DE CAILA;1533;1.96;3.93;non
71_2;78345;49.77;ECO;Dominique CORNET;1231;1.57;3.16;non
71_2;78345;49.77;DLF;Eric NEVERS;890;1.14;2.28;non
71_2;78345;49.77;DVD;Laurène DESTREMAU;474;0.61;1.22;non
71_2;78345;49.77;EXG;Pascal DUSSAUGE;415;0.53;1.06;non
71_2;78345;49.77;DIV;Léo TRONTIN;223;0.28;0.57;non
71_2;78345;49.77;EXD;Ouanessa BOUDRA;216;0.28;0.55;non
71_2;78345;49.77;DVG;Philomène BACCOT;15;0.02;0.04;non
59_7;72443;44.65;MDM;Arnaud VERSPIEREN;11226;15.5;34.7;oui
59_7;72443;44.65;UDI;Francis VERCAMER;8269;11.41;25.56;oui
59_7;72443;44.65;FI;Yann MERLEVEDE;4792;6.61;14.81;non
59_7;72443;44.65;FN;Françoise COOLZAET;4761;6.57;14.72;non
59_7;72443;44.65;SOC;Hélène VIARD;1220;1.68;3.77;non
59_7;72443;44.65;ECO;Karima CHOUIA;1078;1.49;3.33;non
59_7;72443;44.65;ECO;Abdelkader CHOUYA;285;0.39;0.88;non
59_7;72443;44.65;EXG;Renée TOILLON;285;0.39;0.88;non
59_7;72443;44.65;DIV;Jonathan DEQUIDT;240;0.33;0.74;non
59_7;72443;44.65;DVD;Marlène SGARD;193;0.27;0.6;non
72_3;85235;49.01;REM;Pascale FONTENEL-PERSONNE;13408;15.73;32.1;oui
72_3;85235;49.01;LR;Béatrice PAVY-MORANÇAIS;9272;10.88;22.2;oui
72_3;85235;49.01;FN;Pascal GANNAT;6483;7.61;15.52;non
72_3;85235;49.01;FI;Barbara FOSSAERT;5347;6.27;12.8;non
72_3;85235;49.01;SOC;Nicolas CHAUVIN;3566;4.18;8.54;non
72_3;85235;49.01;ECO;Dominique TRICHET-ALLAIRE;1245;1.46;2.98;non
72_3;85235;49.01;DLF;David BONNETIER;609;0.71;1.46;non
72_3;85235;49.01;EXG;Thomas HUBERT;449;0.53;1.07;non
72_3;85235;49.01;EXD;Jean-Claude BARLEMONT;427;0.5;1.02;non
72_3;85235;49.01;DIV;Nordine VALLAS;384;0.45;0.92;non
72_3;85235;49.01;ECO;Gérard CONFINO;338;0.4;0.81;non
72_3;85235;49.01;DIV;Natacha FERNANDEZ-TONNEL;243;0.29;0.58;non
59_6;89107;52.92;REM;Charlotte LECOCQ;17932;20.12;38.03;oui
59_6;89107;52.92;LR;Thierry LAZARO;10905;12.24;23.13;oui
59_6;89107;52.92;FN;Eric CATTELIN-DENU;6999;7.85;14.84;non
59_6;89107;52.92;FI;Amandine FOUILLARD;4638;5.2;9.84;non
59_6;89107;52.92;ECO;Maryse FABER-ROSSI;1540;1.73;3.27;non
59_6;89107;52.92;RDG;Didier CHASTANET;1406;1.58;2.98;non
59_6;89107;52.92;DVD;Romain SARELS;1228;1.38;2.6;non
59_6;89107;52.92;COM;Nadine SAVARY-CANTELOUP;1001;1.12;2.12;non
59_6;89107;52.92;ECO;Isabelle COLAS;539;0.6;1.14;non
59_6;89107;52.92;EXG;Léa DEMORY;376;0.42;0.8;non
59_6;89107;52.92;DIV;Anne LEFEVRE;317;0.36;0.67;non
59_6;89107;52.92;DIV;Jean-Marc GERARD;255;0.29;0.54;non
59_6;89107;52.92;DVD;Agnès LEFEBVRE;20;0.02;0.04;non
72_5;86938;49.54;REM;Willy COLIN;13645;15.7;31.68;oui
72_5;86938;49.54;LR;Jean-Carles GRELIER;11731;13.49;27.24;oui
72_5;86938;49.54;FN;Eric DE VILMAREST;5478;6.3;12.72;non
72_5;86938;49.54;FI;Luc-Marie FABUREL;5039;5.8;11.7;non
72_5;86938;49.54;ECO;Sophie BRINGUY;2107;2.42;4.89;non
72_5;86938;49.54;SOC;Samuel CADEAU;1560;1.79;3.62;non
72_5;86938;49.54;DLF;Cécile BAYLE DE JESSÉ;989;1.14;2.3;non
72_5;86938;49.54;COM;Vincent PETIT;617;0.71;1.43;non
72_5;86938;49.54;DIV;Arnaud ROLLAND;494;0.57;1.15;non
72_5;86938;49.54;EXD;Aurélie ARSENIO;396;0.46;0.92;non
72_5;86938;49.54;EXG;Karine FOUQUET;386;0.44;0.9;non
72_5;86938;49.54;EXD;Brigitte DUPIN;378;0.43;0.88;non
72_5;86938;49.54;DIV;Antoine HERVIEU;249;0.29;0.58;non
72_4;79634;45.38;SOC;Stéphane LE FOLL;10954;13.76;30.31;oui
72_4;79634;45.38;LR;Emmanuel FRANCO;8005;10.05;22.15;oui
72_4;79634;45.38;FN;Catherine TRAHTENBROIT;4682;5.88;12.96;non
72_4;79634;45.38;FI;Pascale FROMENTIERE;4127;5.18;11.42;non
72_4;79634;45.38;ECO;Alexis BRAUD;1844;2.32;5.1;non
72_4;79634;45.38;DVD;Emmanuel D'AILLIERES;1820;2.29;5.04;non
72_4;79634;45.38;DIV;Didier BARBET;1506;1.89;4.17;non
72_4;79634;45.38;COM;Youssef BEN AMAR;989;1.24;2.74;non
72_4;79634;45.38;DLF;Isabelle CAMARROQUE;614;0.77;1.7;non
72_4;79634;45.38;EXD;Hélène ROCHEFORT;401;0.5;1.11;non
72_4;79634;45.38;EXG;Thierry NOUCHY;340;0.43;0.94;non
72_4;79634;45.38;DIV;Nicolas BESSAU;293;0.37;0.81;non
72_4;79634;45.38;DIV;Eric LEMESRE;252;0.32;0.7;non
72_4;79634;45.38;DVD;Claudine FURET PAQUIN;207;0.26;0.57;non
72_4;79634;45.38;DVD;Jean POSSON;103;0.13;0.29;non
71_5;89981;45.95;REM;Raphaël GAUVAIN;12443;13.83;30.09;oui
71_5;89981;45.95;LR;Gilles PLATRET;8131;9.04;19.66;oui
71_5;89981;45.95;SOC;Christophe SIRUGUE;6463;7.18;15.63;non
71_5;89981;45.95;FN;Nathalie SZYCH;5382;5.98;13.02;non
71_5;89981;45.95;FI;Eric RIBOULET;4721;5.25;11.42;non
71_5;89981;45.95;ECO;François LOTTEAU;1139;1.27;2.75;non
71_5;89981;45.95;COM;Nathalie VERMOREL;1017;1.13;2.46;non
71_5;89981;45.95;DLF;Samuel BRANDILY;630;0.7;1.52;non
71_5;89981;45.95;EXG;Pascal DUFRAIGNE;308;0.34;0.74;non
71_5;89981;45.95;EXD;Ghislaine LAUNAY;305;0.34;0.74;non
71_5;89981;45.95;ECO;Marianne LACOT;293;0.33;0.71;non
71_5;89981;45.95;DIV;Arnaud GINIONS;222;0.25;0.54;non
71_5;89981;45.95;DIV;Samuel CARD;153;0.17;0.37;non
71_5;89981;45.95;EXG;Alain DURIAUX;142;0.16;0.34;non
73_2;76011;41.65;LR;Vincent ROLLAND;10406;13.69;32.87;oui
73_2;76011;41.65;DIV;Philipe TROUTOT;8253;10.86;26.07;oui
73_2;76011;41.65;FN;Jean-Marie GARCIN;3880;5.1;12.26;non
73_2;76011;41.65;FI;Viviane NOGUES;3864;5.08;12.21;non
73_2;76011;41.65;ECO;Yves DURIEUX;1876;2.47;5.93;non
73_2;76011;41.65;COM;Nataline CHAREYRON;840;1.11;2.65;non
73_2;76011;41.65;DLF;Elvire BLANC;590;0.78;1.86;non
73_2;76011;41.65;DIV;Mireille FRÊNE;495;0.65;1.56;non
73_2;76011;41.65;DIV;Colette BIGUET;430;0.57;1.36;non
73_2;76011;41.65;ECO;Carla BERARD;419;0.55;1.32;non
73_2;76011;41.65;DIV;Lauriane MOLLIER;249;0.33;0.79;non
73_2;76011;41.65;EXG;Hugo MERZISEN;196;0.26;0.62;non
73_2;76011;41.65;DIV;Abdullah SEN;161;0.21;0.51;non
73_3;72716;48.32;REM;Philip VIVIER;11173;15.37;31.8;oui
73_3;72716;48.32;LR;Emilie BONNIVARD;7285;10.02;20.73;oui
73_3;72716;48.32;FN;Marie DAUCHY;5074;6.98;14.44;non
73_3;72716;48.32;FI;Alexandre ROUX;4393;6.04;12.5;non
73_3;72716;48.32;DIV;Pierre-Marie CHARVOZ;3076;4.23;8.76;non
73_3;72716;48.32;ECO;Ghislaine SOCQUET-JUGLARD;1119;1.54;3.18;non
73_3;72716;48.32;COM;Laetitia MIMOUN;905;1.24;2.58;non
73_3;72716;48.32;DLF;Vincent THOMAZO;745;1.02;2.12;non
73_3;72716;48.32;DIV;Roger SIBUET;480;0.66;1.37;non
73_3;72716;48.32;DIV;François MAUDUIT;358;0.49;1.02;non
73_3;72716;48.32;EXG;Pascale TROUVÉ;272;0.37;0.77;non
73_3;72716;48.32;DIV;Adrien RIONDET;254;0.35;0.72;non
73_3;72716;48.32;DVD;Henriette PONS;0;0.0;0.0;non
73_4;74639;47.75;MDM;Patrick MIGNOLA;10077;13.5;28.28;oui
73_4;74639;47.75;DVG;Bernadette LACLAIS;6194;8.3;17.38;oui
73_4;74639;47.75;FI;Tiphaine DUCHARNE;4872;6.53;13.67;non
73_4;74639;47.75;FN;Isabelle FÉTU;3570;4.78;10.02;non
73_4;74639;47.75;LR;Alexandra TURNAR;3133;4.2;8.79;non
73_4;74639;47.75;UDI;Christelle FAVETTA-SIEYES;2480;3.32;6.96;non
73_4;74639;47.75;ECO;Yves PEUTOT;2105;2.82;5.91;non
73_4;74639;47.75;COM;Antoine FATIGA;1778;2.38;4.99;non
73_4;74639;47.75;DIV;Richard GEVET;438;0.59;1.23;non
73_4;74639;47.75;DIV;Mireille BOUVIER;343;0.46;0.96;non
73_4;74639;47.75;DIV;Jean-Charles TRONCY;260;0.35;0.73;non
73_4;74639;47.75;EXG;Edgar BARRACLOUGH FERNANDEZ;208;0.28;0.58;non
73_4;74639;47.75;ECO;Habiba BOUFAMA;117;0.16;0.33;non
73_4;74639;47.75;DIV;Delphine PETERS;63;0.08;0.18;non
74_1;100268;49.14;REM;Véronique RIOTTON;23631;23.57;47.96;oui
74_1;100268;49.14;LR;Annabel ANDRE-LAURENT;9285;9.26;18.84;oui
74_1;100268;49.14;FN;Brigitte THIERY-AUDUBERT;5072;5.06;10.29;non
74_1;100268;49.14;FI;Julian AUGÉ;3199;3.19;6.49;non
74_1;100268;49.14;ECO;Jean-Jacques BOUCHET;1414;1.41;2.87;non
74_1;100268;49.14;SOC;Christophe PONCET;1235;1.23;2.51;non
74_1;100268;49.14;COM;Michel LOMBART;867;0.86;1.76;non
74_1;100268;49.14;DLF;François ENCRENAZ;776;0.77;1.57;non
74_1;100268;49.14;ECO;Roland DUFOURNET;744;0.74;1.51;non
74_1;100268;49.14;ECO;Arnaud DUMAIN;555;0.55;1.13;non
74_1;100268;49.14;REG;Dominique NOYEAU;468;0.47;0.95;non
74_1;100268;49.14;DIV;Loïc BRASSART;411;0.41;0.83;non
74_1;100268;49.14;DIV;Karinne MOZER;341;0.34;0.69;non
74_1;100268;49.14;ECO;Corinne ISRAËL;340;0.34;0.69;non
74_1;100268;49.14;DIV;Grégoire ARPIN-BUERIA;297;0.3;0.6;non
74_1;100268;49.14;REG;Marina CHÉLÉPINE;218;0.22;0.44;non
74_1;100268;49.14;EXG;Jean-Paul MACÉ;213;0.21;0.43;non
74_1;100268;49.14;DVG;Corinne BARO;205;0.2;0.42;non
74_3;81860;45.55;REM;Guillaume GIBOUIN;13894;16.97;37.27;oui
74_3;81860;45.55;LR;Martial SADDIER;10842;13.24;29.08;oui
74_3;81860;45.55;FN;Nathalie GENAND;4441;5.43;11.91;non
74_3;81860;45.55;FI;Jacques CAMBON;4024;4.92;10.79;non
74_3;81860;45.55;ECO;Annie COLLINET;2101;2.57;5.64;non
74_3;81860;45.55;DVD;Jean-Philippe DEPREZ;556;0.68;1.49;non
74_3;81860;45.55;REG;Claude BOUTTAZ;524;0.64;1.41;non
74_3;81860;45.55;REG;Evelyne HARLAY;367;0.45;0.98;non
74_3;81860;45.55;DIV;Eric CHAMPLONG;303;0.37;0.81;non
74_3;81860;45.55;EXG;Jacques MATTEÏ;232;0.28;0.62;non
74_2;94940;48.5;REM;Frédérique LARDET;18749;19.75;40.72;oui
74_2;94940;48.5;LR;Lionel TARDY;11836;12.47;25.71;oui
74_2;94940;48.5;FN;Vincent LECAILLON;4046;4.26;8.79;non
74_2;94940;48.5;FI;Yann BURGUIERE;3276;3.45;7.11;non
74_2;94940;48.5;ECO;Jeannie TREMBLAY;2362;2.49;5.13;non
74_2;94940;48.5;COM;Loris FONTANA;938;0.99;2.04;non
74_2;94940;48.5;SOC;Ghislain LA SPISA;843;0.89;1.83;non
74_2;94940;48.5;RDG;Jean-Marc BRÛLÉ;552;0.58;1.2;non
74_2;94940;48.5;ECO;Claude BAUDOUIN;505;0.53;1.1;non
74_2;94940;48.5;DVD;Jérôme GRETZ;473;0.5;1.03;non
74_2;94940;48.5;DIV;Jean-Paul VIGARIÉ;442;0.47;0.96;non
74_2;94940;48.5;REG;Lionel FALCY;418;0.44;0.91;non
74_2;94940;48.5;REG;Maurice RAVAZ;375;0.39;0.81;non
74_2;94940;48.5;DIV;Pierre MOLLIER;298;0.31;0.65;non
74_2;94940;48.5;ECO;Martine DELACHET;253;0.27;0.55;non
74_2;94940;48.5;EXG;Naci YILDIRIM;225;0.24;0.49;non
74_2;94940;48.5;DVD;Chantal TOUVET;210;0.22;0.46;non
74_2;94940;48.5;DVD;Michel SARTEUR;174;0.18;0.38;non
74_2;94940;48.5;DIV;Camille THEBAUT;70;0.07;0.15;non
74_5;95598;43.71;REM;Marion LENNE;15134;15.83;36.22;oui
74_5;95598;43.71;DVD;Astrid BAUD-ROCHE;6054;6.33;14.49;oui
74_5;95598;43.71;LR;Patricia MAHUT;5200;5.44;12.44;non
74_5;95598;43.71;FN;Anne-Francoise ABADIE PARISI;3602;3.77;8.62;non
74_5;95598;43.71;FI;Marin DAURIAT;3593;3.76;8.6;non
74_5;95598;43.71;REG;Daniel MAGNIN;3277;3.43;7.84;non
74_5;95598;43.71;SOC;Jean-Baptiste BAUD;2210;2.31;5.29;non
74_5;95598;43.71;COM;Gil THOMAS;1259;1.32;3.01;non
74_5;95598;43.71;DLF;Louis POLESE;487;0.51;1.17;non
74_5;95598;43.71;REG;Bernard CHARRON;460;0.48;1.1;non
74_5;95598;43.71;DIV;Céline Hind AMERY;292;0.31;0.7;non
74_5;95598;43.71;EXG;Michelle BALLY;218;0.23;0.52;non
73_1;87089;48.75;REM;Typhanie DEGOIS;14330;16.45;33.75;oui
73_1;87089;48.75;LR;Dominique DORD;12531;14.39;29.51;oui
73_1;87089;48.75;FN;Jean-Pierre CHAUVEAU;4721;5.42;11.12;non
73_1;87089;48.75;FI;Thierry BONNAMOUR;4556;5.23;10.73;non
73_1;87089;48.75;SOC;Fatiha BRUNETTI;1835;2.11;4.32;non
73_1;87089;48.75;DIV;Caroline CARRON;1171;1.34;2.76;non
73_1;87089;48.75;ECO;Frédéric EXERTIER;839;0.96;1.98;non
73_1;87089;48.75;DIV;Marie-Françoise DELSART;712;0.82;1.68;non
73_1;87089;48.75;ECO;Sylvain SOCQUET-JUGLARD;631;0.72;1.49;non
73_1;87089;48.75;DIV;Jean CHRETIEN;409;0.47;0.96;non
73_1;87089;48.75;DIV;Raphaëlle PETIT;285;0.33;0.67;non
73_1;87089;48.75;DIV;Claire SCHWAB;232;0.27;0.55;non
73_1;87089;48.75;EXG;Véronique DUPERRON;207;0.24;0.49;non
75_1;80780;58.57;REM;Sylvain MAILLARD;24037;29.76;50.8;elu
75_1;80780;58.57;LR;Jean-François LEGARET;8402;10.4;17.76;non
75_1;80780;58.57;SOC;Pauline VÉRON;3705;4.59;7.83;non
75_1;80780;58.57;FI;Patrick COMOY;2840;3.52;6.0;non
75_1;80780;58.57;ECO;Victoria BARIGANT;2481;3.07;5.24;non
75_1;80780;58.57;DVD;Vincent BALADI;1578;1.95;3.34;non
75_1;80780;58.57;FN;Guylaine COEFFIER;1029;1.27;2.17;non
75_1;80780;58.57;DVD;Ida DE CHAVAGNAC;551;0.68;1.16;non
75_1;80780;58.57;DIV;Micha MAZAHERI;413;0.51;0.87;non
75_1;80780;58.57;COM;Sylvie BAYLE;388;0.48;0.82;non
75_1;80780;58.57;DIV;Nathalie GORDTS;327;0.4;0.69;non
75_1;80780;58.57;DVD;Louis DE GENOUILLAC;265;0.33;0.56;non
75_1;80780;58.57;DIV;Ronan LE ROY;250;0.31;0.53;non
75_1;80780;58.57;DLF;Christophe TAVERNIER;221;0.27;0.47;non
75_1;80780;58.57;DIV;Bérangère QUINTERNET;185;0.23;0.39;non
75_1;80780;58.57;ECO;Marc VALLAUD;180;0.22;0.38;non
75_1;80780;58.57;DIV;Mathilde DE BAYSER;160;0.2;0.34;non
75_1;80780;58.57;DIV;Jacques DOR;111;0.14;0.23;non
75_1;80780;58.57;EXG;Laurence BOULINIER;102;0.13;0.22;non
75_1;80780;58.57;DVD;Louis-Max DE NAZELLE;47;0.06;0.1;non
75_1;80780;58.57;ECO;Pascal MUNIER;39;0.05;0.08;non
75_1;80780;58.57;DVD;Éric LEVAVASSEUR;3;0.0;0.01;non
75_2;71740;61.55;REM;Gilles LE GENDRE;18463;25.74;41.81;oui
75_2;71740;61.55;LR;Nathalie KOSCIUSKO-MORIZET;8007;11.16;18.13;oui
75_2;71740;61.55;DVD;Jean-Pierre LECOQ;4050;5.65;9.17;non
75_2;71740;61.55;SOC;Marine ROSSET;2700;3.76;6.11;non
75_2;71740;61.55;FI;Anne-Françoise PRUNIÈRES;2632;3.67;5.96;non
75_2;71740;61.55;ECO;Gilles SEIGNAN;2086;2.91;4.72;non
75_2;71740;61.55;DVD;Henri GUAINO;1991;2.78;4.51;non
75_2;71740;61.55;FN;Manon BOUQUIN;1021;1.42;2.31;non
75_2;71740;61.55;COM;Lorraine QUESTIAUX;594;0.83;1.35;non
75_2;71740;61.55;DVD;Pauline BETTON;557;0.78;1.26;non
75_2;71740;61.55;DIV;Fabien COUTURE;493;0.69;1.12;non
75_2;71740;61.55;DIV;Alain AVRONSART;336;0.47;0.76;non
75_2;71740;61.55;DLF;Jan-Edouard BRUNIE;211;0.29;0.48;non
75_2;71740;61.55;DVG;Fabien LASSALLE-HUMEZ;190;0.26;0.43;non
75_2;71740;61.55;DIV;Anne ZANGHELLINI;190;0.26;0.43;non
75_2;71740;61.55;DVD;Delphine BENIN;179;0.25;0.41;non
75_2;71740;61.55;EXG;Christine LICHTENAUER;120;0.17;0.27;non
75_2;71740;61.55;EXD;Nicolas ROUSSEAUX;97;0.14;0.22;non
75_2;71740;61.55;DIV;Laurent GAMET;92;0.13;0.21;non
75_2;71740;61.55;DIV;Edmond COULOT;71;0.1;0.16;non
75_2;71740;61.55;DIV;Alain PENSO;45;0.06;0.1;non
75_2;71740;61.55;DVD;Dominique LELYS;34;0.05;0.08;non
75_2;71740;61.55;DVD;Annick PUYOOU;0;0.0;0.0;non
75_2;71740;61.55;DIV;David DE PREVAL;0;0.0;0.0;non
75_3;68680;55.95;REM;Stanislas GUERINI;17321;25.22;45.08;oui
75_3;68680;55.95;UDI;Valérie NAHMIAS;5960;8.68;15.51;oui
75_3;68680;55.95;SOC;Annick LEPETIT;4846;7.06;12.61;non
75_3;68680;55.95;FI;Laurent LEVARD;4610;6.71;12.0;non
75_3;68680;55.95;ECO;Adrien DELASSUS;1864;2.71;4.85;non
75_3;68680;55.95;FN;Aurélien LEGRAND;1327;1.93;3.45;non
75_3;68680;55.95;DIV;Violaine BOUCHARD;485;0.71;1.26;non
75_3;68680;55.95;COM;Nadine MEZENCE;473;0.69;1.23;non
75_3;68680;55.95;DVD;Anne-Charlotte JAMIN;330;0.48;0.86;non
75_3;68680;55.95;DLF;François GIORDANO;274;0.4;0.71;non
75_3;68680;55.95;DIV;Nicolas PANEL;250;0.36;0.65;non
75_3;68680;55.95;EXG;Sophie ROBIN;174;0.25;0.45;non
75_3;68680;55.95;ECO;Christophe-Charles DUBOIS;170;0.25;0.44;non
75_3;68680;55.95;DVD;Christophe COULOT;161;0.23;0.42;non
75_3;68680;55.95;EXD;Marthe CAUDE;110;0.16;0.29;non
75_3;68680;55.95;DIV;Damien BUSSON;35;0.05;0.09;non
75_3;68680;55.95;DIV;Magali PAPE;33;0.05;0.09;non
75_3;68680;55.95;ECO;Isabelle JARRY;1;0.0;0.0;non
75_3;68680;55.95;EXD;Blandine CRÉPY;1;0.0;0.0;non
74_4;85191;41.69;REM;Laura DEVIN;12992;15.25;36.58;oui
74_4;85191;41.69;LR;Virginie DUBY-MULLER;11586;13.6;32.62;oui
74_4;85191;41.69;FN;Wenceslas LIARD;3428;4.02;9.65;non
74_4;85191;41.69;FI;Michèle KOBUS;2531;2.97;7.13;non
74_4;85191;41.69;ECO;Catherine WALTHERT SELOSSE;1208;1.42;3.4;non
