Circo;Inscrits;%_Exp/Ins;Couleur;Nom;Voix;%_Voix/Ins;%_Voix/Exp;qualifie
974_2;92710;36.0;LR;Cyrille MELCHIOR;8815;9.51;26.41;non
971_4;69233;31.42;SOC;Hélène VAINQUEUR-CHRISTOPHE;13403;19.36;61.61;elu
971_4;69233;31.42;DVD;Aramis ARBAU;8350;12.06;38.39;non
974_3;92752;37.54;LR;Nathalie BASSIRE;19652;21.19;56.44;elu
974_3;92752;37.54;DVD;Jacquet HOARAU;15167;16.35;43.56;non
974_4;104970;41.23;LR;David LORION;23540;22.43;54.39;elu
974_4;104970;41.23;DVG;Virginie GOBALOU;19738;18.8;45.61;non
974_5;83173;31.96;DVG;Jean Hugues RATENON;14056;16.9;52.88;elu
974_5;83173;31.96;LR;Daniel GONTHIER;12527;15.06;47.12;non
974_7;110366;33.25;MDM;Thierry ROBERT;22305;20.21;60.78;elu
974_7;110366;33.25;DVD;Fabrice MAROUVIN VIRAMALE;14390;13.04;39.22;non
974_6;75862;31.1;LR;Nadia RAMASSAMY;12415;16.37;52.61;elu
974_6;75862;31.1;REM;Monique ORPHE;11181;14.74;47.39;non
987_1;72585;44.19;UDI;Maina SAGE;21928;30.21;68.36;elu
987_1;72585;44.19;DVD;Moana GREIG;10147;13.98;31.64;non
988_1;85146;35.23;DVD;Philippe DUNOYER;17744;20.84;59.15;elu
988_1;85146;35.23;DVD;Sonia BACKES;12256;14.39;40.85;non
975_1;4974;73.1;RDG;Annick GIRARDIN;1886;37.92;51.87;elu
975_1;4974;73.1;DIV;Stéphane LENORMAND;1750;35.18;48.13;non
986_1;8480;80.65;DVG;Napole POLUTELE;3436;40.52;50.24;elu
986_1;8480;80.65;DVG;Sylvain BRIAL;3159;37.25;46.19;non
986_1;8480;80.65;LR;Hervé Michel DELORD;244;2.88;3.57;non
988_2;104634;49.67;UDI;Philippe GOMES;28557;27.29;54.95;elu
988_2;104634;49.67;REG;Louis MAPOU;23413;22.38;45.05;non
987_3;64425;49.08;REG;Moetai, Charles BROTHERSON;16603;25.77;52.5;elu
987_3;64425;49.08;DVD;Patrick HOWELL;15020;23.31;47.5;non
987_2;66706;42.7;DVD;Nicole SANQUER;18282;27.41;64.18;elu
987_2;66706;42.7;DVD;Teura IRITI;10204;15.3;35.82;non
99_1;200179;12.31;REM;Roland LESCURE;19650;9.82;79.73;elu
99_1;200179;12.31;LR;Frédéric LEFEBVRE;4995;2.5;20.27;non
99_2;75022;12.02;REM;Paula FORTEZA;5494;7.32;60.92;elu
99_2;75022;12.02;ECO;Sergio CORONADO;3525;4.7;39.08;non
99_4;122756;20.04;REM;Pieyre-Alexandre ANGLADE;18138;14.78;73.73;elu
99_4;122756;20.04;FI;Sophie RAUSZER;6464;5.27;26.27;non
99_3;120692;17.08;REM;Alexandre HOLROYD;14453;11.98;70.11;elu
99_3;120692;17.08;SOC;Axelle LEMAIRE;6163;5.11;29.89;non
99_5;91291;12.95;REM;Samantha CAZEBONNE;7828;8.57;66.21;elu
99_5;91291;12.95;FI;François RALLE-ANDREOLI;3995;4.38;33.79;non
99_9;107778;10.33;DIV;M'Jid EL GUERRAB;6642;6.16;59.66;elu
99_9;107778;10.33;DVD;Leila AÏCHI;4491;4.17;40.34;non
99_10;99956;17.41;REM;Amal Amélia LAKRAFI;12397;12.4;71.25;elu
99_10;99956;17.41;LR;Alain MARSAUD;5002;5.0;28.75;non
99_8;121386;11.39;UDI;Meyer HABIB;7998;6.59;57.86;elu
99_8;121386;11.39;REM;Florence DRORY;5825;4.8;42.14;non
99_6;127470;18.28;REM;Joachim SON-FORGET;17460;13.7;74.94;elu
99_6;127470;18.28;LR;Claudine SCHMID;5838;4.58;25.06;non
99_7;105946;21.17;MDM;Frédéric PETIT;14115;13.32;62.94;elu
99_7;105946;21.17;SOC;Pierre-Yves LE BORGN';8310;7.84;37.06;non
99_11;92761;21.64;REM;Anne GENETET;14397;15.52;71.72;elu
99_11;92761;21.64;LR;Thierry MARIANI;5676;6.12;28.28;non
