code du département;numéro département;libellé du département;code circonscription;link2;libellé circonscription;sexe;nom candidat;prénom candidat;age_candidat;nuance_politique;csp;personnalité_bool;candidat_sortant;parti_predecesseur2007;chomage_moyen_2012;age_moy_2012;region_uda_8_wcorse;voixmodele1;%_voix/ins;%_voix/exp;predictiont1;modele2voix;modele2rounded;voixt1;convergence_modele2;convergence_modele2_cut;convergence_modele_2_tag;passe_t2_2017;tweet_tag_count;tweet_tag_avg;tweet_nuance_count;tweet_nuance_avg;voix_t2_m1_reel;prediction;voixT2_modele2
24;24;Dordogne;4;Émilie CHALARD_24_4;4ème circonscription;F;CHALARD;Émilie;25;FG-FI;8;Non;Non;Non;10.5;46.2090951238;6;10342;11.77;18.66;-0.19544237159;6594.20071098;6594;6388;0.947900859889;0.947900859889;améliore;oui;;;71423;0.0576651973747;12125;-0.0127796639191;11773
24;24;Dordogne;4;Jacqueline DUBOIS_24_4;4ème circonscription;F;DUBOIS;Jacqueline;60;EM-MODEM;7;Non;Non;Non;10.5;46.2090951238;6;14043;15.99;25.34;-0.0226509385104;13329.3495577;13329;14955;-0.782894736842;-0.782894736842;degrade;oui;;;41745;0.0440392981251;20708;0.0149073911916;21457
25;25;Doubs;1;Barbara ROMAGNAN_25_1;1ère circonscription;F;ROMAGNAN;Barbara;43;PS;4;Oui;Oui;Oui;9.1;40.368102084;5;3954;5.26;9.2;0.0342318495831;4307.24318415;4307;5854;0.185789473684;0.185789473684;améliore;oui;;;16996;0.0266309411454;8999;0.0126393022685;9273
25;25;Doubs;1;Fannette CHARVIER_25_1;1ère circonscription;F;CHARVIER;Fannette;32;EM-MODEM;5;Non;Non;Non;9.1;40.368102084;5;12145;16.14;28.26;-0.0839942622334;10009.2896456;10009;10902;1.71842316975;1.715;ameliore/surestime;oui;;;41745;0.0440392981251;16149;9.37714912402E-4;16184
25;25;Doubs;2;Eric ALAUZET_25_2;2ème circonscription;M;ALAUZET;Eric;59;EELV;3;Oui;Oui;Oui;9.1;40.368102084;5;1268;1.62;3.7;0.151992594012;2182.5692416;2183;16894;0.0585562523998;0.0585562523998;améliore;oui;;;3816;0.0675887982617;17439;0.046721449818;19674
25;25;Doubs;2;Claire ARNOUX_25_2;2ème circonscription;F;ARNOUX;Claire;33;FG-FI;4;Non;Non;Non;9.1;40.368102084;5;7831;10.0;22.86;-0.209262513284;4836.76192058;4837;4950;1.03922249219;1.03922249219;ameliore/surestime;non;;;71423;0.0576651973747;7581;-0.0024840115341;7538
25;25;Doubs;3;Frédéric CARTIER_25_3;3ème circonscription;M;CARTIER;Frédéric;43;LR-UMP;3;Non;Non;Oui;9.1;40.368102084;5;7557;11.47;20.85;-0.109650057103;5870.82811153;5871;7950;-4.29007633588;-1.042;degrade;oui;;;15078;0.0310684164536;10490;0.0127332417401;10812
25;25;Doubs;3;Denis SOMMER_25_3;3ème circonscription;M;SOMMER;Denis;59;EM-MODEM;4;Non;Non;Non;9.1;40.368102084;5;8838;13.41;24.39;-0.0105790496982;8625.31466004;8625;10737;-0.112164296998;-0.112164296998;degrade_un_peu;oui;;;41745;0.0440392981251;12530;0.014214157828;12961
25;25;Doubs;4;Frédéric BARBIER_25_4;4ème circonscription;M;BARBIER;Frédéric;56;EM-MODEM;3;Oui;Oui;Non;9.1;40.368102084;5;9269;13.85;25.24;0.127843863017;14092.6722562;14093;11524;2.13924611973;1.715;surestime;oui;;;41745;0.0440392981251;14294;0.0244226416242;15172
25;25;Doubs;4;Sophie MONTEL_25_4;4ème circonscription;F;MONTEL;Sophie;47;FN;3;Oui;Non;Oui;9.1;40.368102084;5;10928;16.33;29.76;0.156970282604;19354.9944802;19355;7409;-2.3947144075;-1.042;degrade;oui;;;60621;0.040893260993;7859;0.0308198376012;8483
25;25;Doubs;5;Sylvie LE HIR_25_5;5ème circonscription;F;LE HIR;Sylvie;63;EM-MODEM;7;Non;Non;Non;9.1;40.368102084;5;13836;16.87;30.16;-0.076159978003;11610.4907109;11610;13728;20.6111111111;1.715;surestime;oui;;;41745;0.0440392981251;14918;0.0297124471362;16055
25;25;Doubs;5;Annie GENEVARD_25_5;5ème circonscription;F;GENEVARD;Annie;60;LR-UMP;4;Oui;Oui;Oui;9.1;40.368102084;5;12299;14.99;26.81;-0.0106816277508;12000.1914213;12000;15968;-0.081493594985;-0.081493594985;degrade_un_peu;oui;;;15078;0.0310684164536;17728;0.0388892373252;19560
26;26;Drôme;1;Mireille CLAPOT_26_1;1ère circonscription;F;CLAPOT;Mireille;53;EM-MODEM;3;Non;Non;Non;11.05;41.7841139886;7;11898;15.81;27.25;-0.0156369259358;11477.2287791;11477;10170;0.243634259259;0.243634259259;améliore;oui;;;41745;0.0440392981251;13652;0.00121539698397;13690
26;26;Drôme;1;Bertrand RACT-MADOUX_26_1;1ère circonscription;M;RACT-MADOUX;Bertrand;64;LR-UMP;7;Non;Non;Oui;11.05;41.7841139886;7;9253;12.3;21.19;-0.139750285106;6707.06132186;6707;6559;0.945063103192;0.945063103192;améliore;oui;3;0.2;15078;0.0310684164536;8245;0.00994940624521;8441
26;26;Drôme;2;Laure PELLIER_26_2;2ème circonscription;F;PELLIER;Laure;49;FN;5;Non;Non;Non;11.05;41.7841139886;7;14273;15.3;32.08;-0.0965820185415;11427.0268345;11427;8345;0.480094466937;0.480094466937;améliore;oui;;;60621;0.040893260993;10963;0.0476179127057;12400
26;26;Drôme;2;Alice THOUROT_26_2;2ème circonscription;F;THOUROT;Alice;31;EM-MODEM;3;Non;Non;Oui;11.05;41.7841139886;7;12737;13.66;28.63;-0.0112643636294;12410.8859643;12411;15119;-0.136859781696;-0.136859781696;degrade_un_peu;oui;;;41745;0.0440392981251;23101;0.0344317864262;25178
26;26;Drôme;3;Didier THEVENIEAU_26_3;3ème circonscription;M;THEVENIEAU;Didier;49;FG-FI;4;Non;Non;Non;11.05;41.7841139886;7;12169;11.4;18.8;-0.0868981688999;9962.23362545;9962;9725;0.903027823241;0.903027823241;améliore;non;;;71423;0.0576651973747;14879;6.20500874787E-4;14900
26;26;Drôme;3;Célia DE LAVERGNE_26_3;3ème circonscription;F;DE LAVERGNE;Célia;37;EM-MODEM;3;Non;Non;Non;11.05;41.7841139886;7;16113;15.09;24.9;-0.0128635195252;15642.7421853;15643;19158;-0.154351395731;-0.154351395731;degrade_un_peu;oui;;;41745;0.0440392981251;21957;0.056506352391;25500
26;26;Drôme;4;Latifa CHAY_26_4;4ème circonscription;F;CHAY;Latifa;32;EM-MODEM;4;Non;Non;Non;11.05;41.7841139886;7;13603;14.44;24.72;-0.0184841917362;13036.1847387;13036;10345;0.174033149171;0.174033149171;améliore;oui;;;41745;0.0440392981251;16678;-0.0136192881193;16163
26;26;Drôme;4;Emmanuelle ANTHOINE_26_4;4ème circonscription;F;ANTHOINE;Emmanuelle;52;LR-UMP;3;Non;Non;Oui;11.05;41.7841139886;7;12588;13.36;22.88;-0.148360190996;8945.33363737;8945;9779;1.29690281239;1.29690281239;ameliore/surestime;oui;;;15078;0.0310684164536;12982;0.00774166444666;13220
27;27;Eure;1;Bruno LE MAIRE_27_1;1ère circonscription;M;LE MAIRE;Bruno;48;EM-MODEM;3;Oui;Oui;Non;10.35;40.2434640063;4;12915;14.96;25.86;0.145612709584;21465.6036065;21466;17967;1.69259699129;1.69259699129;ameliore/surestime;oui;;;41745;0.0440392981251;20181;0.0731595083537;24716
27;27;Eure;1;Fabienne DELACOUR_27_1;1ère circonscription;F;DELACOUR;Fabienne;57;FN;5;Non;Non;Non;10.35;40.2434640063;4;13876;16.07;27.78;-0.125434288531;10395.1318601;10395;8927;0.703374419075;0.703374419075;améliore;oui;;;60621;0.040893260993;9097;0.0365834067305;9974
27;27;Eure;2;Emmanuel CAMOIN_27_2;2ème circonscription;M;CAMOIN;Emmanuel;57;FN;3;Non;Non;Non;10.35;40.2434640063;4;12726;16.23;28.01;-0.104439399247;10005.8161706;10006;7563;0.526825489057;0.526825489057;améliore;oui;;;60621;0.040893260993;9745;0.0313930720619;10535
27;27;Eure;2;Fabien GOUTTEFARDE_27_2;2ème circonscription;M;GOUTTEFARDE;Fabien;38;EM-MODEM;3;Non;Non;Non;10.35;40.2434640063;4;12307;15.69;27.09;0.0342041676944;13405.4779406;13405;13516;0.908188585608;0.908188585608;améliore;oui;;;41745;0.0440392981251;18804;0.0370473597401;20642
27;27;Eure;3;Timothée HOUSSIN_27_3;3ème circonscription;M;HOUSSIN;Timothée;28;FN;3;Non;Non;Non;10.35;40.2434640063;4;14404;17.06;35.82;-0.105729214917;11291.5587312;11292;9131;0.590176370188;0.590176370188;améliore;oui;;;60621;0.040893260993;9390;0.029915169475;10111
27;27;Eure;4;Bruno QUESTEL_27_4;4ème circonscription;M;QUESTEL;Bruno;50;EM-MODEM;3;Non;Non;Oui;10.35;40.2434640063;4;12345;13.73;27.13;0.0647916842287;14712.045082;14712;14238;1.25039619651;1.25039619651;ameliore/surestime;oui;;;41745;0.0440392981251;23998;0.0480336539469;27176
27;27;Eure;4;Doris PERREAUX_27_4;4ème circonscription;F;PERREAUX;Doris;53;FN;3;Non;Non;Non;10.35;40.2434640063;4;13910;15.48;30.56;-0.0990934928369;11072.1927391;11072;9219;0.604988275421;0.604988275421;améliore;oui;;;60621;0.040893260993;11605;0.0378322641066;12767
27;27;Eure;5;Claire O'PETIT_27_5;5ème circonscription;F;O'PETIT;Claire;67;EM-MODEM;7;Non;Non;Non;10.35;40.2434640063;4;11889;13.45;22.58;-0.0531421691193;10519.695231;10520;11965;-18.0131578947;-1.042;degrade;oui;;;41745;0.0440392981251;17898;0.0173123282934;18657
27;27;Eure;5;Vincent TAILLIEU_27_5;5ème circonscription;M;TAILLIEU;Vincent;41;FN;2;Non;Non;Oui;10.35;40.2434640063;4;14657;16.58;27.84;-0.0749887868007;12332.6470079;12333;9039;0.413670345319;0.413670345319;améliore;oui;;;60621;0.040893260993;9594;0.0425830070772;10696
28;28;Eure-et-Loir;1;Guillaume KASBARIAN_28_1;1ère circonscription;M;KASBARIAN;Guillaume;30;EM-MODEM;3;Non;Non;Non;9.45;41.0022895487;4;15069;16.9;28.37;0.043382057856;16837.8183412;16838;16577;1.17307692308;1.17307692308;ameliore/surestime;oui;;;41745;0.0440392981251;19081;0.0429010589411;21292
28;28;Eure-et-Loir;1;Franck MASSELUS_28_1;1ère circonscription;M;MASSELUS;Franck;47;LR-UMP;3;Non;Non;Oui;9.45;41.0022895487;4;13793;15.47;25.97;-0.129157359348;10244.7502824;10245;9892;0.909510381953;0.909510381953;améliore;oui;;;15078;0.0310684164536;12167;0.0102132904893;12464
28;28;Eure-et-Loir;2;Olivier MARLEIX_28_2;2ème circonscription;M;MARLEIX;Olivier;46;LR-UMP;3;Oui;Oui;Oui;9.45;41.0022895487;4;8156;10.98;20.03;-0.0143715844573;7890.52013952;7891;9447;-0.205267234702;-0.205267234702;degrade;oui;;;15078;0.0310684164536;11673;0.0121812815822;12015
28;28;Eure-et-Loir;2;Claire Tassadit HOUD_28_2;2ème circonscription;F;HOUD;Claire Tassadit;52;EM-MODEM;3;Non;Non;Non;9.45;41.0022895487;4;9790;13.18;24.04;-0.00747834386905;9622.86399963;9623;9486;0.549342105263;0.549342105263;améliore;oui;;;41745;0.0440392981251;11000;-7.7085851318E-4;10980
28;28;Eure-et-Loir;3;Guylaine BERCHER_28_3;3ème circonscription;F;BERCHER;Guylaine;46;FN;3;Non;Non;Non;9.45;41.0022895487;4;10240;14.46;33.11;-0.0955279261225;8218.11152309;8218;6211;0.501861504095;0.501861504095;améliore;non;;;60621;0.040893260993;6386;0.0236375001536;6764
28;28;Eure-et-Loir;3;Laure DE LA RAUDIERE_28_3;3ème circonscription;F;DE LA RAUDIERE;Laure;52;LR-UMP;2;Oui;Oui;Oui;9.45;41.0022895487;4;14301;20.2;46.24;-0.00952427305179;13990.7866387;13991;10662;0.0851882385271;0.0851882385271;améliore;oui;;;15078;0.0310684164536;11962;0.0142552833377;12375
28;28;Eure-et-Loir;4;Vincent COLLO_28_4;4ème circonscription;M;COLLO;Vincent;22;FN;3;Non;Non;Non;9.45;41.0022895487;4;11117;16.54;37.1;-0.12339430185;8367.45342786;8367;5814;0.518574391854;0.518574391854;améliore;non;;;60621;0.040893260993;5947;0.013742781453;6145
29;29;Finistère;1;Annaïg LE MEUR_29_1;1ère circonscription;F;LE MEUR;Annaïg;44;EM-MODEM;3;Non;Non;Non;8.9;42.7721253351;5;19293;21.74;41.53;-0.0215315248846;18359.8124058;18360;18980;2.98083067093;1.715;surestime;oui;;;41745;0.0440392981251;24319;0.0677469046331;29258
29;29;Finistère;1;Jean-Jacques URVOAS_29_1;1ère circonscription;M;URVOAS;Jean-Jacques;57;PS;3;Oui;Oui;Oui;8.9;42.7721253351;5;6350;7.15;13.67;0.0765971458768;7867.48983942;7867;9822;0.436923963134;0.436923963134;améliore;oui;;;16996;0.0266309411454;16086;0.0220826770121;16971
29;29;Finistère;2;Pierre-Yves CADALEN_29_2;2ème circonscription;M;CADALEN;Pierre-Yves;24;FG-FI;3;Non;Non;Non;8.9;42.7721253351;5;8286;10.55;18.15;-0.175252710044;5534.67621109;5535;5954;1.17967409949;1.17967409949;ameliore/surestime;oui;;;71423;0.0576651973747;10747;-0.00675899828842;10581
29;29;Finistère;2;Jean-Charles LARSONNEUR_29_2;2ème circonscription;M;LARSONNEUR;Jean-Charles;33;EM-MODEM;3;Non;Non;Non;8.9;42.7721253351;5;14607;18.61;32.0;0.0227057623607;15435.4643373;15435;15764;0.715643906655;0.715643906655;améliore;oui;;;41745;0.0440392981251;20898;0.0454738963599;23491
29;29;Finistère;3;Christine PANAGET_29_3;3ème circonscription;F;PANAGET;Christine;54;FG-FI;8;Non;Non;Non;8.9;42.7721253351;5;10927;12.21;20.12;-0.214199542687;6672.69693757;6673;5786;0.827465473643;0.827465473643;améliore;non;;;71423;0.0576651973747;6396;6.77016464025E-4;6406
29;29;Finistère;3;Didier LE GAC_29_3;3ème circonscription;M;LE GAC;Didier;51;EM-MODEM;4;Non;Non;Non;8.9;42.7721253351;5;19703;22.02;36.28;0.0469776620049;22244.1047096;22244;21085;1.83863965268;1.715;ameliore/surestime;oui;;;41745;0.0440392981251;23969;0.0730125073224;29341
29;29;Finistère;4;Sandrine LE FEUR_29_4;4ème circonscription;F;LE FEUR;Sandrine;26;EM-MODEM;1;Non;Non;Non;8.9;42.7721253351;5;16188;19.69;31.66;-0.0327525432707;15012.0724758;15012;14143;0.575061124694;0.575061124694;améliore;oui;;;41745;0.0440392981251;18930;0.0371792715073;20788
29;29;Finistère;4;Maël DE CALAN_29_4;4ème circonscription;M;DE CALAN;Maël;37;LR-UMP;3;Non;Non;Oui;8.9;42.7721253351;5;10026;12.19;19.61;-0.115597574795;7682.98748015;7683;13332;-0.708711433757;-0.708711433757;degrade;oui;;;15078;0.0310684164536;14264;0.0401608738748;15794
29;29;Finistère;5;Graziella MELCHIOR_29_5;5ème circonscription;F;MELCHIOR;Graziella;57;EM-MODEM;3;Non;Non;Non;8.9;42.7721253351;5;27579;29.22;46.22;-0.0199787306977;26339.0304359;26339;18624;0.13847012842;0.13847012842;améliore;oui;;;41745;0.0440392981251;20166;0.0694489275325;24397
29;29;Finistère;5;Chantal GUITTET_29_5;5ème circonscription;F;GUITTET;Chantal;62;PS;7;Oui;Oui;Oui;8.9;42.7721253351;5;6625;7.02;11.1;0.0514375199881;7577.82427471;7578;7795;0.81452991453;0.81452991453;améliore;non;;;16996;0.0266309411454;12102;0.0150718614322;12545
29;29;Finistère;6;Jean-Michel LUCAS_29_6;6ème circonscription;M;LUCAS;Jean-Michel;46;FG-FI;4;Non;Non;Non;8.9;42.7721253351;5;11349;12.71;21.21;-0.105008823826;8911.45815582;8911;5855;0.443756825628;0.443756825628;améliore;non;;;71423;0.0576651973747;9323;0.0029735946973;9387
29;29;Finistère;6;Richard FERRAND_29_6;6ème circonscription;M;FERRAND;Richard;54;EM-MODEM;4;Oui;Oui;Non;8.9;42.7721253351;5;18928;21.2;35.38;0.143321838263;31079.5948105;31080;17230;-7.1566548881;-1.042;degrade;oui;;;41745;0.0440392981251;19106;0.0621209826962;22578
29;29;Finistère;7;Liliane TANGUY_29_7;7ème circonscription;F;TANGUY;Liliane;50;EM-MODEM;3;Non;Non;Non;8.9;42.7721253351;5;15751;19.56;32.04;-0.013612727033;15264.9506452;15265;16894;-0.425196850394;-0.425196850394;degrade;oui;;;41745;0.0440392981251;20766;0.0573761912013;24181
29;29;Finistère;7;Didier GUILLON_29_7;7ème circonscription;M;GUILLON;Didier;55;LR-UMP;2;Non;Non;Oui;8.9;42.7721253351;5;8148;10.12;16.58;-0.128185796767;6065.48067757;6065;7536;3.40359477124;1.715;surestime;oui;;;15078;0.0310684164536;8721;0.0148368862289;9035
29;29;Finistère;8;Michael QUERNEZ_29_8;8ème circonscription;M;QUERNEZ;Michael;46;PS;8;Non;Non;Oui;8.9;42.7721253351;5;5595;6.4;10.66;-0.00322394383684;5553.61982983;5554;8417;-0.0145287030475;-0.0145287030475;degrade_un_peu;oui;;;16996;0.0266309411454;14730;0.0202300460188;15468
29;29;Finistère;8;Erwan BALANANT_29_8;8ème circonscription;M;BALANANT;Erwan;46;EM-MODEM;3;Non;Non;Non;8.9;42.7721253351;5;15864;18.16;30.21;0.0322977185665;17191.2208282;17191;15458;-3.2684729064;-1.042;degrade;oui;;;41745;0.0440392981251;17252;0.0459370941179;19419
30;30;Gard;1;Yoann GILLET_30_1;1ère circonscription;M;GILLET;Yoann;30;FN;4;Non;Non;Oui;13.5;42.4898947825;8;13127;15.1;32.09;-0.0351056285392;12107.6499592;12108;10423;0.376849112426;0.376849112426;améliore;oui;;;60621;0.040893260993;10936;0.0540812992695;12608
30;30;Gard;1;Françoise DUMAS_30_1;1ère circonscription;F;DUMAS;Françoise;57;EM-MODEM;3;Oui;Oui;Oui;13.5;42.4898947825;8;12105;13.93;29.59;0.1095523384;16975.7105013;16976;10549;-3.13046272494;-1.042;degrade;oui;;;41745;0.0440392981251;13935;0.019607143612;14610
30;30;Gard;2;Gilbert COLLARD_30_2;2ème circonscription;M;COLLARD;Gilbert;69;FN;3;Oui;Oui;Oui;13.5;42.4898947825;8;16657;18.7;30.68;0.164214482492;30819.7510352;30820;13991;-5.31245311328;-1.042;degrade;oui;;;60621;0.040893260993;14274;0.065227116856;17035
30;30;Gard;2;Pascale MOURRUT_30_2;2ème circonscription;F;MOURRUT;Pascale;49;LR-UMP;3;Non;Non;Oui;13.5;42.4898947825;8;9741;10.94;17.94;-0.183720082459;6380.92236762;6381;6165;0.939597315436;0.939597315436;améliore;non;;;15078;0.0310684164536;8076;0.00319139453139;8136
30;30;Gard;3;Monique TEZENAS DU MONTCEL_30_3;3ème circonscription;F;TEZENAS DU MONTCEL;Monique;70;FN;7;Non;Non;Oui;13.5;42.4898947825;8;15371;16.41;27.81;-0.0812977167738;12746.8949231;12747;10001;0.488640595903;0.488640595903;améliore;oui;;;60621;0.040893260993;12157;0.062885809906;14401
30;30;Gard;3;Anthony CELLIER_30_3;3ème circonscription;M;CELLIER;Anthony;42;EM-MODEM;3;Non;Non;Non;13.5;42.4898947825;8;14137;15.09;25.58;0.0243098877571;15000.6132506;15001;14832;1.24316546763;1.24316546763;ameliore/surestime;oui;;;41745;0.0440392981251;21267;0.0410542822108;23608
30;30;Gard;4;Brigitte ROULLAUD_30_4;4ème circonscription;F;ROULLAUD;Brigitte;48;FN;8;Non;Non;Non;13.5;42.4898947825;8;15398;16.9;28.68;-0.067008318408;13196.4159764;13196;9364;0.364932051707;0.364932051707;améliore;oui;;;60621;0.040893260993;11533;0.0559263112301;13371
30;30;Gard;4;Annie CHAPELIER_30_4;4ème circonscription;F;CHAPELIER;Annie;49;EM-MODEM;3;Non;Non;Non;13.5;42.4898947825;8;11297;12.4;21.05;-0.03746042613;10363.4105359;10363;10661;1.46855345912;1.46855345912;ameliore/surestime;oui;;;41745;0.0440392981251;23448;0.0142091581517;24255
30;30;Gard;5;Daniela DE VIDO_30_5;5ème circonscription;F;DE VIDO;Daniela;57;FN;8;Non;Non;Oui;13.5;42.4898947825;8;13989;14.58;24.59;-0.0676982910381;11969.8409336;11970;9057;0.409367396594;0.409367396594;améliore;oui;;;60621;0.040893260993;11332;0.0523962709794;12999
30;30;Gard;5;Olivier GAILLARD_30_5;5ème circonscription;M;GAILLARD;Olivier;50;EM-MODEM;3;Oui;Non;Non;13.5;42.4898947825;8;12239;12.75;21.52;0.138770204494;19628.9110178;19629;15620;2.18574386276;1.715;surestime;oui;;;41745;0.0440392981251;26378;0.0550754492085;30502
30;30;Gard;6;Laurence GARDET_30_6;6ème circonscription;F;GARDET;Laurence;48;FN;5;Non;Non;Oui;13.5;42.4898947825;8;11647;14.34;25.19;-0.0651494254269;10024.5445458;10025;8040;0.449681175492;0.449681175492;améliore;oui;;;60621;0.040893260993;10061;0.0449248757872;11292
30;30;Gard;6;Philippe BERTA_30_6;6ème circonscription;M;BERTA;Philippe;57;EM-MODEM;3;Non;Non;Non;13.5;42.4898947825;8;12143;14.95;26.26;5.33532918192E-4;12157.9452742;12158;12397;0.0590551181102;0.0590551181102;améliore;oui;;;41745;0.0440392981251;17992;0.0298088262498;19368
31;31;Haute-Garonne;1;Pierre CABARE_31_1;1ère circonscription;M;CABARE;Pierre;59;EM-MODEM;2;Non;Non;Non;9.9;39.0881642298;6;15131;18.09;31.39;0.0545026530943;17466.4729007;17466;13769;-1.71439060206;-1.042;degrade;oui;;;41745;0.0440392981251;19964;0.0131410076649;20597
31;31;Haute-Garonne;1;Claire DUJARDIN_31_1;1ère circonscription;F;DUJARDIN;Claire;42;FG-FI;3;Non;Non;Non;9.9;39.0881642298;6;10430;12.47;21.63;-0.0971452320921;8339.48201344;8339;7493;0.711950970378;0.711950970378;améliore;oui;;;71423;0.0576651973747;13719;-0.00972806069592;13415
31;31;Haute-Garonne;2;Gérard BAPT_31_2;2ème circonscription;M;BAPT;Gérard;71;PS;3;Oui;Oui;Oui;9.9;39.0881642298;6;6218;6.13;10.31;-1.63512720285E-4;6215.65935152;6216;7352;-0.00176366843034;-0.00176366843034;degrade_un_peu;non;;;16996;0.0266309411454;12584;0.00426835516666;12710
31;31;Haute-Garonne;2;Jean-Luc LAGLEIZE_31_2;2ème circonscription;M;LAGLEIZE;Jean-Luc;58;EM-MODEM;3;Non;Non;Non;9.9;39.0881642298;6;18005;17.76;29.86;0.0490163829412;20448.1469014;20448;19234;1.98779495525;1.715;ameliore/surestime;oui;;;41745;0.0440392981251;25102;0.0518136619449;28744
31;31;Haute-Garonne;3;Corinne VIGNON_31_3;3ème circonscription;F;VIGNON;Corinne;54;EM-MODEM;3;Non;Non;Non;9.9;39.0881642298;6;15558;19.6;32.22;0.036840938068;17069.1552137;17069;17150;0.949120603015;0.949120603015;améliore;oui;;;41745;0.0440392981251;18451;0.0357637517839;20183
31;31;Haute-Garonne;3;Gilles NAUDY_31_3;3ème circonscription;M;NAUDY;Gilles;49;FG-FI;3;Non;Non;Non;9.9;39.0881642298;6;8136;10.25;16.85;-0.0730698079177;6876.0833429;6876;5377;0.456687205509;0.456687205509;améliore;non;;;71423;0.0576651973747;8654;-0.00302280577392;8594
31;31;Haute-Garonne;4;Liem HOANG NGOC_31_4;4ème circonscription;M;HOANG NGOC;Liem;52;FG-FI;3;Non;Non;Non;9.9;39.0881642298;6;9464;13.29;24.28;-0.07009484337;8053.41145779;8053;6832;0.536094224924;0.536094224924;améliore;oui;;;71423;0.0576651973747;10709;-0.0105783884155;10451
31;31;Haute-Garonne;4;Mickaël NOGAL_31_4;4ème circonscription;M;NOGAL;Mickaël;26;EM-MODEM;3;Non;Non;Non;9.9;39.0881642298;6;11594;16.29;29.75;0.0496661783725;13192.3350755;13192;11722;12.484375;1.715;surestime;oui;;;41745;0.0440392981251;16212;-0.0292077336718;15158
31;31;Haute-Garonne;5;Julien LEONARDELLI_31_5;5ème circonscription;M;LEONARDELLI;Julien;29;FN;5;Non;Non;Non;9.9;39.0881642298;6;13558;13.77;26.96;-0.123497852381;10202.2926547;10202;8229;0.629761681366;0.629761681366;améliore;oui;;;60621;0.040893260993;10560;0.0206425400591;11100
31;31;Haute-Garonne;5;Jean-François PORTARRIEU_31_5;5ème circonscription;M;PORTARRIEU;Jean-François;51;EM-MODEM;3;Non;Non;Non;9.9;39.0881642298;6;16146;16.4;32.1;0.0624889824176;19102.101597;19102;18588;1.21048321048;1.21048321048;ameliore/surestime;oui;;;41745;0.0440392981251;30719;0.0561815610894;35641
31;31;Haute-Garonne;6;Patrick JIMENA_31_6;6ème circonscription;M;JIMENA;Patrick;53;FG-FI;8;Non;Non;Non;9.9;39.0881642298;6;12764;11.44;18.26;-0.0908898136239;10353.7334913;10354;9316;0.698955916473;0.698955916473;améliore;oui;;;71423;0.0576651973747;16066;-0.00856776214031;15752
31;31;Haute-Garonne;6;Monique IBORRA_31_6;6ème circonscription;F;IBORRA;Monique;72;EM-MODEM;7;Oui;Oui;Non;9.9;39.0881642298;6;21414;19.19;30.63;0.12189186793;31678.0695024;31678;23271;5.52719439957;1.715;surestime;oui;;;41745;0.0440392981251;27047;0.0514914281304;30942
31;31;Haute-Garonne;7;Marie DOMBES_31_7;7ème circonscription;F;DOMBES;Marie;61;FN;3;Non;Non;Non;9.9;39.0881642298;6;13270;13.3;21.79;-0.107173098065;10368.0677111;10368;8320;0.586262626263;0.586262626263;améliore;oui;;;60621;0.040893260993;10243;0.0416955421794;11391
31;31;Haute-Garonne;7;Elisabeth TOUTUT-PICARD_31_7;7ème circonscription;F;TOUTUT-PICARD;Elisabeth;62;EM-MODEM;3;Non;Non;Non;9.9;39.0881642298;6;15580;15.61;25.58;0.0338916452101;16956.2390958;16956;18664;0.446173800259;0.446173800259;améliore;oui;;;41745;0.0440392981251;30575;0.042721404784;34100
31;31;Haute-Garonne;8;Joël AVIRAGNET_31_8;8ème circonscription;M;AVIRAGNET;Joël;60;PS;3;Non;Non;Non;9.9;39.0881642298;6;4435;5.18;10.71;-0.127481885934;3306.82900469;3307;7739;-0.341404358354;-0.341404358354;degrade;oui;;;16996;0.0266309411454;13421;-0.00495296782913;13269
31;31;Haute-Garonne;8;Michel MONTSARRAT_31_8;8ème circonscription;M;MONTSARRAT;Michel;58;EM-MODEM;2;Non;Non;Non;9.9;39.0881642298;6;12095;14.14;29.21;0.0561096992888;14029.9337964;14030;14541;0.791087489779;0.791087489779;améliore;oui;;;41745;0.0440392981251;16992;0.00564962920028;17217
31;31;Haute-Garonne;9;Manuel BOMPARD_31_9;9ème circonscription;M;BOMPARD;Manuel;31;FG-FI;3;Non;Non;Non;9.9;39.0881642298;6;10338;12.86;22.5;-0.116327362645;7908.77399646;7909;7282;0.794829842932;0.794829842932;améliore;oui;;;71423;0.0576651973747;12574;-0.0250219323435;11870
31;31;Haute-Garonne;9;Sandrine MÖRCH_31_9;9ème circonscription;F;MÖRCH;Sandrine;55;EM-MODEM;3;Non;Non;Non;9.9;39.0881642298;6;13120;16.32;28.56;0.036840938068;14394.3512279;14394;14231;1.14671467147;1.14671467147;ameliore/surestime;oui;;;41745;0.0440392981251;18871;1.18887257041E-4;18876
31;31;Haute-Garonne;10;Monique FABRE_31_10;10ème circonscription;F;FABRE;Monique;58;FG-FI;3;Non;Non;Non;9.9;39.0881642298;6;10811;11.35;17.48;-0.124151687367;8122.95748141;8123;7735;0.873862158648;0.873862158648;améliore;oui;;;71423;0.0576651973747;13003;-0.00881658980405;12742
